city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Anini-y,Mayor,"Pollicar, Reynaldo Belleza",Rene,Lakas-Christian Muslim Democratics,4589
Anini-y,Vice-Mayor,"Rubite, Amado Diana",Mading,-,3903
Anini-y,Councilor,"Near, Maryvic Huyan",Vic,Lakas-Kampi,3587
Anini-y,Councilor,"Samones, Bernabe Jr.  Elisterio",Benben,-,2633
Anini-y,Councilor,"Rendon, Virgilio Jr. Magbanua",Greg,Nationalist People's Coalition,2720
Anini-y,Councilor,"Salcedo, Felizardo Lagos",Zardin,Independent,2809
Anini-y,Councilor,"Ople, Elani Dumdumaya",Inday Lani,Lakas-Christian Muslim Democratics,3233
Anini-y,Councilor,"Diana, Jonathan Rubite",Athan,Nationalist People's Coalition,3384
Anini-y,Councilor,"Cazenas , Magdalina Obillos",Magda,Nationalist People's Coalition,3390
Anini-y,Councilor,"Pollicar, Maxfil Belleza",Max,Lakas-Christian Muslim Democratics,4337
Barbaza,Mayor,"Francisco, Faith Estolloso",Pingping,Nationalist People's Coalition,4251
Barbaza,Vice-Mayor,"Manalo, Pablito Alacapa",Bong,Nationalist People's Coalition,5298
Barbaza,Councilor,"Catague, Ramonito Ogatis",Nonoy,-,3553
Barbaza,Councilor,"Nacionales, Antonio  Alacapa",Tony-Pon,-,4171
Barbaza,Councilor,"Magbanua, Felina Mariano",Nene,-,4685
Barbaza,Councilor,"Magtulis, Isidro Alabado",Noysid,-,4866
Barbaza,Councilor,"Cruz, Rodel Mendoza",Bong Rodel,-,4969
Barbaza,Councilor,"Yongque, Adolfo Dy",Opoy,-,5126
Barbaza,Councilor,"Infante, Loreto Toriano",Bong,-,5204
Barbaza,Councilor,"Necor, Gerry  Condes",Ger,-,6112
Belison,Mayor,"Piccio, Vicente Jr. Mondejar",Toto,Lakas-Christian Muslim Democratics,3213
Belison,Vice-Mayor,"Piccio, Christopher Hernandez",Topher,Lakas-Christian Muslim Democratics,3870
Belison,Councilor,"Galedo, Edwin Lanario",Awi,Lakas-Christian Muslim Democratics,3338
Belison,Councilor,"Ballarta, Rosie Alamis",Rose,Lakas-Christian Muslim Democratics,2318
Belison,Councilor,"Escaner, Warlitzer Ballarta",Warlit,Lakas-Christian Muslim Democratics,2639
Belison,Councilor,"Diano, Benny Omanio",Dodong,Lakas-Christian Muslim Democratics,2741
Belison,Councilor,"Chavez, Jerry Macantan",Katoy,Lakas-Christian Muslim Democratics,3141
Belison,Councilor,"Tagle, Simplicio Ballarta",Pisyong,Lakas-Christian Muslim Democratics,3263
Belison,Councilor,"Elio, Elmer Jumagbas",Toto,Lakas-Christian Muslim Democratics,3316
Belison,Councilor,"Baldivino, Helen Escaner",Dadang,Lakas-Christian Muslim Democratics,3617
Bugasong,Mayor,"Pesayco, Bernard Nicopior",Ontoy Bernard,Nationalist People's Coalition,7221
Bugasong,Vice-Mayor,"Condez, Victor Rizardo",Boy,Nationalist People's Coalition,7386
Bugasong,Councilor,"De La Cruz, Casimira Suyom",Miray,Lakas-Christian Muslim Democratics,6010
Bugasong,Councilor,"Uy Kimpang, Aida Nietes",Aida,Nationalist People's Coalition,6884
Bugasong,Councilor,"Felipe, Lily Pe",Lily,-,5127
Bugasong,Councilor,"Acsay, Danilo Bagaforo",Dan,Nationalist People's Coalition,5434
Bugasong,Councilor,"Pesayco, Jorge Jr. Peroy",Nene Pesayco,Nationalist People's Coalition,5672
Bugasong,Councilor,"Escote, Susan Villaruz",Bebing Susan,Nationalist People's Coalition,5715
