NEDA updates on the Economy,,,,,,,,,,
As of 10 April 2013,,,,,,,,,,
,,,,,,,,,,
,,,Latest_Quarter,,Preceding_Quarter,,Year_to_date,,Same_Quarter_year_ago,
I. Real Sector (percent growth),A. National Income (% g.r.)(NSCB),GNI,5.4,(Q4'12),7,(Q3'12),5.8,FY 2012,4.5,(Q4 '11)
,,GDP,6.8,,7.2,,6.6,,4,
,,Agriculture,4.7,,4.2,,2.7,,-2.5,
,,Industry,7.5,,7.6,,6.5,,3.4,
,,Service,6.9,,7.5,,7.4,,5.9,
,B. Manufacturing (MISSI-NSO) (2000 - based),,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
,,Volume of Production (% g.r.),-1.3,(Feb '13),5.8,(Jan '13),2.1,(Feb '13),10.2,(Feb '12)
,,Value of Production (%g.r.),8.7,,16.6,,12.5,,8.1,
,,Volume of Sales (%g.r.),-0.6,,1.9,,0.7,,1.6,
,,Value of Sales (% g.r.),9.5,,12.4,,10.9,,-0.3,
,,Weighted Average (Capacity Utilization(%)),82.8,,83.3,,83.1,,83.4,
,C. Electric Consumption (%g.r.) (Meralco kWh Sales),Residential,-1.4,(Feb '13),2.7,(Jan '13),0.7,Feb '13,7.1,(Feb '12)
,,Commercial,2.1,,3.2,,2.6,,6.3,
,,Industrial,2.7,,6.1,,4.3,,11.5,
,,Others,-0.9,,2.8,,0.9,,-10.0,
,,Total,1.3,,3.9,,2.5,,8.0,
,D. Building Permits (% g.r.) (NSO),,Latest_Quarter,,Preceding_Quarter,,Year_to_date,,Same_Quarter_year_ago,
,,Number of Permits,13.5,(Q4 '12),8.2,(Q3 '12),9.3,(Q1-Q4 '12),7.6,(Q4 '11)
,,Value of Construction,53.1,,54.5,,27.5,,-8.4,
,E. Investment Indicators (% g.r.),,Latest_Period,,Preceding_Period,,Year_to_date,,Same_Period_Year_ago,
,,Total Foreign Direct Investment (g.r.),37.1,(Q4 '12),-36.7,(Q3 '12),12,FY 2012,44,(Q4 '11)
,,BOI Investment (g.r.),4122.6,,-30.2,,218.8,,-86.3,
,,PEZA Investment (g.r.),16.8,,-30.5,,7.1,,39.9,
,,SBMA Investment,-98.9,,-75.5,,-96.8,,23407.3494,
,,CDC Investment,1048.4,,-98.3,,-76,,-90.1,
Employment (NSO-LFS) and Wages,A. Unemployment Rate (%) /f new definition,,7.1,(Jan '13),6.8,(Oct '12),7.1,(Jan '13),7.3,(Jan '12)
,B. Employment Generated ('000),,606,(Jan '13),590/h,(Oct '12),606,(Jan '13),1041,(Jan '12)
,,Agriculture,-571,,g,,-571,,155,
,,Industry,330,,g,,330,,g,
,,Service,847,,g,,847,,g,
,B. Underemployment Rate (%),,20.9,(Jan '13),19,(Oct '12),20.9,(Jan '13),18.8,(Jan '12)
,D. Minimum Wage (in pesos) (NWPC),NCR,419-456,(Feb '13),419-456,(Jan '13),419-456,(Feb '13),389-426,(Feb '12)
,,AOMM,215-349.5,,190-349.5,,190-349.5,,190-337,
,E. Index of Compensation Per Employee (QEI-NSCB),Nominal (1978=100),2509,(Q3 '12),2310.3,(Q2 '12),2509,(Q3 '12),2390.8,(Q3 '11)
,,Constant (1978=100),120.8,(Q3 '12),112.9,(Q2 '12),120.8,(Q3 '12),119.2,(Q3 '11)
III. Monetary and Banking Sector (%),,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
,A. Growth of U/KBs Outside Loans /a,,14.5,(Feb '13),16.6,(Jan  '13),16.6,(Jan  '13),16.6,(Jan '12)
,B. NPL to total loans ratio,,2.0,(Oct '12),2.1,(Sept '12),2.0,(Oct '12),2.4,(Oct '11)
,c. M3 Growth /b,,9.9,(Feb'13),10.2,(Jan '13),10.8,(Jan'13),7.2,(Jan'12)
IV. Prices ,A. Headline Inflation Rate (%) (NSO) /c,,3.2,(Mar '13),3.4,(Feb '13),3.2,(Jan - Mar '13),2.6,(Mar '12)
,,Food and Non-Alcoholic Beverages,2.8,,2.9,,2.7,,1.399116348,
,,Non-Food,2.5,,2.7,,2.8,,3.556308213,
,,NCR,1.9,,2.3,,2.223427332,,2.668890742,
,,AONCR,3.6,,3.7,,3.543913713,,2.604577743,
,B. Core Inflation Rate (%) NSO /c,,3.8,(Mar '13),3.8,(Feb '13),3.8,(Jan - Mar '13),3,(Mar '12)
,"C. Lending Rate (Low, %)",,4.9,(Feb '13),4.9,(January '13),5.6,(Jan - Nov '12),5.5,(Feb '12)
,,,Latest_Week,,Preceding_Week,,Year_to_date,,Same_Week_Month_Ago,
,D. BSP Overnight Borrowing Policy Rates (PR),,5.5,(10 Apr '13),5.5,(8 April '13),5.5,,6,(10 Apr '12)
,E. BSP Overnight Lending Policy Rates (RRP),,3.5,(10 Apr '13),3.5,(8 April'13),3.5,,4,(10 Apr '12)
,F. 91-Day T-Bill Rate (%),,0.08,(04 Mar 13),0.05,(04 Feb 13),1.44623772,,1.9,(22 Feb 12)
,"G. Forex (Average, P:$1)",,41.2621,(10 Apr '13),40.835,(03 Apr '13),40.778,,42.821,(10 Apr '12)
,H. PSEi,,6732.22,(09 Apr '13),6748.43,(02 Apr '13),6513.19,,5038.92,(09 Apr '12)
V. External Accounts (BSP/NSO),,,Latest_Month/Quarter,,Preceding_Month/Quarter,,Year_to_date,,Same_Month/Quarter_Year_Ago,
,A. Merchandise Exports (% g.r.),,-2.7,(Jan '13),16.5,(Dec'12),-2.7,(Jan '13),3.0,(Jan '12)
,,Electronic Products (% g.r.) /d,-31.9,,-5.5,,-31.9,,0.5,
,B. Merchandise Imports (% g.r.),,-8.0,(Jan '13),14.4,(Dec '12),-8.0,(Jan '13),-3.2,(Jan '12)
,,Raw materials & intermediate goods (% g.r.),-7.8,,6.1,,-7.8,,-19.6,
,,Capital goods (% g.r.),3.0,,44.5,,3.0,,-3.8,
,C. Current Account($ M),,2208,(Q4 '12),2249,(Q3 '12),7126,(Jan-Dec '12),2225,(Q4 '11)
,D. Capital Accounts ($ M),,48,(Q4 '12),33,(Q3 '12),136,(Jan-Dec '12),30,(Q4 '11)
,E. Financial Account ($ M),,-2542,(Q4 '12),510,(Q3 '12),-6131,(Jan-Dec '12),4343,(Q4 '11)
,,"Direct Investments ($ M), net",-92,,-42,,-952,,-345,
,F. Balance of Payments ($ M),,-960,(Feb '13),2043,(Jan '13),1083,(Jan-Feb '13),588,(Feb '13)
,G. Gross International Reserves ($ M),,83623.3,(end Feb '13)/r,85273.6,(end Jan '13),83623.3,(end Feb '13)/r,77011.3,(Feb '12)
,,Month's worth of imports,12.0,,12.2,,12.0,,11.3,
,H. Total External Debt ($ M),,60337,(end Q4 '12),61724,(end Q3 '12),60337,(end Q4 '12),60442,(end Q4'11)
,of which:,Total Short Term,8483,,7986,,8483,,7013,
,,Total Private Sector,15162,,15037,,15162,,14079,
,,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
VI. NG Cash Operations (BTr) (in billion pesos) *,A. Revenues,,112.35,(Feb'13),138.37,(Jan '13),250.72,(Jan-Feb '13),119.19,(Feb '12)
,,Tax,98.15,,120.44,,218.59,,92.40,
,,Non-tax,14.19,,17.93,,32.12,,26.79,
,B. Expenditure ,,124.10,,157.90,,282.00,,108.53,
,C. Surplus (+) / Deficit (-) ,,-11.75,,-19.53,,-31.28,,10.66,
,D. Net Foreign Financing ,,-43.52,,-0.64,,-44.16,,7.07,
,E. Net Domestic Financing (PB) /e,,-298.60,,270.41,,-28.18,,-38.92,
,F. Cash Build-up (-)/ Withdrawal (+) ,,353.86,,-250.24,,103.62,,21.19,
,,,,,,,,,,
,,,,,,,,,,
Note:,,,,,,,,,,
*      Details may not add up due to rounding,,,,,,,,,,
/a    the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,
"        The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,
/b    based on Depository Corporations Survey,,,,,,,,,,
/c    (2006=100),,,,,,,,,,
"/d   expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,
"        communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,
/e   net of non-budgetary accounts,,,,,,,,,,
"/f    starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,
