NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 4 July 2012,,,,,,,,,,,,,,,,,,,,,
I.   REAL SECTOR,,,,,Latest ,,Preceding,,Year to,,Same Quarter,,III.  MONETARY AND,,Latest ,,Preceding,,Year to,Same Month,
,,,,,Quarter,,Quarter,,Date,,Year Ago ,,     BANKING SECTOR (%),,Month,,Month,,     Date,Year Ago,
,A.,National Income (% g.r.) (NSCB),,,,,,,,,,,A.,Growth of U/KBs Outstanding Loans/a,16,(Apr '12),17.7,(Mar '12),16,18,(Apr '11)
,,GNI,,,5.8,(Q1'12),4.5,(Q4 '11),5.8,(Q1'12),3.5,(Q1 '11),B.,NPL to total loans ratio,2.3,(Apr '12),2.4,(Mar '12),2.3,3,(Apr '11)
,,GDP,,,6.4,,4,,6.4,,4.9,,C.,M3 Growth /b,9.1,(Apr '12),5.6,(Mar '12),9.1,7.3,(Apr '11)
,,,Agriculture,,1,,-2.5,,1,,4.4,,,,,,,,,,
,,,Industry,,4.9,,3.4,,4.9,,7.3,,IV. PRICES,,Latest ,,Preceding,,Year to,Same Month,
,,,Services,,8.5,,5.9,,8.5,,3.6,,,,Month,,Month,,      Date,Year Ago,
,B.,Manufacturing (MISSI-NSO),,,Latest ,,Preceding,,Year to,,Same Month,,,,,,,,,,
,,,,,Month,,Month,,Date,,Year Ago ,,A.,Headline Inflation Rate (%) (NSO)/c,2.9,(May '12),3,(Apr '12),3,4.9,(May '11)
,,(2000 - based),,,,,,,,,,,,  Food and Non-Alcoholic Beverages,1.8,,1.8,,1.9,6.2,
,,,,,,,,,,,,,,  Non-Food,3.7,,3.8,,3.8,4.2,
,,Value of Production(% g.r.),,,7.1,(Apr '12),10.9,(Mar '12),7,(Jan-Apr '12),5.2,(Apr '11),,NCR,2.2,,2.5,,2.6,4.4,
,,Volume of Production(% g.r.),,,5.4,,8.8,,5,,3.1,,,AONCR,3.1,,3.2,,3.2,5.1,
,,Value of Sales(% g.r.),,,2.3,,3.3,,2.5,,7.1,,B.,Core Inflation Rate (%) (NSO)/c,3.7,(May '12),3.6,(Apr '12),3.6,4.4,(May '11)
,,Volume of Sales(% g.r.),,,0.7,,1.4,,0.7,,5,,,,,,,,,,
,,Weighted Ave. Capacity Utilization (%),,,0.7,,0.6,,0.5,,0.2,,C.,"Lending Rate (Low, %)",5.8,(Apr '12),5.8,(Mar '12),5.7,5.4,(Apr '11)
,C.,Electrical Consumption (% g.r.),,,Latest ,,Preceding,,Year to,,Same Month,,,,Latest ,,                Preceding,,Year to,                      Same Week,
,,(Meralco kWh Sales),,,Month,,Month,,Date,,Year Ago ,,,,Week,,               Week,,   Date,                      Year Ago,
,,Residential,,,8.7,(May '12),8.6,(Apr '12),8.7,(Jan-May '12),-4.1,(May '11),D.,BSP Overnight Borrowing Policy Rates(RP),6,(04 Jul '12),6,(27 Jun '12),6,6.3,(04 Jul '11)
,,Commercial,,,8.9,,6.1,,8.1,,-1,,E.,BSP Overnight Lending Policy Rates(RRP),4,(04 Jul '12),4,(27 Jun '12),4,4.5,(04 Jul '11)
,,Industrial,,,19.7,,11.1,,14.2,,-2.7,,F.,91-Day T-Bill Rate (%),0,(25 Jun '12),0,(11 Jun '12),1.8,2.9,(16 Jun '11)
,,Others,,,-8.4,,-9.9,,-9.8,,0,,G.,"Forex (Average, P:$1)",41.8,(04 Jul '12),42.5,(27 Jun '12),42.8,43.2,(04 Jul '11)
,,Total,,,11.8,,8.3,,10,,-2.5,,H. ,PSEi,"5,365.70",(03 Jul '12),"5,193.80",(26 Jun '12),"5,000.10","4,421.60",(04 Jul '11)
,D.,Building Permits ( % g.r.) (NSO),,,Latest ,,Preceding,,Year to,,Same Quarter,,V. EXTERNAL ACCOUNTS (BSP/NSO),,                  Latest ,,                Preceding,,Year to,                     Same Month/Quarter,
,,,,,Quarter ,,Quarter,,Date,,Year Ago ,,,,               Month/Quarter,,                 Month/Quarter,,   Date,                     Year Ago,
,,Number of Permits,,,7.6,(Q4 '11),5.4,(Q3'11),0.5,(FY '11),-24.6,Q4 '10,A.,Merchandise Exports (% g.r.),7.6, (Apr '12) ,-0.8, (Mar '12) ,5.5,19.2,(Apr '11)
,,Value of Construction,,,-8.4,,-10,,1.8,,16.1,,, - Electronic Products/d (% g.r.),-23.8,,1.1,,-1.8,-2.1,
,E.,Investment Indicators (% g.r.),,,Latest ,,Preceding,,Year to,,Same Period,,B.,Merchandise Imports (% g.r.),-13.7, (Apr '12) ,-3.3, (Mar '12) ,-4.6,21,(Apr '11)
,,,,,Period,,Period,,Date,,Year Ago ,,,- Raw mat. & intermediate goods (% g. r.),-20.6,,-33.1,,-23.9,45,
,,,,,,,,,,,,,,- Capital goods (% g. r.),10.5,,5.4,,14.4,-16.2,
,,Total Approved Foreign Direct Investment,,,42.2,(Q4 '11),32,(Q3 '11),30.6,(Q1-Q4 '11),61,(Q4 '10),,,,,,,,,
,,,BOI Investment,,-86.3,,17.2,,4.1,,114.8,,C.,Current Account ($ M),882,(Q1 '12),"1,808",(Q4 '11),882,960,(Q1 '11)
,,,PEZA Investment,,38.1,,20.2,,36.2,,37.5,,,,,,,,,,
,,,SBMA Investment,,"23,237.20",,681.7,,282.4,,-80.6,,D.,Capital & Financial Accounts ($ M),962,(Q1 '12),-981,(Q4 '11),962,"3,656",(Q1 '11)
,,,CDC Investment,,-90.1,,"1,141.20",,-28.4,,478.8,,,"- Direct Investments, net'",696,,461,,696,406,
II.  EMPLOYMENT (NSO-LFS),,,,,Latest ,,Preceding,,Year to,,Same Period,,E.,Balance of Payments ($ M),138,(May '12),-79,(Apr '12),"1,302",217,(May '11)
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,,,,,,,,,
,,,,,,,,,,,,,F.,Gross International Reserves ($ M),"76,082",(May '12),"76,538",(Apr '12),"76,082","68,854",(May '11)
,A.,Unemployment Rate (%)/f new definition,,,6.9,(Apr '12),7.2,(Jan '12),7.1,(Jan-Apr '12),7.2,(Apr '11),,- Months' worth of imports,11.4,,11.5,,11.4,10.2,
