city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
City of Mandaluyong,Mayor,"Gonzales, Neptali II Medina",Boyet,Lakas-Christian Muslim Democrats,79786
City of Mandaluyong,Vice-Mayor,"Cruz, Jesus Cruz",Jesse,Lakas-Christian Muslim Democrats,66317
City of Mandaluyong,Councilor - 1st District,"De Guzman, Danilo Luna",Danny,Lakas-Christian Muslim Democrats,40830
City of Mandaluyong,Councilor - 1st District,"Abalos, Jonathan De Castro",Jon,Lakas-Christian Muslim Democrats,37353
City of Mandaluyong,Councilor - 1st District,"Espinosa, Luisito Encabo",Louie,Lakas-Christian Muslim Democrats,36186
City of Mandaluyong,Councilor - 1st District,"Pillas, Teresita Conwi",Maam Baby Pillas,Lakas-Christian Muslim Democrats,35216
City of Mandaluyong,Councilor - 1st District,"De Guzman, Epifanio Constantino",Tata Panyong,Lakas-Christian Muslim Democrats,33972
City of Mandaluyong,Councilor - 1st District,"Pe, Gerardo Bandalaria",Gerry,Lakas-Christian Muslim Democrats,32707
City of Mandaluyong,Councilor - 2nd District,"Pablo-Santos, Cherrylynn Cueto",Che-Che Pablo,Lakas-Christian Muslim Democrats,31800
City of Mandaluyong,Councilor - 2nd District,"Bartolome, Edward Gabriel",Edward,Lakas-Christian Muslim Democrats,31406
City of Mandaluyong,Councilor - 2nd District,"Sta Maria, Renato Bernardo",Rene,Lakas-Christian Muslim Democrats,30730
City of Mandaluyong,Councilor - 2nd District,"Bernardo, Noel Estacio",Noel Big Daddy,Lakas-Christian Muslim Democrats,27099
City of Mandaluyong,Councilor - 2nd District,"Francisco, Roberto Jocson",Titus,Lakas-Christian Muslim Democrats,24217
City of Mandaluyong,Councilor - 2nd District,"Ocampo, Michael Reduta",Mike,Independent,21220
City of Marikina,Mayor,"Fernando, Ma Lourdes Carlos",Mcf,Lakas-Christian Muslim Democrats,105070
City of Marikina,Vice-Mayor,"Andres, Marion Santos",Dr. Marion,Lakas-Christian Muslim Democrats,90946
City of Marikina,1st District,"Cadiz, Jose Fabian Imperial",Dr. Cadiz,Lakas-Christian Muslim Democrats,51609
City of Marikina,1st District,"Carlos, Leanor Favor",Lea,Lakas-Christian Muslim Democrats,49638
City of Marikina,1st District,"Paz, Eva Aguirre",Eva Aguirre,Lakas-Christian Muslim Democrats,45372
City of Marikina,1st District,"Marco, Ferdie David",Ferdie,Lakas-Christian Muslim Democrats,36833
City of Marikina,1st District,"Bernardino, Serafin Yao",Kap. Bojie,Lakas-Christian Muslim Democrats,31634
City of Marikina,1st District,"Sabiniano, Victoriano Jr. Alejandro",Vic Tambuli,Lakas-Christian Muslim Democrats,31606
City of Marikina,2nd District,"Favis, Donn Carlo Buencamino",Don,Lakas-Christian Muslim Democrats,50473
City of Marikina,2nd District,"Ortiz, Tito Florendo",Tito,Puwersa ng Masang Pilipino,40933
City of Marikina,2nd District,"Reyes, Wilfred Santos",Boggs,Lakas-Christian Muslim Democrats,40430
City of Marikina,2nd District,"De Guzman, Efren Santiago",Efren,Lakas-Christian Muslim Democrats,40365
City of Marikina,2nd District,"Ponce, Roberto Chaluangco",Boy Ponce,Lakas-Christian Muslim Democrats,38935
City of Marikina,2nd District,"Dayao, Anna Del Barrio",Annie,Puwersa ng Masang Pilipino,37565
City of Pasig,Mayor,"Eusebio, Vicente Paulino",Enteng,Partido ng Demokratikong Pilipino-Lakas ng Bayan,119693
City of Pasig,Vice-Mayor,"Martires, Rosalio Dy",Yoyong,Lakas-Christian Muslim Democrats or Partido ng Demokratikong Pilipino-Lakas ng Bayan,99529
