NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 14 March 2012,,,,,,,,,,,,,,,,,,,,,
I.   REAL SECTOR,,,,,Latest ,,Preceding,,Year to,,Same Quarter,,III.  MONETARY AND,,Latest ,,Preceding,,Year to,Same Month,
,,,,,Quarter,,Quarter,,Date,,Year Ago ,,     BANKING SECTOR (%),,Month,,Month,,     Date,Year Ago,
,A.,National Income (% g.r.) (NSCB),,,,,,,,,,,A.,Growth of U/KBs Outstanding Loans/a,16.6,(Jan '12),16.4,(Dec '11),16.6,12.4,(Jan '11)
,,GNI,,,3.5,(Q4 '11),2.1,(Q3 '11),2.6,FY '11,5.6,(Q4 '10),B.,NPL to total loans ratio,2.4,(Jan '12),2.2,(Dec '11),2.4,3,(Jan '11)
,,GDP,,,3.7,,3.6,,3.7,,6.1,,C.,M3 Growth /b,7.2,(Jan '12),6.3,(Dec '11),7.2,9.6,(Jan '11)
,,,Agriculture,,-2.5,,2.1,,2.6,,4.1,,IV. PRICES,,Latest ,,Preceding,,Year to,Same Month,
,,,Industry,,2.5,,0.8,,1.9,,6.5,,,,Month,,Month,,      Date,Year Ago,
,,,Services,,5.9,,5.4,,5,,6.4,,A.,Headline Inflation Rate (%) (NSO)/c,2.7,(Feb '12),4,(Jan '12)r,3.3,4.7,(Feb '11)
,B.,Manufacturing (MISSI-NSO),,,Latest ,,Preceding,,Year to,,Same Month,,,  Food and Non-Alcoholic Beverages,1.4,,3.2,,2.3,5.9,
,,(2000 - based),,,Month,,Month,,Date,,Year Ago ,,,  Non-Food,3.7,,4.8,,4.2,3.8,
,,Value of Production(% g.r.),,,-6.4,(Dec '11),-4,(Nov '11),2.1,(FY '11),8.9,(Dec '10),,NCR,2.3,,3.5,,2.9,4.6,
,,Volume of Production(% g.r.),,,-7.8,,-6.4,,1.1,,15.6,,,AONCR,2.8,,4,,3.3,4.7,
,,Value of Sales(% g.r.),,,0.6,,6.7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,9.4,,7.4,,B.,"Lending Rate (Low, %)",5.5,(Feb '12),5.7,(Jan '12),5.6,5.5,(Feb '12)
,,Volume of Sales(% g.r.),,,-0.9,,4.1,,8.3,,14,,,,Latest ,,                Preceding,,Year to,                      Same Week,
,,Weighted Ave. Capacity Utilization (%),,,83.3,,83.2,,83.1,,83.4,,,,Week,,               Week,,   Date,                      Year Ago,
,C.,Electrical Consumption (% g.r.),,,Latest ,,Preceding,,Year to,,Same Month,,C.,BSP Overnight Borrowing Policy Rates(RP),6,(12 Feb '12),6.25,(27 Feb '12),6,6,(12 Feb '11)
,,(Meralco kWh Sales),,,Month,,Month,,Date,,Year Ago ,,D.,BSP Overnight Lending Policy Rates(RRP),4,(12 Feb '12),4.25,(27 Feb '12),4,4,(12 Feb '11)
,,Residential,,,0.9,(Dec '11),3.8,(Nov '11),-2.1,(FY '11),2.8,(Nov '10),E.,91-Day T-Bill Rate (%),1.9,(22 Feb '12),1.8,(08 Feb '12),1.7,0,(09 Feb '11)
,,Commercial,,,4.5,,3.5,,1.7,,3.3,,F.,"Forex (Average, P:$1)",42.6,(14 Mar '12),42.9,(07 Mar '12),43,43.5,(14 Mar '11)
,,Industrial,,,12.1,,7.9,,3.8,,2.1,,G.,PSEi,"5,005.75",(13 Mar '12),"4,967.39",(06 Mar '12),"4,799.60","3,918.70",(14 Mar '11)
,,Others,,,-8.4,,-10.8,,-1.4,,0.8,,V. EXTERNAL ACCOUNTS (BSP/NSO),,                  Latest ,,                Preceding,,Year to,                     Same Month/Quarter,
,,Total,,,5.5,,4.8,,1.1,,2.8,,,,               Month/Quarter,,                 Month/Quarter,,   Date,                     Year Ago,
,D.,Building Permits ( % g.r.) (NSO),,,Latest ,,Preceding,,Year to,,Same Quarter,,A.,Merchandise Exports (% g.r.),3, (Jan '12) ,-18.9, (Dec '11) ,3,11.8,(Jan '11)
,,,,,Quarter ,,Quarter,,Date,,Year Ago ,,, - Electronic Products/d (% g.r.),0.4,,-29.4,,0.4,5.3,
,,Number of Permits,,,5.4,(Q3'11),-3,(Q2'11),-1.5,Q1-Q3 '11,-9.2,Q3 '10,B.,Merchandise Imports (% g.r.),-6.5, (Dec '11) ,0.7, (Nov '11) ,9.5,25.7,(Dec '10)
,,Value of Construction,,,-10,,13.4,,5.2,,25.1,,,- Raw mat. & intermediate goods (% g. r.),-11.3,,0.4,,19.5,42.4,
,E.,Investment Indicators (% g.r.),,,Latest ,,Preceding,,Year to,,Same Period,,,- Capital goods (% g. r.),-10.5,,-14,,-7.5,12.7,
,,,,,Period,,Period,,Date,,Year Ago ,,C.,Current Account ($ M),"2,033",(Q3 '11),"2,072",(Q2 '11),"5,057","3,392.00",(Q3 '10)
,,Total Approved Foreign Direct Investment,,,32,(Q3 '11),194.5,(Q2 '11),9.9,(Q1-Q23 '11),82.9,(Q3 '10),D.,Capital & Financial Accounts ($ M),"2,254",(Q3 '11),-267,(Q2 '11),"5,075","1,717.00",(Q3 '10)
,,,BOI Investment,,17.2,,333.6,,74,,6217.3,,,"- Direct Investments, net'",-94,,439,,699,281,
,,,PEZA Investment,,20.2,,156.8,,22.9,,19.2,,E.,Balance of Payments ($ M),864,(Jan '12),-114,(Dec '11),864,"1,606",(Jan '11)
,,,SBMA Investment,,681.7,,-98,,-84.6,,-80.6,,F.,Gross International Reserves ($ M),"77,766",(Feb '12),"77,358",(Jan '12),"77,766","63,890",(Feb '11)
,,,CDC Investment,,"1,141.20",,1524.8,,-23.1,,-89.9,,,- Months' worth of imports,11.5,,11.4,,11.5,9.6,
II.  EMPLOYMENT (NSO-LFS),,,,,Latest ,,Preceding,,Year to,,Same Period,,G.,Total External Debt ($ M),"62,431",(Q3 '11),"61,424",(Q2 '11),"62,431","59,771",(Q3 '10)
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,,- of which: Total Short Term',"7,147",,"7,156",,"7,147","5,742",
,A.,Unemployment Rate (%)/f new definition,,,6.4,(Oct '11),7.1,(Jul '11),7,(FY '11),7.1,(Oct '10),,                 Total Private Sector,"14,552",,"14,510",,"14,552","13,382",
