NEDA updates on the Economy,,,,,,,,,,
As of 20 March 2013,,,,,,,,,,
,,,,,,,,,,
,,,Latest_Quarter,,Preceding_Quarter,,Year_to_date,,Same_Quarter_year_ago,
I. Real Sector (percent growth),A. National Income (% g.r.)(NSCB),GNI,5.4,(Q4'12),7,(Q3'12),5.8,FY 2012,4.5,(Q4 '11)
,,GDP,6.8,,7.2,,6.6,,4,
,,Agriculture,4.7,,4.2,,2.7,,-2.5,
,,Industry,7.5,,7.6,,6.5,,3.4,
,,Service,6.9,,7.5,,7.4,,5.9,
,B. Manufacturing (MISSI-NSO) (2000 - based),,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
,,Volume of Production (% g.r.),8.5,(Jan '13),5.3,(Dec '12),8.5,(Jan '13),4.3,(Jan '12)
,,Value of Production (%g.r.),18.6,,9.3,,18.6,,2.6,
,,Volume of Sales (%g.r.),9.5,,8.1,,9.5,,7.8,
,,Value of Sales (% g.r.),19.7,,12.1,,19.7,,6.0,
,,Weighted Average (Capacity Utilization(%)),83.3,,83.2,,83.3,,83.0,
,C. Electric Consumption (%g.r.) (Meralco kWh Sales),Residential,6.3,(Dec '12),0.1,(Nov '12),4.7,FY 2012,0.9,(Dec '11)
,,Commercial,5.6,,5.7,,6.0,,4.5,
,,Industrial,3.9,,7.2,,11.4,,12.1,
,,Others,0.9,,0.9,,-6.9,,-8.4,
,,Total,5.3,,4.4,,7.1,,5.5,
,D. Building Permits (% g.r.) (NSO),,Latest_Quarter,,Preceding_Quarter,,Year_to_date,,Same_Quarter_year_ago,
,,Number of Permits,8.2,(Q3 '12),11.2,(Q2 '12),7.9,(Q1-Q3 '12),5.4,(Q3 '11)
,,Value of Construction,54.5,,9.4,,19,,-10,
,E. Investment Indicators (% g.r.),,Latest_Period,,Preceding_Period,,Year_to_date,,Same_Period_Year_ago,
,,Total Foreign Direct Investment (g.r.),-36.7,(Q3 '12),9.4,(Q2 '12),-4.7,(Jan-Sept '12),32,(Q3 '11)
,,BOI Investment (g.r.),-30.2,,-24,,-18.4,,17.2,
,,PEZA Investment (g.r.),-30.5,,118.8,,33.4,,20.2,
,,SBMA Investment,-75.5,,27.6,,-47.2,,681.7,
,,CDC Investment,-98.3,,-96.4,,-88.3,,1141.2,
Employment (NSO-LFS) and Wages,A. Unemployment Rate (%) /f new definition,,7.1,(Jan '13),6.8,(Oct '12),7.1,(Jan '13),7.3,(Jan '12)
,B. Employment Generated ('000),,606,(Jan '13),590/h,(Oct '12),606,(Jan '13),1041,(Jan '12)
,,Agriculture,-571,,g,,-571,,155,
,,Industry,330,,g,,330,,g,
,,Service,847,,g,,847,,g,
,B. Underemployment Rate (%),,20.9,(Jan '13),19,(Oct '12),20.9,(Jan '13),18.8,(Jan '12)
,D. Minimum Wage (in pesos) (NWPC),NCR,419-456,(Feb '13),419-456,(Jan '13),419-456,(Feb '13),389-426,(Feb '12)
,,AOMM,215-349.5,,190-349.5,,190-349.5,,190-337,
,E. Index of Compensation Per Employee (QEI-NSCB),Nominal (1978=100),2509,(Q3 '12),2310.3,(Q2 '12),2509,(Q3 '12),2390.8,(Q3 '11)
,,Constant (1978=100),120.8,(Q3 '12),112.9,(Q2 '12),120.8,(Q3 '12),119.2,(Q3 '11)
III. Monetary and Banking Sector (%),,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
,A. Growth of U/KBs Outside Loans /a,,16.6,(Jan  '13),15.4,(Dec '12),16.6,(Jan  '13),16.6,(Jan '12)
,B. NPL to total loans ratio,,1.998,(Oct '12),2.05,(Sept '12),2,(Oct '12),2.4,(Oct '11)
,c. M3 Growth /b,,10.8,(Jan'13),10.6,(Dec '12),10.8,(Jan'13),7.2,(Jan'12)
IV. Prices ,A. Headline Inflation Rate (%) (NSO) /c,,3.4,(Feb '13),3,(Jan '13),3.2,(Jan - Feb '13),2.726543705,(Feb '12)
,,Food and Non-Alcoholic Beverages,2.9,,2.312138728,,2.6,,1.399116348,
,,Non-Food,2.7,,3.13014827,,2.9,,3.744680851,
,,NCR,2.3,,2.4,,2.4,,2.331390508,
,,AONCR,3.7,,3.3,,3.5,,2.854877082,
,B. Core Inflation Rate (%) NSO /c,,3.8,(Feb '13),3.6,(Jan '13),3.7,(Jan - Feb '13),3.2,(Feb '12)
,"C. Lending Rate (Low, %)",,4.86,(Feb '13),4.9,(January '13),5.623,Jan - Nov '12,5.5,(Feb '12)
,,,Latest_Week,,Preceding_Week,,Year_to_date,,Same_Week_Month_Ago,
,D. BSP Overnight Borrowing Policy Rates (PR),,5.5,(18Mar '13),5.5,(12 Mar '13),5.5,,6.0,(19 Mar '12)
,E. BSP Overnight Lending Policy Rates (RRP),,3.5,(18 Mar '13),3.5,(12 Mar '13),3.5,,4.0,(19 Mar '12)
,F. 91-Day T-Bill Rate (%),,0.1,(04 Mar 13),0.1,(04 Feb 13),1.4,,1.9,(22 Feb 12)
,"G. Forex (Average, P:$1)",,40.7,(20 Mar '13),40.6,(13 Mar '13),40.7,,42.9,(20 Mar '12)
,H. PSEi,,6426.3,(19 Mar '13),6786.4,(12 Mar '13),6436.0,,5127.0,(19 Mar '12)
V. External Accounts (BSP/NSO),,,Latest_Month/Quarter,,Preceding_Month/Quarter,,Year_to_date,,Same_Month/Quarter_Year_Ago,
,A. Merchandise Exports (% g.r.),,-2.7,(Jan '13),16.5,(Dec'12),-2.7,Jan '13,3.0,(Jan '12)
,,Electronic Products (% g.r.) /d,-31.9,,-5.5,,-31.9,,0.5,
,B. Merchandise Imports (% g.r.),,14.4,(Dec '12),2.3,(Nov '12),2.0,Jan-Dec'12,-6.4,(Dec '11)
,,Raw materials & intermediate goods (% g.r.),6.1,,-7.2,,-10.3,,-11.2,
,,Capital goods (% g.r.),44.5,,2.3,,14.2,,-10.3,
,C. Current Account($ M),,3079,(Q3 '12),2955,(Q2 '12),7156,Jan-Sep '12,2304,(Q3 '11)
,D. Capital Accounts ($ M),,1962,(Q3 '12),-2062,(Q2 '12),395,Jan-Sep '12,2483,(Q3 '11)
,,"Direct Investments ($ M), net",90,,-361,,423,,-78,
,F. Balance of Payments ($ M),,-960,(Feb '13),2043,(Jan '13),1083,(Jan-Feb '13),588,(Feb '13)
,G. Gross International Reserves ($ M),,83623.3,(end Feb '13)/r,85273.6,(end Jan '13),83623.3,(end Feb '13)/r,77011.3,(Feb '12)
,,Month's worth of imports,11.96,,12.19,,11.96,,11.32,
,H. Total External Debt ($ M),,61724,(end Q3 '12),61231,(end Q2 '12),61724,(end Q3 '12),62431,(end Q3'11)
,of which:,Total Short Term,7986,,7024,,7986,,7147,
,,Total Private Sector,15037,,14102,,15037,,14552,
,,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
VI. NG Cash Operations (BTr) (in billion pesos) *,A. Revenues,,126.36,Dec'12,155.31,Nov '12,1534.93,(Jan- Dec'12),110.17,Dec '11
,,Tax,114.30,,135.24,,1361.08,,97.10,
,,Non-tax,12.06,,20.07,,173.85,,13.07,
,B. Expenditure ,,242.10,,166.78,,1777.76,,211.67,
,C. Surplus (+) / Deficit (-) ,,-115.75,,-11.48,,-242.83,,-101.50,
,D. Net Foreign Financing ,,8.73,,11.25,,70.05,,-5.80,
,E. Net Domestic Financing (PB) /e,,57.72,,10.65,,464.56,,158.55,
,F. Cash Build-up (-)/ Withdrawal (+) ,,49.29,,-10.42,,-291.78,,-51.24,
,,,,,,,,,,
Note:,,,,,,,,,,
*      Details may not add up due to rounding,,,,,,,,,,
/a    the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,
"        The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,
/b    based on Depository Corporations Survey,,,,,,,,,,
/c    (2006=100),,,,,,,,,,
"/d   expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,
"        communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,
/e   net of non-budgetary accounts,,,,,,,,,,
"/f    starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,
