NEDA updates on the Economy,,,,,,,,,,
As of 27 March 2013,,,,,,,,,,
,,,,,,,,,,
,,,Latest_Quarter,,Preceding_Quarter,,Year_to_date,,Same_Quarter_year_ago,
I. Real Sector (percent growth),A. National Income (% g.r.)(NSCB),GNI,5.4,(Q4'12),7,(Q3'12),5.8,FY 2012,4.5,(Q4 '11)
,,GDP,6.8,,7.2,,6.6,,4,
,,Agriculture,4.7,,4.2,,2.7,,-2.5,
,,Industry,7.5,,7.6,,6.5,,3.4,
,,Service,6.9,,7.5,,7.4,,5.9,
,B. Manufacturing (MISSI-NSO) (2000 - based),,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
,,Volume of Production (% g.r.),8.5,(Jan '13),5.3,(Dec '12),8.5,(Jan '13),4.3,(Jan '12)
,,Value of Production (%g.r.),18.6,,9.3,,18.6,,2.6,
,,Volume of Sales (%g.r.),9.5,,8.1,,9.5,,7.8,
,,Value of Sales (% g.r.),19.7,,12.1,,19.7,,6.0,
,,Weighted Average (Capacity Utilization(%)),83.3,,83.2,,83.3,,83.0,
,C. Electric Consumption (%g.r.) (Meralco kWh Sales),Residential,6.3,(Dec '12),0.1,(Nov '12),4.7,FY 2012,0.9,(Dec '11)
,,Commercial,5.6,,5.7,,6.0,,4.5,
,,Industrial,3.9,,7.2,,11.4,,12.1,
,,Others,0.9,,0.9,,-6.9,,-8.4,
,,Total,5.3,,4.4,,7.1,,5.5,
,D. Building Permits (% g.r.) (NSO),,Latest_Quarter,,Preceding_Quarter,,Year_to_date,,Same_Quarter_year_ago,
,,Number of Permits,8.2,(Q3 '12),11.2,(Q2 '12),7.9,(Q1-Q3 '12),5.4,(Q3 '11)
,,Value of Construction,54.5,,9.4,,19,,-10,
,E. Investment Indicators (% g.r.),,Latest_Period,,Preceding_Period,,Year_to_date,,Same_Period_Year_ago,
,,Total Foreign Direct Investment (g.r.),-36.7,(Q3 '12),9.4,(Q2 '12),-4.7,(Jan-Sept '12),32,(Q3 '11)
,,BOI Investment (g.r.),-30.2,,-24,,-18.4,,17.2,
,,PEZA Investment (g.r.),-30.5,,118.8,,33.4,,20.2,
,,SBMA Investment,-75.5,,27.6,,-47.2,,681.7,
,,CDC Investment,-98.3,,-96.4,,-88.3,,1141.2,
Employment (NSO-LFS) and Wages,A. Unemployment Rate (%) /f new definition,,7.1,(Jan '13),6.8,(Oct '12),7.1,(Jan '13),7.3,(Jan '12)
,B. Employment Generated ('000),,606,(Jan '13),590/h,(Oct '12),606,(Jan '13),1041,(Jan '12)
,,Agriculture,-571,,g,,-571,,155,
,,Industry,330,,g,,330,,g,
,,Service,847,,g,,847,,g,
,B. Underemployment Rate (%),,20.9,(Jan '13),19,(Oct '12),20.9,(Jan '13),18.8,(Jan '12)
,D. Minimum Wage (in pesos) (NWPC),NCR,419-456,(Feb '13),419-456,(Jan '13),419-456,(Feb '13),389-426,(Feb '12)
,,AOMM,215-349.5,,190-349.5,,190-349.5,,190-337,
,E. Index of Compensation Per Employee (QEI-NSCB),Nominal (1978=100),2509,(Q3 '12),2310.3,(Q2 '12),2509,(Q3 '12),2390.8,(Q3 '11)
,,Constant (1978=100),120.8,(Q3 '12),112.9,(Q2 '12),120.8,(Q3 '12),119.2,(Q3 '11)
III. Monetary and Banking Sector (%),,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
,A. Growth of U/KBs Outside Loans /a,,16.6,(Jan  '13),15.4,(Dec '12),16.6,(Jan  '13),16.6,(Jan '12)
,B. NPL to total loans ratio,,1.998,(Oct '12),2.05,(Sept '12),2,(Oct '12),2.4,(Oct '11)
,c. M3 Growth /b,,10.8,(Jan'13),10.6,(Dec '12),10.8,(Jan'13),7.2,(Jan'12)
IV. Prices ,A. Headline Inflation Rate (%) (NSO) /c,,3.4,(Feb '13),3.0,(Jan '13),3.2,(Jan - Feb '13),2.7,(Feb '12)
,,Food and Non-Alcoholic Beverages,2.9,,2.3,,2.6,,1.4,
,,Non-Food,2.7,,3.1,,2.9,,3.7,
,,NCR,2.3,,2.4,,2.4,,2.3,
,,AONCR,3.7,,3.3,,3.5,,2.9,
,B. Core Inflation Rate (%) NSO /c,,3.8,(Feb '13),3.6,(Jan '13),3.7,(Jan - Feb '13),3.2,(Feb '12)
,"C. Lending Rate (Low, %)",,4.9,(Feb '13),4.9,(January '13),5.6,Jan - Nov '12,5.5,(Feb '12)
,,,Latest_Week,,Preceding_Week,,Year_to_date,,Same_Week_Month_Ago,
,D. BSP Overnight Borrowing Policy Rates (PR),,5.5,(26Mar '13),5.5,(18 Mar '13),5.5,,6,(26 Mar '12)
,E. BSP Overnight Lending Policy Rates (RRP),,3.5,(26 Mar '13),3.5,(18 Mar '13),3.5,,4,(26 Mar '12)
,F. 91-Day T-Bill Rate (%),,0.08,(04 Mar 13),0.05,(04 Feb 13),1.44623772,,1.9,(22 Feb 12)
,"G. Forex (Average, P:$1)",,40.938,(27 Mar '13),40.666,(20 Mar '13),40.705,,42.976,(27 Mar '12)
,H. PSEi,,6665.12,(26 Mar '13),6426.25,(19 Mar '13),6422.49,,5029.63,(20 Mar '12)
V. External Accounts (BSP/NSO),,,Latest_Month/Quarter,,Preceding_Month/Quarter,,Year_to_date,,Same_Month/Quarter_Year_Ago,
,A. Merchandise Exports (% g.r.),,-2.7,(Jan '13),16.5,(Dec'12),-2.7,Jan '13,3.0,(Jan '12)
,,Electronic Products (% g.r.) /d,-31.9,,-5.5,,-31.9,,0.5,
,B. Merchandise Imports (% g.r.),,-8.0,(Jan '13),14.4,(Dec '12),-8.0,(Jan '13),-3.2,(Jan '12)
,,Raw materials & intermediate goods (% g.r.),-7.8,,6.1,,-7.8,,-19.6,
,,Capital goods (% g.r.),3.0,,44.5,,3.0,,-3.8,
,C. Current Account($ M),,2208,(Q4 '12),2249,(Q3 '12),7126,Jan-Dec '12,2225,(Q4 '11)
,D. Capital Accounts ($ M),,48,(Q4 '12),33,(Q3 '12),136,Jan-Dec '12,30,(Q4 '11)
,E. Financial Account ($ M),,-2542,(Q4 '12),510,(Q3 '12),-6131,Jan-Dec '12,4343,(Q4 '11)
,,"Direct Investments ($ M), net",-92,,-42,,-952,,-345,
,F. Balance of Payments ($ M),,-960,(Feb '13),2043,(Jan '13),1083,(Jan-Feb '13),588,(Feb '13)
,G. Gross International Reserves ($ M),,83623.32,(end Feb '13)/r,85273.6,(end Jan '13),83623.32,(end Feb '13)/r,77011.25,(Feb '12)
,,Month's worth of imports,11.96,,12.19,,11.96,,11.32,
,H. Total External Debt ($ M),,60337,(end Q4 '12),61724,(end Q3 '12),60337,(end Q4 '12),60442,(end Q4'11)
,of which:,Total Short Term,8483,,7986,,8483,,7013,
,,Total Private Sector,15162,,15037,,15162,,14079,
,,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
VI. NG Cash Operations (BTr) (in billion pesos) *,A. Revenues,,126.36,Dec'12,155.31,Nov '12,1534.93,(Jan- Dec'12),110.17,Dec '11
,,Tax,114.30,,135.24,,1361.08,,97.10,
,,Non-tax,12.06,,20.07,,173.85,,13.07,
,B. Expenditure ,,242.10,,166.78,,1777.76,,211.67,
,C. Surplus (+) / Deficit (-) ,,-115.75,,-11.48,,-242.83,,-101.50,
,D. Net Foreign Financing ,,8.73,,11.25,,70.05,,-5.80,
,E. Net Domestic Financing (PB) /e,,57.72,,10.65,,464.56,,158.55,
,F. Cash Build-up (-)/ Withdrawal (+) ,,49.29,,-10.42,,-291.78,,-51.24,
,,,,,,,,,,
,,,,,,,,,,
Note:,,,,,,,,,,
*      Details may not add up due to rounding,,,,,,,,,,
/a    the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,
"        The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,
/b    based on Depository Corporations Survey,,,,,,,,,,
/c    (2006=100),,,,,,,,,,
"/d   expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,
"        communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,
/e   net of non-budgetary accounts,,,,,,,,,,
"/f    starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,
