brgy PSGC code,brgy ID,name of province,name of city/municipality,name of barangay,year of survey,total number of HHs in brgy,total number of members in brgy (barangay population),magnitude of members in brgy 1 year old and below,magnitude of members in brgy 5 years old and below,magnitude of members in brgy 6 to 12 years old,magnitude of members in brgy 6 to 12 yrs old not attending elementary school,proportion of members in brgy 6 to 12 yrs old not attending elementary school,magnitude of members in brgy 13 to 16 yrs old not attending high school,proportion of members in brgy 13 to 16 yrs old not attending high school,magnitude of members in brgy 6 to 16 yrs old not attending school,proportion of members in brgy 6 to 16 yrs old not attending school,magnitude of members in brgy 6 to 11 yrs old not attending elementary school,proportion of members in brgy 6 to 11 yrs old not attending elementary school,magnitude of members in brgy 12 to 15 yrs old not attending high school,proportion of members in brgy 6 to 11 yrs old not attending high school,magnitude of members in brgy 13 to 16 years old,magnitude of members in brgy 6 to 16 years old,magnitude of malnourished children 5 years old and below in brgy,proportion of malnourished children 5 years old and below in brgy,magnitude of women in brgy who died due to pregnancy-related causes ,proportion of women in brgy who died due to pregnancy-related causes ,magnitude of households in brgy living in makeshift housing,proportion of households in brgy living in makeshift housing,magnitude of households in brgy who are informal settlers,proportion of households in brgy who are informal settlers,magnitude of households in brgy with income below poverty threshold,proportion of households in brgy with income below poverty threshold,magnitude of households in brgy with income below food threshold,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to sanitary toilet facilities,magnitude of households in brgy without access to sanitary toilet facilities,proportion of households in brgy with income below food threshold,magnitude of members in brgy who are victims of crime,proportion of members in brgy who are victims of crime,magnitude of households in brgy who experienced food shortage,proportion of households in brgy who experienced food shortage,magnitude of members in brgy who are members of the labor force,magnitude of members in brgy 15 years old and above who are unemployed,proportion of members in brgy 15 years old and above who are unemployed,magnitude of members in brgy 0 to 4 years old,magnitude of members in brgy 0 to 4 years old who died,proportion of members in brgy 0 to 4 years old who died,magnitude of members in brgy 6 to 11 years old,magnitude of members in brgy 12 to 15 years old,magnitude of members in brgy 6 to 15 years old,magnitude of members in brgy 6 to 15 years old not in school,proportion of members in brgy 6 to 15 years old not in school,magnitude of members in brgy 10 years old and above,name of province,name of municipality,barangay ID
83701052,83701052,LEYTE,ABUYOG,Santa Fe (Pob.),2009,426,1856,27,248,267,43,16.1,76,37.299999,62,13.2,-,-,-,-,204,471,0,0,0,0,53,12.4,69,16.200001,231,54.200001,180,26,6.0999999,49,11.5,42.299999,0,0,11,2.5999999,445,3,0.69999999,-,-,-,-,-,-,-,-,-,37,1,3701052
83701053,83701053,LEYTE,ABUYOG,Santa Lucia (Pob.),2009,71,305,7,56,57,9,15.8,13,46.400002,16,18.799999,-,-,-,-,28,85,6,10.7,0,0,2,2.8,3,4.1999998,64,90.099998,58,2,2.8,15,21.1,81.699997,4,1.3,14,19.700001,78,0,0,-,-,-,-,-,-,-,-,-,37,1,3701053
83701054,83701054,LEYTE,ABUYOG,Santo Niño (Pob.),2009,500,2333,61,368,373,108,29,86,34.400002,114,18.299999,-,-,-,-,250,623,10,2.7,0,0,8,1.6,191,38.200001,190,38,138,38,7.5999999,135,27,27.6,0,0,0,0,699,38,5.4000001,-,-,-,-,-,-,-,-,-,37,1,3701054
83701055,83701055,LEYTE,ABUYOG,Tabigue,2009,280,1277,26,169,197,34,17.299999,60,45.5,58,17.6,-,-,-,-,132,329,1,0.60000002,0,0,38,13.6,2,0.69999999,226,80.699997,209,226,80.699997,87,31.1,74.599998,0,0,4,1.4,363,2,0.60000002,-,-,-,-,-,-,-,-,-,37,1,3701055
83701056,83701056,LEYTE,ABUYOG,Tadoc,2009,86,364,7,51,56,9,16.1,22,52.400002,24,24.5,-,-,-,-,42,98,0,0,0,0,39,45.299999,1,1.2,43,50,35,6,7,36,41.900002,40.700001,2,0.5,0,0,92,0,0,-,-,-,-,-,-,-,-,-,37,1,3701056
83701059,83701059,LEYTE,ABUYOG,Tib-o,2009,141,671,9,96,110,33,30,46,68.699997,62,35,-,-,-,-,67,177,2,2.0999999,0,0,8,5.6999998,29,20.6,129,91.5,121,5,3.5,69,48.900002,85.800003,0,0,0,0,221,1,0.5,-,-,-,-,-,-,-,-,-,37,1,3701059
83701060,83701060,LEYTE,ABUYOG,Tinalian,2009,84,411,8,55,84,11,13.1,9,22.5,13,10.5,-,-,-,-,40,124,3,5.5,0,0,9,10.7,1,1.2,72,85.699997,65,2,2.4000001,25,29.799999,77.400002,10,2.4000001,0,0,135,4,3,-,-,-,-,-,-,-,-,-,37,1,3701060
83701061,83701061,LEYTE,ABUYOG,Tinocolan,2009,79,308,7,51,63,12,19,24,85.699997,30,33,-,-,-,-,28,91,10,19.6,0,0,2,2.5,1,1.3,46,58.200001,31,79,100,44,55.700001,39.200001,1,0.30000001,7,8.8999996,120,0,0,-,-,-,-,-,-,-,-,-,37,1,3701061
83701062,83701062,LEYTE,ABUYOG,Tuy-a,2009,174,718,15,90,113,18,15.9,42,53.200001,37,19.299999,-,-,-,-,79,192,0,0,0,0,1,0.60000002,7,4,59,33.900002,39,4,2.3,76,43.700001,22.4,4,0.60000002,3,1.7,270,1,0.40000001,-,-,-,-,-,-,-,-,-,37,1,3701062
83701063,83701063,LEYTE,ABUYOG,Victory (Pob.),2009,560,2475,37,332,401,92,22.9,80,33.5,74,11.6,-,-,-,-,239,640,0,0,0,0,18,3.2,9,1.6,339,60.5,294,17,3,53,9.5,52.5,1,0,0,0,759,3,0.40000001,-,-,-,-,-,-,-,-,-,37,1,3701063
83703001,83703001,LEYTE,ALBUERA,Antipolo,2006,239,1058,18,159,204,49,24,46,51.700001,61,20.799999,-,-,-,-,89,293,1,0.60000002,0,0,1,0.40000001,4,1.7,197,82.400002,175,83,34.700001,74,31,73.199997,2,0.2,27,11.3,310,74,23.9,-,-,-,-,-,-,-,-,-,37,3,3703001
83703002,83703002,LEYTE,ALBUERA,Balugo,2006,926,2216,23,169,182,127,69.800003,75,70.099998,181,62.599998,-,-,-,-,107,289,1,0.60000002,0,0,0,0,13,1.4,904,97.599998,892,330,35.599998,205,22.1,96.300003,0,0,0,0,31,31,100,-,-,-,-,-,-,-,-,-,37,3,3703002
83703003,83703003,LEYTE,ALBUERA,Benolho,2006,411,1776,23,256,315,107,34,80,51.599998,112,23.799999,-,-,-,-,155,470,9,3.5,1,4.1999998,31,7.5,32,7.8000002,232,56.400002,180,21,5.0999999,48,11.7,43.799999,10,0.60000002,69,16.799999,508,139,27.4,-,-,-,-,-,-,-,-,-,37,3,3703003
83703004,83703004,LEYTE,ALBUERA,Cambalading,2006,401,1940,47,270,355,90,25.4,101,51.799999,120,21.799999,-,-,-,-,195,550,0,0,0,0,5,1.2,39,9.6999998,323,80.5,304,378,94.300003,57,14.2,75.800003,0,0,18,4.5,205,34,16.6,-,-,-,-,-,-,-,-,-,37,3,3703004
83703005,83703005,LEYTE,ALBUERA,Damula-an,2006,700,3130,64,423,502,119,23.700001,117,38.700001,154,19.200001,-,-,-,-,302,804,0,0,0,0,7,1,27,3.9000001,512,73.099998,440,239,34.099998,144,20.6,62.900002,0,0,4,0.60000002,1122,517,46.099998,-,-,-,-,-,-,-,-,-,37,3,3703005
83703006,83703006,LEYTE,ALBUERA,Doña Maria (Kangkuirina),2006,229,984,21,141,167,42,25.1,52,54.700001,53,20.200001,-,-,-,-,95,262,24,17,0,0,13,5.6999998,0,0,207,90.400002,192,29,12.7,116,50.700001,83.800003,0,0,5,2.2,391,111,28.4,-,-,-,-,-,-,-,-,-,37,3,3703006
83703008,83703008,LEYTE,ALBUERA,Mahayag,2006,232,873,15,101,128,19,14.8,18,27.299999,15,7.6999998,-,-,-,-,66,194,27,26.700001,0,0,15,6.5,23,9.8999996,135,58.200001,103,8,3.4000001,36,15.5,44.400002,0,0,1,0.40000001,360,125,34.700001,-,-,-,-,-,-,-,-,-,37,3,3703008
83703009,83703009,LEYTE,ALBUERA,Mahayahay,2006,303,1369,30,169,235,96,40.900002,71,59.700001,137,38.700001,-,-,-,-,119,354,0,0,0,0,0,0,5,1.7,270,89.099998,251,31,10.2,69,22.799999,82.800003,0,0,0,0,419,79,18.9,-,-,-,-,-,-,-,-,-,37,3,3703009
83703010,83703010,LEYTE,ALBUERA,Poblacion,2006,1285,5712,106,767,963,269,27.9,246,47.700001,381,25.799999,-,-,-,-,516,1479,2,0.30000001,1,0.89999998,16,1.2,25,1.9,927,72.099998,827,98,7.5999999,208,16.200001,64.400002,7,0.1,162,12.6,1783,480,26.9,-,-,-,-,-,-,-,-,-,37,3,3703010
83703011,83703011,LEYTE,ALBUERA,Salvacion,2006,145,687,17,121,120,43,35.799999,40,64.5,63,34.599998,-,-,-,-,62,182,0,0,0,0,2,1.4,1,0.69999999,114,78.599998,105,4,2.8,73,50.299999,72.400002,2,0.30000001,77,53.099998,206,10,4.9000001,-,-,-,-,-,-,-,-,-,37,3,3703011
83703012,83703012,LEYTE,ALBUERA,San Pedro,2006,387,1751,52,250,291,70,24.1,75,41,102,21.5,-,-,-,-,183,474,0,0,0,0,0,0,17,4.4000001,252,65.099998,205,118,30.5,105,27.1,53,0,0,0,0,584,165,28.299999,-,-,-,-,-,-,-,-,-,37,3,3703012
83703013,83703013,LEYTE,ALBUERA,Seguinon,2006,480,2201,25,268,398,89,22.4,75,33.799999,108,17.4,-,-,-,-,222,620,1,0.40000001,0,0,13,2.7,74,15.4,368,76.699997,327,211,44,74,15.4,68.099998,0,0,8,1.7,662,100,15.1,-,-,-,-,-,-,-,-,-,37,3,3703013
83703014,83703014,LEYTE,ALBUERA,Sherwood,2006,415,2118,39,327,429,115,26.799999,128,59.299999,159,24.700001,-,-,-,-,216,645,0,0,0,0,12,2.9000001,4,1,296,71.300003,237,71,17.1,99,23.9,57.099998,3,0.1,3,0.69999999,698,22,3.2,-,-,-,-,-,-,-,-,-,37,3,3703014
83703015,83703015,LEYTE,ALBUERA,Tabgas,2006,626,2615,51,381,466,131,28.1,135,58.700001,191,27.4,-,-,-,-,230,696,0,0,0,0,26,4.1999998,23,3.7,400,63.900002,324,313,50,197,31.5,51.799999,45,1.7,70,11.2,933,96,10.3,-,-,-,-,-,-,-,-,-,37,3,3703015
83703016,83703016,LEYTE,ALBUERA,Talisayan,2006,494,2371,49,363,421,156,37.099998,127,53.799999,218,33.200001,-,-,-,-,236,657,0,0,1,2,8,1.6,15,3,365,73.900002,339,337,68.199997,135,27.299999,68.599998,0,0,31,6.3000002,576,182,31.6,-,-,-,-,-,-,-,-,-,37,3,3703016
83703017,83703017,LEYTE,ALBUERA,Tinag-an,2006,638,2833,45,356,519,88,17,118,40.799999,98,12.1,-,-,-,-,289,808,11,3.0999999,1,2.2,21,3.3,23,3.5999999,451,70.699997,389,69,10.8,149,23.4,61,1,0,40,6.3000002,1029,440,42.799999,-,-,-,-,-,-,-,-,-,37,3,3703017
83705019,83705019,LEYTE,BABATNGON,Bacong,2006,85,413,9,71,96,12,12.5,17,58.599998,18,14.4,-,-,-,-,29,125,14,19.700001,0,0,0,0,0,0,78,91.800003,73,78,91.800003,36,42.400002,85.900002,6,1.5,46,54.099998,130,10,7.6999998,-,-,-,-,-,-,-,-,-,37,5,3705019
83705020,83705020,LEYTE,BABATNGON,Bagong Silang,2006,172,858,16,138,163,22,13.5,52,55.299999,37,14.4,-,-,-,-,94,257,42,30.4,0,0,1,0.60000002,11,6.4000001,118,68.599998,99,61,35.5,46,26.700001,57.599998,1,0.1,10,5.8000002,273,22,8.1000004,-,-,-,-,-,-,-,-,-,37,5,3705020
83705002,83705002,LEYTE,BABATNGON,Biasong,2006,65,316,1,12,82,3,3.7,33,75,19,15.1,-,-,-,-,44,126,2,16.700001,0,0,0,0,0,0,55,84.599998,45,0,0,61,93.800003,69.199997,0,0,0,0,125,9,7.1999998,-,-,-,-,-,-,-,-,-,37,5,3705002
83705003,83705003,LEYTE,BABATNGON,Gov. E. Jaro (Bagahupi),2006,321,1560,40,248,311,54,17.4,78,49.400002,57,12.2,-,-,-,-,158,469,31,12.5,0,0,2,0.60000002,37,11.5,201,62.599998,147,28,8.6999998,52,16.200001,45.799999,1,0.1,7,2.2,556,52,9.3999996,-,-,-,-,-,-,-,-,-,37,5,3705003
83705024,83705024,LEYTE,BABATNGON,Guintigui-an,2006,92,480,6,71,101,16,15.8,27,52.900002,20,13.2,-,-,-,-,51,152,20,28.200001,0,0,1,1.1,28,30.4,83,90.199997,73,41,44.599998,67,72.800003,79.300003,0,0,1,1.1,161,26,16.1,-,-,-,-,-,-,-,-,-,37,5,3705024
83705021,83705021,LEYTE,BABATNGON,Lukay,2006,82,344,5,37,74,7,9.5,22,59.5,21,18.9,-,-,-,-,37,111,4,10.8,1,16.700001,4,4.9000001,4,4.9000001,59,72,44,3,3.7,39,47.599998,53.700001,0,0,2,2.4000001,143,33,23.1,-,-,-,-,-,-,-,-,-,37,5,3705021
83705005,83705005,LEYTE,BABATNGON,Magcasuang,2006,97,489,9,62,88,8,9.1000004,23,41.799999,9,6.3000002,-,-,-,-,55,143,3,4.8000002,0,0,4,4.0999999,8,8.1999998,86,88.699997,81,0,0,62,63.900002,83.5,0,0,17,17.5,162,14,8.6000004,-,-,-,-,-,-,-,-,-,37,5,3705005
83705004,83705004,LEYTE,BABATNGON,Malibago,2006,194,984,20,164,195,40,20.5,67,59.299999,67,21.799999,-,-,-,-,113,308,1,0.60000002,0,0,1,0.5,6,3.0999999,154,79.400002,145,23,11.9,106,54.599998,74.699997,0,0,41,21.1,346,81,23.4,-,-,-,-,-,-,-,-,-,37,5,3705004
83705025,83705025,LEYTE,BABATNGON,Naga-asan,2006,229,1074,17,190,216,43,19.9,76,72.400002,86,26.799999,-,-,-,-,105,321,1,0.5,0,0,8,3.5,11,4.8000002,207,90.400002,177,11,4.8000002,103,45,77.300003,0,0,2,0.89999998,453,65,14.3,-,-,-,-,-,-,-,-,-,37,5,3705025
83705014,83705014,LEYTE,BABATNGON,Pagsulhugon,2006,334,1555,37,226,303,65,21.5,75,48.400002,88,19.200001,-,-,-,-,155,458,38,16.799999,1,2.5999999,1,0.30000001,4,1.2,180,53.900002,125,3,0.89999998,32,9.6000004,37.400002,2,0.1,32,9.6000004,615,69,11.2,-,-,-,-,-,-,-,-,-,37,5,3705014
83705006,83705006,LEYTE,BABATNGON,Planza,2006,118,613,12,96,134,18,13.4,53,73.599998,39,18.9,-,-,-,-,72,206,12,12.5,0,0,3,2.5,112,94.900002,96,81.400002,75,83,70.300003,114,96.599998,63.599998,0,0,5,4.1999998,219,19,8.6999998,-,-,-,-,-,-,-,-,-,37,5,3705006
83705007,83705007,LEYTE,BABATNGON,Poblacion District I,2006,330,1641,29,226,307,54,17.6,63,39.599998,58,12.4,-,-,-,-,159,466,36,15.9,1,3.3,0,0,61,18.5,272,82.400002,261,20,6.0999999,91,27.6,79.099998,7,0.40000001,26,7.9000001,581,148,25.5,-,-,-,-,-,-,-,-,-,37,5,3705007
83705008,83705008,LEYTE,BABATNGON,Poblacion District II,2006,137,617,12,75,107,28,26.200001,21,27.6,13,7.0999999,-,-,-,-,76,183,1,1.3,0,0,0,0,1,0.69999999,55,40.099998,41,5,3.5999999,2,1.5,29.9,0,0,23,16.799999,235,59,25.1,-,-,-,-,-,-,-,-,-,37,5,3705008
83705009,83705009,LEYTE,BABATNGON,Poblacion District III,2006,289,1354,22,192,240,81,33.799999,48,44,96,27.5,-,-,-,-,109,349,8,4.1999998,0,0,3,1,10,3.5,190,65.699997,148,2,0.69999999,32,11.1,51.200001,1,0.1,0,0,442,135,30.5,-,-,-,-,-,-,-,-,-,37,5,3705009
83705010,83705010,LEYTE,BABATNGON,Poblacion District IV,2006,402,1971,39,275,381,55,14.4,81,42,78,13.6,-,-,-,-,193,574,8,2.9000001,0,0,12,3,98,24.4,264,65.699997,174,0,0,143,35.599998,43.299999,0,0,40,10,640,201,31.4,-,-,-,-,-,-,-,-,-,37,5,3705010
83705011,83705011,LEYTE,BABATNGON,Rizal I,2006,135,547,3,54,96,12,12.5,14,25.9,10,6.6999998,-,-,-,-,54,150,9,16.700001,0,0,0,0,0,0,74,54.799999,52,5,3.7,8,5.9000001,38.5,0,0,1,0.69999999,213,51,23.9,-,-,-,-,-,-,-,-,-,37,5,3705011
83705022,83705022,LEYTE,BABATNGON,Rizal II,2006,269,1225,47,186,240,77,32.099998,79,59.400002,97,26,-,-,-,-,133,373,9,4.8000002,0,0,5,1.9,10,3.7,216,80.300003,169,26,9.6999998,117,43.5,62.799999,0,0,59,21.9,367,74,20.200001,-,-,-,-,-,-,-,-,-,37,5,3705022
83705023,83705023,LEYTE,BABATNGON,San Agustin,2006,172,854,15,117,176,27,15.3,24,28.200001,20,7.6999998,-,-,-,-,85,261,18,15.4,0,0,3,1.7,2,1.2,129,75,110,2,1.2,51,29.700001,64,0,0,47,27.299999,329,108,32.799999,-,-,-,-,-,-,-,-,-,37,5,3705023
83705026,83705026,LEYTE,BABATNGON,San Isidro,2006,119,625,12,99,122,16,13.1,27,37.5,25,12.9,-,-,-,-,72,194,9,9.1000004,1,7.6999998,3,2.5,3,2.5,87,73.099998,72,1,0.80000001,66,55.5,60.5,2,0.30000001,36,30.299999,209,55,26.299999,-,-,-,-,-,-,-,-,-,37,5,3705026
83705012,83705012,LEYTE,BABATNGON,San Ricardo,2006,146,623,4,74,108,18,16.700001,26,39.400002,17,9.8000002,-,-,-,-,66,174,0,0,0,0,11,7.5,1,0.69999999,139,95.199997,134,142,97.300003,58,39.700001,91.800003,0,0,86,58.900002,255,91,35.700001,-,-,-,-,-,-,-,-,-,37,5,3705012
83705013,83705013,LEYTE,BABATNGON,Sangputan,2006,101,541,20,82,114,33,28.9,40,64.5,24,13.6,-,-,-,-,62,176,10,12.2,0,0,1,1,7,6.9000001,98,97,98,0,0,84,83.199997,97,2,0.40000001,15,14.9,165,12,7.3000002,-,-,-,-,-,-,-,-,-,37,5,3705013
83705015,83705015,LEYTE,BABATNGON,Taguite,2006,262,1251,31,210,274,51,18.6,71,55.900002,56,14,-,-,-,-,127,401,45,21.4,0,0,27,10.3,27,10.3,244,93.099998,229,24,9.1999998,192,73.300003,87.400002,0,0,86,32.799999,345,60,17.4,-,-,-,-,-,-,-,-,-,37,5,3705015
83705016,83705016,LEYTE,BABATNGON,Uban,2006,205,1130,21,167,197,23,11.7,43,47.799999,36,12.5,-,-,-,-,90,287,25,15,0,0,23,11.2,3,1.5,157,76.599998,130,5,2.4000001,122,59.5,63.400002,0,0,4,2,428,154,36,-,-,-,-,-,-,-,-,-,37,5,3705016
83705017,83705017,LEYTE,BABATNGON,Victory,2006,135,633,14,84,119,13,10.9,52,62.700001,34,16.799999,-,-,-,-,83,202,0,0,0,0,1,0.69999999,10,7.4000001,76,56.299999,52,130,96.300003,53,39.299999,38.5,0,0,5,3.7,199,21,10.6,-,-,-,-,-,-,-,-,-,37,5,3705017
83705018,83705018,LEYTE,BABATNGON,Villa Magsaysay,2006,79,344,12,59,60,11,18.299999,16,57.099998,16,18.200001,-,-,-,-,28,88,6,10.2,0,0,15,19,27,34.200001,76,96.199997,71,15,19,46,58.200001,89.900002,0,0,3,3.8,175,38,21.700001,-,-,-,-,-,-,-,-,-,37,5,3705018
83706001,83706001,LEYTE,BARUGO,Abango,2006,240,1097,17,146,236,45,19.1,44,36.700001,30,8.3999996,-,-,-,-,120,356,75,51.400002,0,0,1,0.40000001,5,2.0999999,140,58.299999,103,19,7.9000001,52,21.700001,42.900002,2,0.2,35,14.6,322,66,20.5,-,-,-,-,-,-,-,-,-,37,6,3706001
83706002,83706002,LEYTE,BARUGO,Amahit,2006,288,1346,28,218,285,58,20.4,68,46.599998,48,11.1,-,-,-,-,146,431,156,71.599998,0,0,2,0.69999999,3,1,177,61.5,121,28,9.6999998,132,45.799999,42,3,0.2,98,34,413,58,14,-,-,-,-,-,-,-,-,-,37,6,3706002
83706004,83706004,LEYTE,BARUGO,Balire,2006,106,545,12,106,114,23,20.200001,17,37.799999,24,15.1,-,-,-,-,45,159,66,62.299999,0,0,0,0,4,3.8,74,69.800003,56,30,28.299999,38,35.799999,52.799999,1,0.2,40,37.700001,158,24,15.2,-,-,-,-,-,-,-,-,-,37,6,3706004
83706005,83706005,LEYTE,BARUGO,Balud,2006,132,617,10,98,151,35,23.200001,26,42.599998,29,13.7,-,-,-,-,61,212,59,60.200001,0,0,1,0.80000001,6,4.5,98,74.199997,90,80,60.599998,81,61.400002,68.199997,2,0.30000001,30,22.700001,204,42,20.6,-,-,-,-,-,-,-,-,-,37,6,3706005
83706006,83706006,LEYTE,BARUGO,Bukid,2006,231,1090,21,195,227,48,21.1,52,46,50,14.7,-,-,-,-,113,340,104,53.299999,0,0,1,0.40000001,9,3.9000001,151,65.400002,119,67,29,101,43.700001,51.5,16,1.5,78,33.799999,315,36,11.4,-,-,-,-,-,-,-,-,-,37,6,3706006
83706007,83706007,LEYTE,BARUGO,Bulod,2006,115,529,13,82,104,18,17.299999,12,27.9,11,7.5,-,-,-,-,43,147,18,22,0,0,0,0,7,6.0999999,87,75.699997,72,24,20.9,19,16.5,62.599998,0,0,27,23.5,188,44,23.4,-,-,-,-,-,-,-,-,-,37,6,3706007
83706008,83706008,LEYTE,BARUGO,Busay,2006,172,871,14,137,186,36,19.4,42,39.299999,29,9.8999996,-,-,-,-,107,293,104,75.900002,0,0,2,1.2,3,1.7,118,68.599998,94,32,18.6,63,36.599998,54.700001,4,0.5,65,37.799999,241,39,16.200001,-,-,-,-,-,-,-,-,-,37,6,3706008
83706036,83706036,LEYTE,BARUGO,Cabarasan,2006,152,767,19,130,172,46,26.700001,44,49.400002,52,19.9,-,-,-,-,89,261,62,47.700001,0,0,8,5.3000002,6,3.9000001,126,82.900002,115,64,42.099998,99,65.099998,75.699997,4,0.5,24,15.8,232,45,19.4,-,-,-,-,-,-,-,-,-,37,6,3706036
83706009,83706009,LEYTE,BARUGO,Cabolo-an,2006,61,291,9,49,72,13,18.1,21,77.800003,13,13.1,-,-,-,-,27,99,42,85.699997,0,0,1,1.6,4,6.5999999,45,73.800003,42,32,52.5,40,65.599998,68.900002,0,0,13,21.299999,99,10,10.1,-,-,-,-,-,-,-,-,-,37,6,3706009
83706010,83706010,LEYTE,BARUGO,Calingcaguing,2006,21,105,1,22,22,3,13.6,2,25,3,10,-,-,-,-,8,30,8,36.400002,0,0,1,4.8000002,0,0,14,66.699997,12,6,28.6,6,28.6,57.099998,0,0,2,9.5,27,4,14.8,-,-,-,-,-,-,-,-,-,37,6,3706010
83706011,83706011,LEYTE,BARUGO,Can-isak,2006,133,674,14,103,145,27,18.6,22,28.9,19,8.6000004,-,-,-,-,76,221,69,67,0,0,1,0.80000001,1,0.80000001,91,68.400002,67,6,4.5,54,40.599998,50.400002,6,0.89999998,43,32.299999,197,25,12.7,-,-,-,-,-,-,-,-,-,37,6,3706011
83706012,83706012,LEYTE,BARUGO,Canomantag,2006,123,604,11,84,127,22,17.299999,27,39.700001,19,9.6999998,-,-,-,-,68,195,61,72.599998,0,0,1,0.80000001,10,8.1000004,78,63.400002,59,4,3.3,45,36.599998,48,1,0.2,27,22,185,29,15.7,-,-,-,-,-,-,-,-,-,37,6,3706012
83706037,83706037,LEYTE,BARUGO,Cuta,2006,92,465,8,69,91,22,24.200001,16,31.4,20,14.1,-,-,-,-,51,142,30,43.5,0,0,2,2.2,2,2.2,55,59.799999,48,19,20.700001,25,27.200001,52.200001,0,0,36,39.099998,160,25,15.6,-,-,-,-,-,-,-,-,-,37,6,3706037
83706038,83706038,LEYTE,BARUGO,Domogdog,2006,95,446,8,82,87,20,23,17,40.5,16,12.4,-,-,-,-,42,129,30,36.599998,0,0,2,2.0999999,3,3.2,66,69.5,57,0,0,25,26.299999,60,0,0,7,7.4000001,172,44,25.6,-,-,-,-,-,-,-,-,-,37,6,3706038
83706013,83706013,LEYTE,BARUGO,Duka,2006,81,353,14,58,83,10,12,14,45.200001,11,9.6000004,-,-,-,-,31,114,42,72.400002,0,0,0,0,8,9.8999996,68,84,58,53,65.400002,47,58,71.599998,3,0.80000001,14,17.299999,108,15,13.9,-,-,-,-,-,-,-,-,-,37,6,3706013
83706014,83706014,LEYTE,BARUGO,Guindaohan,2006,95,520,9,85,118,24,20.299999,25,36.200001,18,9.6000004,-,-,-,-,69,187,11,12.9,0,0,0,0,0,0,68,71.599998,58,23,24.200001,36,37.900002,61.099998,2,0.40000001,36,37.900002,146,20,13.7,-,-,-,-,-,-,-,-,-,37,6,3706014
83706015,83706015,LEYTE,BARUGO,Hiagsam,2006,35,181,6,35,39,7,17.9,9,42.900002,9,15,-,-,-,-,21,60,17,48.599998,0,0,0,0,1,2.9000001,20,57.099998,13,23,65.699997,15,42.900002,37.099998,2,1.1,10,28.6,54,3,5.5999999,-,-,-,-,-,-,-,-,-,37,6,3706015
83706016,83706016,LEYTE,BARUGO,Hilaba,2006,172,773,16,120,158,42,26.6,31,41.299999,43,18.5,-,-,-,-,75,233,66,55,0,0,0,0,2,1.2,114,66.300003,83,81,47.099998,56,32.599998,48.299999,3,0.40000001,86,50,230,33,14.3,-,-,-,-,-,-,-,-,-,37,6,3706016
83706017,83706017,LEYTE,BARUGO,Hinugayan,2006,175,895,24,141,157,29,18.5,42,40.400002,29,11.1,-,-,-,-,104,261,100,70.900002,0,0,1,0.60000002,7,4,110,62.900002,78,17,9.6999998,61,34.900002,44.599998,5,0.60000002,63,36,272,45,16.5,-,-,-,-,-,-,-,-,-,37,6,3706017
83706018,83706018,LEYTE,BARUGO,Ibag,2006,89,414,12,63,80,20,25,9,23.1,15,12.6,-,-,-,-,39,119,40,63.5,0,0,0,0,0,0,68,76.400002,53,51,57.299999,34,38.200001,59.599998,3,0.69999999,42,47.200001,134,28,20.9,-,-,-,-,-,-,-,-,-,37,6,3706018
83706019,83706019,LEYTE,BARUGO,Minuhang,2006,336,1551,22,200,285,51,17.9,47,29.700001,45,10.2,-,-,-,-,158,443,30,15,0,0,4,1.2,6,1.8,236,70.199997,183,4,1.2,89,26.5,54.5,0,0,78,23.200001,465,92,19.799999,-,-,-,-,-,-,-,-,-,37,6,3706019
83706020,83706020,LEYTE,BARUGO,Minuswang,2006,138,646,6,86,108,19,17.6,25,30.1,20,10.5,-,-,-,-,83,191,53,61.599998,0,0,0,0,5,3.5999999,89,64.5,72,6,4.3000002,31,22.5,52.200001,2,0.30000001,45,32.599998,212,50,23.6,-,-,-,-,-,-,-,-,-,37,6,3706020
83706021,83706021,LEYTE,BARUGO,Pikas,2006,438,2216,58,350,472,96,20.299999,96,40.700001,110,15.5,-,-,-,-,236,708,138,39.400002,0,0,8,1.8,12,2.7,304,69.400002,236,58,13.2,206,47,53.900002,20,0.89999998,126,28.799999,666,136,20.4,-,-,-,-,-,-,-,-,-,37,6,3706021
83706022,83706022,LEYTE,BARUGO,Pitogo,2006,180,806,14,142,176,40,22.700001,28,30.4,24,9,-,-,-,-,92,268,14,9.8999996,0,0,0,0,8,4.4000001,106,58.900002,86,28,15.6,130,72.199997,47.799999,2,0.2,50,27.799999,262,24,9.1999998,-,-,-,-,-,-,-,-,-,37,6,3706022
83706023,83706023,LEYTE,BARUGO,Poblacion Dist. I,2006,450,2340,10,228,404,64,15.8,72,25.700001,58,8.5,-,-,-,-,280,684,84,36.799999,0,0,4,0.89999998,2,0.40000001,248,55.099998,186,2,0.40000001,48,10.7,41.299999,8,0.30000001,70,15.6,804,198,24.6,-,-,-,-,-,-,-,-,-,37,6,3706023
83706024,83706024,LEYTE,BARUGO,Poblacion Dist. II,2006,386,1946,32,226,306,60,19.6,50,27.799999,48,9.8999996,-,-,-,-,180,486,64,28.299999,0,0,0,0,0,0,190,49.200001,150,4,1,18,4.6999998,38.900002,6,0.30000001,100,25.9,658,234,35.599998,-,-,-,-,-,-,-,-,-,37,6,3706024
