NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 27 June 2012,,,,,,,,,,,,,,,,,,,,,
I.   REAL SECTOR,,,,,Latest ,,Preceding,,Year to,,Same Quarter,,III.  MONETARY AND,,Latest ,,Preceding,,Year to,Same Month,
,,,,,Quarter,,Quarter,,Date,,Year Ago ,,     BANKING SECTOR (%),,Month,,Month,,     Date,Year Ago,
,A.,National Income (% g.r.) (NSCB),,,,,,,,,,,A.,Growth of U/KBs Outstanding Loans/a,16,(Apr '12),17.7,(Mar '12),16,18,(Apr '11)
,,GNI,,,5.8,(Q1'12),4.5,(Q4 '11),5.8,(Q1'12),3.5,(Q1 '11),B.,NPL to total loans ratio,2.4,(Mar '12),2.3,(Feb '12),2.4,3,(Mar '11)
,,GDP,,,6.4,,4,,6.4,,4.9,,C.,M3 Growth /b,9.1,(Apr '12),5.6,(Mar '12),9.1,7.3,(Apr '11)
,,,Agriculture,,1,,-2.5,,1,,4.4,,IV. PRICES,,Latest ,,Preceding,,Year to,Same Month,
,,,Industry,,4.9,,3.4,,4.9,,7.3,,,,Month,,Month,,      Date,Year Ago,
,,,Services,,8.5,,5.9,,8.5,,3.6,,A.,Headline Inflation Rate (%) (NSO)/c,2.9,(May '12),3,(Apr '12),3,4.9,(May '11)
,B.,Manufacturing (MISSI-NSO),,,Latest ,,Preceding,,Year to,,Same Month,,,  Food and Non-Alcoholic Beverages,1.8,,1.8,,1.9,6.2,
,,(2000 - based),,,Month,,Month,,Date,,Year Ago ,,,  Non-Food,3.7,,3.8,,3.8,4.2,
,,Value of Production(% g.r.),,,7.1,(Apr '12),10.9,(Mar '12),7,(Jan-Apr '12),5.2,(Apr '11),,NCR,2.2,,2.5,,2.6,4.4,
,,Volume of Production(% g.r.),,,5.4,,8.8,,5,,3.1,,,AONCR,3.1,,3.2,,3.2,5.1,
,,Value of Sales(% g.r.),,,2.3,,3.3,,2.5,,7.1,,B.,Core Inflation Rate (%) (NSO)/c,3.7,(May '12),3.6,(Apr '12),3.6,4.4,(May '11)
,,Volume of Sales(% g.r.),,,0.7,,1.4,,0.7,,5,,C.,"Lending Rate (Low, %)",5.8,(Apr '12),5.8,(Mar '12),5.7,5.4,(Apr '11)
,,Weighted Ave. Capacity Utilization (%),,,0.7,,0.6,,0.5,,0.2,,,,Latest ,,                Preceding,,Year to,                      Same Week,
,C.,Electrical Consumption (% g.r.),,,Latest ,,Preceding,,Year to,,Same Month,,,,Week,,               Week,,   Date,                      Year Ago,
,,(Meralco kWh Sales),,,Month,,Month,,Date,,Year Ago ,,D.,BSP Overnight Borrowing Policy Rates(RP),6,(11 Jun '12),6,(04 Jun '12),6,6.5,(11 Jun 11)
,,Residential,,,8.6,(Apr '12),13,(Mar '12),8.7,(Jan-Apr '12),-8.3,(Apr '11),E.,BSP Overnight Lending Policy Rates(RRP),4,(11 Jun '12),4,(04 Jun '12),4,4.5,(11 Jun 11)
,,Commercial,,,6.1,,11,,7.9,,1.4,,F.,91-Day T-Bill Rate (%),0,(30 May '12),0,(14 May '12),1.8,0.6,(04 May '11)
,,Industrial,,,11.1,,16.9,,12.8,,2.4,,G.,"Forex (Average, P:$1)",42.5,(27 June '12),42.3,(20 June '12),42.9,43.4,(27 June '11)
,,Others,,,-9.9,,-10,,-10.2,,2.5,,H. ,PSEi,"5,193.84",(26 June '12),"5,081.61",(19 June '12),"4,950.10","4,289.30",(27 June '11)
,,Total,,,8.3,,13.3,,9.5,,-1.6,,V. EXTERNAL ACCOUNTS (BSP/NSO),,                  Latest ,,                Preceding,,Year to,                     Same Month/Quarter,
,D.,Building Permits ( % g.r.) (NSO),,,Latest ,,Preceding,,Year to,,Same Quarter,,,,               Month/Quarter,,                 Month/Quarter,,   Date,                     Year Ago,
,,,,,Quarter ,,Quarter,,Date,,Year Ago ,,A.,Merchandise Exports (% g.r.),7.6, (Apr '12) ,-0.8, (Mar '12) ,5.5,19.2,(Apr '11)
,,Number of Permits,,,7.6,(Q4 '11),5.4,(Q3'11),0.5,(FY '11),-24.6,Q4 '10,, - Electronic Products/d (% g.r.),-23.8,,1.1,,-1.8,-2.1,
,,Value of Construction,,,-8.4,,-10,,1.8,,16.1,,B.,Merchandise Imports (% g.r.),-13.7, (Apr '12) ,-3.3, (Mar '12) ,-4.6,21,(Apr '11)
,E.,Investment Indicators (% g.r.),,,Latest ,,Preceding,,Year to,,Same Period,,,- Raw mat. & intermediate goods (% g. r.),-20.6,,-33.1,,-23.9,45,
,,,,,Period,,Period,,Date,,Year Ago ,,,- Capital goods (% g. r.),10.5,,5.4,,14.4,-16.2,
,,Total Approved Foreign Direct Investment,,,42.2,(Q4 '11),32,(Q3 '11),30.6,(Q1-Q4 '11),61,(Q4 '10),C.,Current Account ($ M),882,(Q1 '12),"1,808",(Q4 '11),882,960,(Q1 '11)
,,,BOI Investment,,-86.3,,17.2,,4.1,,114.8,,D.,Capital & Financial Accounts ($ M),962,(Q1 '12),-981,(Q4 '11),962,"3,656",(Q1 '11)
,,,PEZA Investment,,38.1,,20.2,,36.2,,37.5,,,"- Direct Investments, net'",696,,461,,696,406,
,,,SBMA Investment,,"23,237.20",,681.7,,282.4,,-80.6,,E.,Balance of Payments ($ M),138,(May '12),-79,(Apr '12),"1,302",217,(May '11)
,,,CDC Investment,,-90.1,,"1,141.20",,-28.4,,478.8,,F.,Gross International Reserves ($ M),"76,082",(May '12),"76,538",(Apr '12),"76,082","68,854",(May '11)
II.  EMPLOYMENT (NSO-LFS),,,,,Latest ,,Preceding,,Year to,,Same Period,,,- Months' worth of imports,11.4,,11.5,,11.4,10.2,
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,G.,Total External Debt ($ M),"62,903",(Q1 '12),"61,711",(Q4 '11),"62,903","60,948",(Q1 '11)
,A.,Unemployment Rate (%)/f new definition,,,6.9,(Apr '12),7.2,(Jan '12),7.1,(Jan-Apr '12),7.2,(Apr '11),,- of which: Total Short Term',"7,420",,"7,013",,"7,420","6,778",
