psgc_brgy,water_sealed,closed_pit,open_pit,others_ pails_etc,none
153641006,0,32,6,11,74
153641007,1,53,22,9,128
153641008,5,40,86,8,85
153641009,1,32,115,46,17
153801004,11,422,294,103,90
153801011,178,168,100,43,20
153801012,237,342,268,10,7
153801014,21,256,196,82,40
153801015,175,772,546,92,83
153801018,18,74,270,80,39
153801022,4,102,164,51,41
153801028,4,90,233,147,123
153801031,34,139,411,69,18
153801032,49,148,243,143,15
153801035,162,254,439,105,72
153803008,88,506,1188,167,236
153803023,52,250,577,56,48
153803030,83,232,1318,154,554
153803039,15,34,54,197,58
153803040,24,256,846,75,205
153803045,1,1,130,20,8
153803054,7,39,13,43,125
153805001,254,138,114,2,15
153805003,9,78,21,3,122
153805004,103,100,225,0,13
153805006,146,69,105,3,26
153805007,38,98,125,2,15
153805008,47,77,66,1,5
153805010,33,83,71,0,3
153805011,109,109,94,3,21
153805013,27,38,160,0,2
153805014,46,50,75,0,3
153805015,32,85,100,1,20
153805016,198,171,217,4,25
153805017,22,59,113,1,14
153805018,48,83,76,6,32
153805019,76,107,181,2,22
153805020,4,20,147,1,8
153805021,55,61,97,0,4
153805022,2,106,56,0,57
153805023,51,106,32,0,1
153805024,11,44,129,3,7
153805025,32,128,109,0,4
153805026,4,184,95,26,49
153805027,53,47,89,0,4
153806001,63,182,147,97,14
153806002,98,115,266,13,61
153806003,113,204,293,79,82
153806005,8,88,222,127,18
153806006,14,43,100,39,1
153806008,414,725,582,118,143
153806009,52,154,283,40,53
153806010,72,226,138,48,54
153806011,36,74,313,44,111
153806015,107,119,183,71,13
153806021,47,105,373,17,59
153806025,86,207,101,41,5
153806028,38,303,105,23,112
153806029,31,210,67,5,78
153806030,2,37,84,97,10
153806032,88,117,357,68,38
153806034,977,1648,1925,438,204
153806035,17,32,301,33,15
153806038,83,105,266,48,9
153808002,37,137,395,80,204
153808004,59,342,317,36,214
153808005,7,14,383,2,117
153808008,146,112,259,85,184
153808011,118,282,299,32,444
153808012,287,327,576,70,183
153808013,230,299,547,37,67
153808016,108,137,255,439,139
153808023,37,464,541,59,100
153808027,25,92,397,54,113
153808034,534,1018,1583,171,669
153808037,77,360,546,20,47
153808038,70,203,472,32,122
153808039,75,455,247,40,22
153808040,312,143,271,39,74
153808042,179,211,422,36,23
153808043,12,61,1008,29,117
153808044,159,496,784,18,11
153808045,47,80,463,1,6
153808046,104,105,122,5,10
153808047,137,426,457,17,28
153808048,49,371,499,121,33
153808049,32,395,492,3,60
153808050,37,233,190,10,292
153808051,27,293,126,17,22
153810001,48,353,321,122,34
153810004,80,206,603,107,17
153810006,127,70,311,77,54
153810008,131,214,326,38,26
153810009,231,225,261,79,157
153810010,52,174,430,61,145
153810013,226,507,982,461,213
153810014,135,228,259,73,33
153810015,257,396,299,89,100
153810017,58,113,285,198,125
153810021,534,297,582,123,118
153810025,16,68,264,181,78
153813001,43,58,56,146,83
153813003,33,103,231,368,88
153813004,19,110,209,227,130
153813006,70,121,123,142,232
153813008,35,92,116,209,184
153813013,24,84,106,157,26
153813015,31,56,102,158,143
153813021,7,55,57,113,148
153813028,77,30,208,119,20
153813045,64,35,22,226,64
153813046,44,58,154,128,92
153813050,9,65,268,184,64
153816005,31,87,280,5,5
153816007,60,165,460,19,46
153816008,81,96,235,1,37
153816009,32,101,182,1,0
153816013,176,215,473,5,37
153816014,73,108,217,8,18
153816018,51,72,162,12,14
153816019,86,427,588,7,262
153816025,50,77,184,4,23
153816028,64,177,225,6,38
153816032,248,262,343,9,50
153816033,388,268,189,41,57
153816035,48,91,260,9,13
153816036,417,291,291,14,108
153816038,24,86,244,5,15
153817001,24,459,601,14,171
153817002,1,144,291,14,43
153817003,1,154,282,125,21
153817004,10,121,191,3,6
153817005,35,212,407,41,64
153817006,23,119,188,29,3
153817007,120,131,721,25,37
153817008,119,490,399,4,6
153817009,83,470,385,18,43
153817010,135,732,839,28,102
153817011,98,348,113,6,6
153819001,61,232,619,293,352
153819002,45,126,262,17,97
153819005,22,37,278,11,146
153819006,11,130,215,41,133
153819007,7,57,309,16,129
153819008,91,44,162,24,181
153819009,5,59,232,28,164
153819010,3,54,321,45,103
153819011,1,58,225,25,134
153819012,22,109,103,18,129
153819013,58,9,288,10,172
153819015,54,86,445,24,76
153819016,53,109,233,24,160
153819017,14,75,169,41,141
153819018,0,19,264,2,27
153819019,17,22,127,4,67
153819020,29,45,112,5,64
153819021,0,51,88,2,103
153819022,11,42,120,6,69
153820001,1,53,44,1,74
153820002,0,18,63,14,107
153820003,2,3,26,6,109
153820004,2,25,74,8,42
153820005,13,117,295,28,297
153820006,2,2,3,3,135
153820007,0,5,68,2,60
153820008,45,185,272,9,233
153820009,3,53,81,5,65
153820010,4,67,289,10,249
153820011,50,146,315,52,247
153820012,2,24,28,17,41
153820013,1,37,41,9,58
153820014,0,3,64,5,114
153820015,2,11,55,0,61
153820016,3,14,44,6,66
153820017,4,39,61,0,55
153820018,0,3,57,8,48
153821002,3,68,230,3,186
153821003,7,44,167,5,126
153821004,7,79,295,14,477
153821005,3,18,112,10,74
153821006,21,80,298,17,366
153821007,7,44,85,3,160
153821008,25,78,169,1,218
153821011,0,38,176,1,193
153821012,24,200,594,21,710
153822001,63,204,251,36,4
153822002,35,259,218,68,2
153822003,72,263,316,38,1
153822004,70,575,473,72,18
153822005,19,285,336,46,6
153822006,117,377,436,44,38
153822007,2,288,154,28,5
153822008,181,447,380,64,8
153822009,16,214,375,34,5
153822010,117,442,981,116,11
153822011,116,536,421,93,7
153823001,186,39,479,60,241
153823002,26,12,472,54,101
153823003,58,120,673,47,80
153823004,26,69,513,55,139
153823005,59,12,295,78,120
153823006,35,41,426,13,86
153823007,28,21,269,40,85
153823008,22,20,321,35,213
153825001,42,63,694,22,6
153825002,24,326,450,8,17
153825003,16,116,443,0,157
153825004,12,261,461,3,1
153825005,11,119,261,7,34
153825006,15,67,462,17,12
153825007,23,228,354,30,190
153825008,29,220,371,11,16
153825009,6,100,436,17,17
153825010,58,204,513,17,56
153825011,26,415,205,2,114
153826001,0,8,1,65,3
153826002,67,26,3,99,31
153826003,23,16,43,273,1
153826004,28,2,43,4,0
153826005,12,235,392,48,60
153826006,2,5,53,67,4
153826007,37,95,210,9,17
153826008,5,107,176,116,2
153826009,204,10,61,29,12
153826010,77,100,4,88,15
153826011,34,123,55,58,3
153826012,1,15,2,204,8
153826013,5,277,130,3,2
153826014,65,331,15,1,1
153827001,4,32,32,25,510
153827002,16,123,9,0,71
153827003,7,32,62,12,91
153827004,50,249,68,37,295
153827006,24,242,568,89,67
153827007,4,20,56,32,51
153827008,2,25,45,6,19
153827009,1,26,75,46,3
153827010,1,44,82,33,0
153828001,169,308,461,35,36
153828002,77,162,652,28,54
153828003,158,132,605,10,38
153828004,55,139,642,20,104
153828005,94,244,598,22,54
153828006,165,295,397,9,22
153828007,21,195,352,9,39
153828008,36,195,801,15,54
153828009,402,393,460,16,102
153828010,118,125,980,10,120
153829001,69,107,352,66,41
153829002,100,36,453,103,89
153829003,71,62,427,66,57
153829004,57,39,274,43,25
153829005,13,26,347,43,35
153829006,84,80,428,28,31
153829007,96,101,386,37,21
153829008,89,74,359,36,12
153829009,68,38,321,53,27
153829010,108,121,511,81,59
153829011,178,42,282,40,24
153831001,43,206,176,421,69
153831002,273,287,206,232,106
153831003,419,216,70,30,143
153831004,330,269,433,200,132
153831005,376,95,442,263,182
153831006,139,93,311,205,152
153831007,84,71,267,191,193
153832001,36,565,598,5,7
153832002,54,295,156,2,1
153832003,45,235,137,1,3
153832004,35,582,576,2,17
153832005,108,447,250,2,0
153832006,13,232,150,3,2
153832007,24,253,281,1,1
153832008,241,755,631,9,22
153833001,34,156,400,27,40
153833002,77,304,191,15,113
153833003,23,149,469,17,115
153833004,35,193,381,9,64
153833005,11,89,255,5,26
153833006,81,329,513,11,141
153833007,20,54,325,3,143
153833008,14,128,444,36,84
156601001,57,139,28,12,130
156601002,108,166,72,18,58
156601003,16,104,241,104,160
156601004,168,338,241,150,455
156601005,7,139,175,20,22
156601006,10,114,62,49,140
156601007,42,92,61,69,59
156601008,67,91,78,25,59
156601010,41,250,19,91,76
156601011,911,1593,614,305,437
156601012,15,136,37,26,53
156601013,3,39,88,34,68
156601014,11,118,119,19,87
156601015,56,231,51,21,56
156601017,12,80,56,24,61
156601018,38,109,94,58,158
156601019,11,45,73,69,54
156601020,64,104,155,79,75
156601021,14,193,238,15,15
156601022,110,77,16,11,80
156601023,17,140,102,23,43
156601024,120,158,161,32,86
156601025,103,103,41,96,105
156601026,86,218,13,10,88
156601027,15,126,56,8,19
156601028,25,258,64,15,27
156601029,36,123,157,130,140
156601030,83,114,149,33,242
156601031,223,319,115,38,206
156601032,5,82,17,7,31
156601033,42,201,39,54,76
156601035,69,42,17,31,137
156601036,20,183,17,22,82
156602001,620,144,48,408,124
156602002,584,267,303,215,157
156602003,636,1299,430,75,1290
156602004,5,12,2,0,518
156602007,420,436,130,609,55
156602008,32,73,187,4,484
156602009,94,98,380,167,1062
156602010,104,97,174,133,41
156603002,0,3,0,187,389
156603004,3,3,1,37,581
156603010,16,55,142,33,644
156603011,7,101,286,37,87
156603012,76,85,40,357,1038
156603013,6,27,24,824,202
156603016,9,23,56,27,580
156603017,12,9,8,34,446
156603018,3,5,3,9,707
156604004,0,4,70,307,3
156604007,4,7,56,175,287
156604008,10,26,448,16,16
156604012,7,156,334,8,35
156604013,12,54,75,364,37
156604014,27,5,201,49,111
156604015,4,5,8,305,60
156604021,76,104,569,741,738
156604024,10,52,160,41,588
156604028,18,567,111,19,10
156604029,2,4,79,167,148
156604030,4,4,75,294,15
156605001,3,8,144,0,10
156605002,3,5,56,80,26
156605003,4,3,240,10,2
156605004,5,29,515,8,58
156605005,0,2,26,104,29
156605006,3,0,270,0,0
156605007,7,13,113,4,2
156605008,0,6,128,6,32
156605009,2,3,311,4,14
156605010,4,33,142,22,43
156605011,18,19,49,0,31
156605012,180,188,876,24,216
156605013,4,2,71,8,4
156605014,1,3,128,17,10
156605015,3,2,214,52,18
156605016,2,2,71,8,274
156605017,9,16,690,11,49
156605018,15,5,79,3,0
156605019,1,0,93,0,0
156605020,1,2,165,2,2
156605021,15,9,533,7,16
156605022,6,5,311,6,7
156605023,21,24,575,30,47
156605024,0,2,141,0,4
156605025,56,29,160,3,100
156605026,16,11,94,2,83
156605027,0,1,150,9,1
156606002,0,1,1,74,12
156606003,1,5,0,237,173
156606008,0,3,0,50,100
156606012,1,2,1,115,187
156606015,0,1,1,56,90
156607001,63,33,180,3,37
156607002,6,92,233,5,4
156607003,1,21,86,0,3
156607004,16,45,85,6,21
156607005,1,31,248,0,0
156607006,1,54,176,0,1
156607007,6,42,393,26,3
156607008,12,71,248,6,0
156607011,62,123,69,8,24
156607013,4,143,419,0,1
156607014,2,17,122,5,0
156607015,5,81,228,0,0
156607016,8,18,296,0,0
156607017,3,7,74,0,0
156607018,0,50,215,0,82
156607019,1,20,236,0,0
156607023,2,34,162,15,1
156607027,3,89,185,0,0
156607028,11,102,292,6,4
156607029,6,122,134,2,21
156607030,9,48,244,0,2
156607031,4,118,168,2,0
156607033,8,15,197,4,3
156607034,7,73,224,0,0
156607036,13,201,708,1,14
156607037,0,35,166,70,10
156607038,10,80,95,4,9
156607039,62,90,223,2,1
156607040,0,3,117,0,0
156607042,3,47,205,0,3
156607043,8,45,162,3,0
156608001,0,24,91,1,82
156608003,10,12,53,1,267
156608004,10,2,17,1,407
156608005,9,16,72,5,380
156608006,19,4,40,3,312
156608007,27,27,52,0,415
156608009,47,26,93,3,659
156608010,9,12,115,3,331
156608011,5,9,19,3,340
156608012,5,38,63,1,191
156608013,126,229,191,18,630
156608014,21,27,83,3,320
156608016,9,38,165,11,87
156608017,2,48,97,4,110
156608018,6,17,75,26,326
156608019,19,13,20,8,424
156609001,2,58,477,126,22
156609002,2,66,369,55,5
156609003,9,153,384,58,7
156609004,1,46,390,42,13
156609005,14,86,163,24,2
156609006,7,97,165,28,4
156609008,8,13,264,37,2
156609009,4,17,294,39,14
156609010,0,13,268,9,1
156609011,0,4,280,67,14
156609012,2,2,287,80,13
156609013,1,31,330,55,3
156609015,1,16,331,85,5
156609016,14,178,530,99,21
156609017,11,45,272,40,7
156609019,11,60,394,58,0
156609021,0,16,373,70,31
156609023,0,15,301,34,10
156609024,7,118,576,117,21
156609025,8,173,270,49,1
156609026,3,108,173,36,2
156609027,6,157,303,41,10
156609028,7,105,209,30,3
156609029,8,118,208,28,8
156609030,1,86,291,124,21
156609031,3,83,247,56,6
156609032,6,70,145,28,3
156609033,0,13,360,72,9
156609034,7,158,241,36,6
156609035,31,208,163,39,7
156609036,0,3,295,58,1
156609037,1,41,296,52,8
156609038,3,50,325,3,4
156609039,3,46,242,64,18
156609040,0,3,291,56,0
156609041,5,77,191,23,1
156609042,2,38,267,77,3
156609043,9,108,176,31,3
156609044,8,87,178,23,5
156609045,11,107,185,33,6
156610001,0,115,31,0,31
156610003,3,224,126,1,1
156610004,0,45,157,1,0
156610005,0,47,175,0,1
156610006,1,247,14,1,6
156610007,6,307,137,4,2
156610008,1,132,144,5,2
156610009,0,192,50,0,1
156610010,1,164,49,3,7
156610011,0,118,65,0,0
156610012,1,252,26,0,0
156610013,6,522,53,1,3
156610014,0,77,225,0,0
156610015,37,153,197,20,6
156611001,210,897,652,29,63
156611002,0,1,0,0,0
156611003,38,256,363,1,1
156611004,5,195,475,1,0
156611005,14,132,188,0,1
156611006,0,1,0,0,0
156611007,13,492,557,7,61
156611008,14,86,168,1,0
156611010,9,102,181,8,1
156611011,9,24,229,15,30
156611012,9,80,161,2,0
156611013,11,172,298,21,32
156611014,43,192,115,18,19
156611015,19,92,204,4,2
156611017,16,264,315,3,0
156611018,15,154,254,18,1
156611021,14,149,199,1,0
156611022,91,63,111,11,3
156611023,30,111,217,42,83
156611024,26,31,46,179,26
156611025,0,12,99,27,0
156611028,5,95,160,0,2
156611029,30,73,169,3,16
156611030,233,271,86,27,70
156612001,10,4,6,26,130
156612004,1,0,5,25,144
156612006,0,0,64,0,4
156612007,0,52,2,313,34
156612008,61,149,164,125,26
156612009,8,40,254,6,346
156612010,0,3,18,40,231
156612011,6,8,171,1,22
156612012,3,57,39,79,179
156612013,1,9,26,189,6
156612015,0,1,0,1,105
156612016,6,48,80,13,48
156612018,1,17,100,5,6
156612019,7,19,75,75,70
156612020,1,0,203,1,69
156612021,10,130,92,17,46
156612023,3,36,61,34,61
156612025,2,5,26,58,283
156612026,1,35,97,1,14
156612030,1,6,62,12,177
156612032,3,28,189,10,24
156612035,0,24,157,0,38
156612037,23,86,301,2,56
156612038,0,0,2,25,99
156612040,0,17,31,2,38
156612041,2,0,98,54,88
156612042,0,18,0,150,2
156612046,2,43,144,5,40
156612048,4,1,46,54,162
156612049,0,47,53,2,144
156612050,1,13,123,0,0
156612053,0,1,13,8,105
156612056,0,0,9,0,275
156612057,3,7,30,89,306
156612058,5,49,28,132,9
156612059,0,0,15,28,163
156612060,1,0,7,44,160
156612061,2,7,75,167,51
156612065,26,26,134,300,160
156612066,0,0,40,57,111
156612069,7,4,233,1,24
156612070,2,22,0,300,22
156612071,3,37,12,242,11
156612073,30,42,178,5,10
156612074,0,4,162,0,2
156612075,2,60,27,36,170
156612076,10,39,17,222,70
156612080,1,18,28,296,205
156613001,4,56,95,2,192
156613002,59,5,15,7,257
156613003,20,49,138,2,193
156613004,132,138,95,5,356
156613007,1,29,56,15,200
156613008,50,93,67,7,224
156613009,1,39,137,0,80
156613010,0,43,116,0,70
156613011,81,21,62,4,199
156613014,9,14,29,1,26
156613015,0,3,5,1,308
156613016,7,102,62,0,118
156613017,16,1,22,4,230
156613018,4,35,36,17,167
156613019,145,49,12,5,183
156613020,1,160,40,19,85
156613021,51,30,69,0,229
156613023,82,5,13,2,146
156613024,3,85,36,1,76
156613025,0,83,64,2,235
156613026,113,60,74,4,184
156613027,13,78,71,2,186
156613028,41,73,43,1,81
156613029,50,3,22,5,211
156613030,1,84,87,4,89
156613031,21,44,88,1,123
156613032,3,37,231,1,125
156613033,96,29,22,1,242
156613035,0,6,65,9,170
156613036,23,14,105,0,175
156613037,0,40,2,4,154
156613038,19,70,94,5,206
156613039,15,42,151,6,240
156613040,48,78,97,22,103
156613041,3,10,312,0,67
156613042,5,120,184,1,28
156613043,1,26,37,2,102
156613044,15,19,51,2,235
156613045,11,5,116,5,61
156613047,21,33,52,0,135
156613048,24,104,48,11,163
156613049,1,0,6,2,314
156613051,4,63,51,1,234
156613052,62,46,74,7,161
156613053,12,17,62,1,114
156613054,0,10,24,3,343
156613055,4,66,88,0,136
156613056,28,3,72,0,115
156613057,0,10,133,3,122
156613058,7,85,35,2,154
156613059,10,7,27,3,20
156613060,69,57,24,1,192
156614003,3,46,135,7,7
156614010,0,33,82,12,26
156614013,0,26,82,0,3
156614014,4,160,355,19,13
156614016,4,137,255,8,3
156614017,0,55,118,1,2
156614018,0,16,139,2,2
156614019,1,31,115,8,18
156614025,1,68,159,1,20
156614027,1,9,85,39,126
156614028,2,83,204,4,4
156614030,2,46,136,4,3
156614032,2,23,74,18,34
156614033,0,63,266,9,14
156614035,3,40,198,8,41
156615001,2,2,99,0,0
156615002,2,1,94,1,2
156615003,9,6,192,0,20
156615004,7,7,416,7,4
156615005,5,6,316,5,2
156615006,10,15,345,3,5
156615007,1,3,144,0,10
156615009,6,20,220,0,3
156615010,9,2,233,0,15
156615011,2,13,580,0,11
156615012,1,2,167,1,16
156615013,34,19,208,0,0
156615014,6,3,318,0,2
156615015,7,9,181,0,74
156616001,3,41,141,7,339
156616002,2,59,184,1,471
156616003,8,41,149,33,127
156616004,3,21,123,51,185
156616005,1,48,67,11,498
156616006,15,62,127,10,608
156616007,27,230,257,152,1494
156616008,15,29,194,65,447
156616009,7,33,147,50,206
156616010,3,58,65,3,308
156616011,20,51,84,13,313
156616012,2,60,57,18,402
156617001,3,227,3,29,9
156617002,1,270,62,14,1
156617003,0,40,186,1,4
156617004,0,26,127,49,2
156617006,0,13,12,26,4
156617007,0,7,53,117,1
156617008,0,44,163,47,3
156617009,0,50,193,1,3
156617010,6,62,94,32,0
156617011,37,57,227,104,1
156617012,14,63,198,2,9
156617013,7,25,58,32,1
156617014,1,2,209,1,0
156617015,9,56,124,2,0
156617016,3,46,143,40,6
156617017,7,106,273,2,1
156618001,17,77,143,106,39
156618002,9,20,49,42,181
156618003,36,105,465,132,151
156618004,11,1,9,0,238
156618005,5,21,218,16,128
156618006,20,85,142,59,191
156618007,23,28,196,38,235
156618008,1,0,28,9,154
156618009,3,10,172,135,345
156618010,79,38,220,33,433
156618011,1,0,92,77,211
156618012,8,7,469,14,103
156618013,6,1,203,9,251
156618014,8,35,383,42,107
156618015,1,2,82,1,177
156618016,1,2,39,1,94
156619001,4,3,46,33,363
156619002,9,91,294,303,184
156619003,82,90,313,513,275
156619004,16,29,79,249,216
156619005,14,275,196,178,54
156619006,7,39,121,490,192
156619007,5,31,2,226,378
156619008,5,15,140,204,103
157001001,11,728,47,96,53
157001002,136,92,116,0,182
157001003,0,367,5,0,13
157001004,4,273,80,28,1
157001005,4,1,328,3,1
157001007,1,314,3,146,59
157001008,6,0,486,1,0
157001009,7,6,553,1,1
157001010,0,13,163,0,12
157001011,6,6,338,3,46
157001012,4,324,337,3,2
157001013,0,3,408,1,1
157001014,2,1,542,1,7
157001015,1,7,326,0,0
157001016,11,25,395,5,3
157001017,1,32,13,0,264
157001018,1,6,112,65,259
157002005,0,2,0,126,1
157002006,3,0,1,5,171
157002007,2,3,2,123,125
157002009,16,2,13,80,37
157002010,80,96,241,247,22
157002012,2,153,143,22,17
157002013,0,0,4,38,1
157002014,0,3,3,101,2
157002015,4,1,0,171,7
157002016,1,4,38,110,56
157002017,0,1,1,5,141
157002018,0,59,86,1,32
157002019,1,1,1,3,135
157002021,4,6,33,120,3
157002022,2,4,1,50,62
157002023,29,2,4,23,113
157002024,2,1,59,6,2
157002025,0,0,18,33,9
157002026,102,2,1,110,159
157002027,172,102,89,434,25
157002030,107,135,38,5,61
157002031,4,185,0,1,9
157002033,13,38,101,79,262
157002034,0,5,32,194,6
157002037,3,107,4,78,56
157002040,0,3,17,97,6
157002042,12,40,30,72,17
157002043,2,192,1,0,0
157002044,0,0,1,55,69
157002045,191,39,34,36,84
157002046,1,95,36,2,0
157002047,246,131,55,155,37
157002048,214,149,197,25,156
157002049,183,258,135,13,36
157002050,266,85,92,97,5
157003001,9,60,47,25,305
157003002,6,19,20,39,156
157003003,3,19,20,23,115
157003004,35,67,70,5,6
157003005,6,31,17,56,259
157003006,19,156,108,44,159
157003007,4,40,61,3,157
157003008,2,74,80,9,109
157003009,2,27,19,46,99
157003010,10,29,19,8,98
157003012,11,82,187,24,212
157003013,1,36,36,9,88
157003014,38,180,456,72,5
157003015,2,22,8,14,120
157003016,10,38,15,9,265
157004001,56,7,154,18,3
157004002,38,191,9,14,2
157004003,1,19,3,63,27
157004004,29,23,93,1,0
157004005,24,3,82,3,3
157004006,93,90,101,9,241
157004007,82,39,22,6,1
157004008,15,169,30,1,122
157004009,58,192,14,1,3
157004010,12,13,71,1,0
157004011,4,29,62,2,1
157004012,30,12,200,11,5
157004013,109,10,59,0,19
157004014,75,185,74,2,26
157004015,1,5,16,2,3
157005001,1,0,0,0,131
157005004,4,73,65,4,691
157005010,1,6,77,3,354
157005012,1,2,87,3,406
157005016,5,10,164,5,1095
157005021,7,84,114,3,439
157005022,3,7,2,102,598
157005023,13,85,16,3,1278
157005025,6,4,27,2,648
157006001,0,2,128,0,1
157006005,3,9,161,1,0
157006006,4,2,174,0,65
157006007,0,0,221,0,0
157006008,0,1,98,0,0
157006009,3,7,270,1,1
157006010,0,3,73,0,0
157006011,3,5,97,0,0
157006012,3,2,149,0,1
157006013,2,130,8,0,0
157006014,0,0,82,0,1
157006015,0,0,105,0,0
157006016,1,0,218,0,0
157006017,0,3,138,0,0
157006019,2,7,166,1,5
157006023,0,3,105,0,0
157006024,0,8,74,0,0
157006025,0,1,67,0,1
157006026,0,1,109,0,0
157006027,2,5,187,142,2
157006028,8,205,16,0,0
157006029,0,2,103,0,1
157006030,3,6,118,0,0
157006032,1,1,142,0,0
157006033,2,112,17,1,0
157006034,1,3,63,0,0
157006035,1,130,8,1,1
157006036,2,1,339,0,0
157006037,0,1,119,0,0
157006038,0,0,75,0,0
157006039,1,1,123,0,1
157007002,0,13,221,0,3
157007009,9,49,310,0,1
157007010,3,16,244,0,0
157007012,3,103,175,2,1
157007026,5,19,283,0,7
157007030,0,50,310,1,1
157007031,1,23,325,0,0
157007033,10,3,462,3,2
157007041,9,18,289,0,3
157007042,5,10,197,2,2
157007043,1,21,317,0,13
157007044,2,8,147,0,1
157007045,10,36,239,0,1
157007046,2,16,463,3,0
157007047,4,17,210,1,0
157007048,1,4,197,0,0
157007049,5,12,243,0,0
157007050,3,3,239,0,1
157007051,2,6,249,0,1
157007052,4,13,218,1,1
157008001,6,167,539,20,291
157008002,1,46,118,5,151
157009001,22,2,8,0,102
157009002,12,31,257,1,46
157009003,14,7,38,26,116
157009004,150,106,71,20,50
157009005,0,0,1,0,0
157009006,59,8,32,1,58
157009009,22,15,49,3,39
157009010,48,8,57,7,90
157009011,65,7,5,0,41
157009012,12,7,149,0,84
157009013,21,14,228,4,84
157009014,1,10,88,1,36
157009015,10,2,7,6,112
157009017,3,6,196,2,159
157009018,0,0,82,3,81
157009019,162,8,17,1,82
157009020,339,54,112,76,391
157009021,67,52,34,4,90
157009022,42,9,116,31,82
157010001,4,99,84,171,15
157010002,3,29,132,2,2
157010003,10,124,538,1,3
157010004,9,5,24,172,101
157010005,0,89,127,13,5
157010006,4,11,50,102,3
157010008,1,42,26,132,2
157010009,2,65,105,1,1
157010010,1,22,121,98,79
157010011,8,72,178,82,2
157010012,14,179,63,78,67
157010014,18,72,69,242,5
157010015,1,28,101,0,0
157010016,5,103,29,31,8
157010017,4,15,83,153,2
157010018,0,13,14,125,0
157010019,3,39,28,163,1
157010020,5,27,31,0,0
157010021,4,91,33,63,4
157010022,0,12,18,0,0
157010023,1,25,128,1,0
157011001,134,69,162,0,4
157011002,49,59,48,0,4
157011003,105,30,206,0,1
157011004,7,90,355,3,2
157011005,11,58,135,1,0
157011006,38,49,93,1,3
157011007,4,68,265,8,2
157011008,97,131,184,1,2
157011009,63,92,263,0,0
157011010,29,50,94,0,1
157011011,81,142,221,3,7
157011012,22,183,425,3,0
157011013,17,149,333,1,1
157011014,2,56,208,9,1
157011015,36,74,251,0,1
157011016,10,85,155,0,1
158401001,61,259,560,81,306
158401002,6,46,220,7,267
158401003,55,222,83,5,53
158401004,15,80,413,65,20
158401005,12,27,69,18,97
158401006,42,94,221,47,48
158401007,22,21,317,21,54
158401008,5,140,373,26,49
158401009,62,85,144,6,330
158401010,184,93,199,1,242
158401011,5,34,80,34,138
158401012,46,170,84,2,22
158401013,25,78,51,8,366
158401014,0,32,115,38,174
158402001,7,4,49,17,153
158402002,13,11,60,32,235
158402005,50,31,153,20,279
158402007,42,196,173,289,340
158402008,43,188,31,104,488
158402009,589,371,101,8,120
158402011,114,25,158,5,340
158402012,20,188,324,15,91
158402017,259,55,281,47,133
158402018,21,4,26,19,380
158402020,37,45,123,22,710
158402021,26,14,252,5,179
158402022,4,6,7,2,507
158402023,5,14,40,38,313
158402025,4,78,16,254,194
158403001,60,64,521,116,49
158403002,61,56,261,117,35
158403003,27,82,344,170,34
158403004,92,121,115,86,12
158403005,31,82,209,46,139
158403006,112,111,514,88,31
158403007,154,293,631,224,25
158403008,32,57,425,46,16
158403009,7,85,73,41,222
158403010,5,17,127,14,107
158403011,80,95,430,94,56
158403012,57,84,358,212,38
158404001,86,328,491,5,8
158404002,1343,1737,466,82,34
158404003,44,218,287,78,99
158404004,28,129,496,5,28
158404005,22,188,348,39,75
158404006,12,92,320,48,37
158404007,71,176,105,50,3
158404008,37,175,527,35,26
158404009,27,116,477,79,70
158404010,63,446,433,54,22
158404011,137,170,408,13,36
158404013,808,1608,1577,271,222
158404014,148,471,292,55,37
158404015,176,80,108,17,14
158404017,90,168,509,7,18
158404018,27,68,279,55,80
158404019,60,403,276,100,74
158404020,31,234,162,92,13
158404021,50,458,182,43,42
158404022,136,184,68,81,33
158404023,293,709,905,92,51
158404024,139,301,139,44,33
158404025,110,170,296,112,52
158404026,15,229,81,46,55
158404027,41,369,442,8,8
158404028,364,564,224,51,21
158404029,25,47,341,78,63
158404030,60,102,215,40,13
158404031,141,295,92,21,25
158404032,553,786,168,101,22
158404033,124,359,102,34,1
158404034,65,234,225,55,70
158404035,242,500,131,124,14
158404036,24,139,312,20,14
158405001,32,134,314,3,0
158405003,47,67,311,1,0
158405005,3,3,311,1,56
158405006,111,154,237,0,1
158405008,4,17,440,1,18
158405009,46,15,367,7,86
158405011,163,42,305,0,1
158405012,43,1,383,2,0
158405013,32,6,309,3,0
158405014,48,52,411,5,53
158405015,29,5,356,12,0
158405016,1,122,326,3,0
158405017,13,33,418,1,4
158405018,52,159,324,1,1
158405019,21,23,553,8,1
158405026,8,11,428,1,0
158405028,70,239,262,1,1
158406001,99,58,197,23,294
158406002,37,28,111,21,580
158406003,133,375,170,71,246
158406004,60,346,566,403,473
158406005,24,140,108,105,198
158406007,86,237,193,84,506
158406008,0,8,13,1,54
158406009,247,346,219,46,619
158407008,87,107,182,98,147
158407009,25,256,311,47,39
158407010,92,240,437,90,196
158407012,862,1470,738,83,79
158407013,6,136,401,77,138
158407014,12,369,805,38,171
158407015,205,464,573,52,42
158407016,482,535,671,56,203
158407017,74,427,461,32,29
158407018,5,42,241,59,45
158407019,12,178,500,46,76
158407020,175,539,1271,59,172
158407021,134,349,752,40,19
