psgc_brgy,own_use_faucet_community_water_system,shared_faucet_commmunity_water_system,own_use_tubed_or_piped_well,shared_tubed_or_piped_well,dug_well,spring_river_streat_etc,collected_rainfall,peddler
112509019,0,54,2,154,26,220,7,7
112509020,149,730,32,308,99,45,0,59
112509021,16,222,35,181,33,201,0,0
112509022,152,379,28,238,68,170,4,2
112509023,1,71,2,34,12,155,4,2
112509024,1,119,0,26,24,188,1,0
112509025,2,105,0,5,6,182,2,7
112509026,22,206,1,4,25,184,1,2
112509027,26,297,1,75,50,155,12,15
112510001,42,55,20,217,69,43,1,5
112510003,28,52,20,138,67,113,1,2
112510004,34,23,7,78,36,51,0,0
112510005,5,13,9,146,51,90,2,0
112510006,5,30,11,86,24,27,0,0
112510007,7,55,55,434,187,131,0,0
112510008,3,7,2,15,21,101,0,0
112510009,16,35,0,0,4,147,0,2
112510010,7,23,17,189,71,74,0,0
112510011,8,29,1,5,0,72,0,0
112510012,378,165,23,218,128,140,1,20
112510013,10,38,2,19,15,138,0,1
112510014,21,33,24,189,91,69,0,1
112510015,3,8,0,3,13,177,1,1
112510016,9,11,0,2,18,136,0,0
112510017,13,35,9,167,68,190,0,0
112511001,18,281,6,40,25,438,1,0
112511002,166,169,25,325,99,166,0,3
112511003,0,14,0,1,92,236,0,33
112511004,8,118,12,167,177,116,0,1
112511005,30,177,3,26,20,391,0,0
112511006,25,270,7,18,13,278,0,1
112511007,1,74,1,4,51,320,0,1
112511008,12,63,0,31,13,198,0,0
112511010,11,45,1,40,14,497,0,1
112511011,5,143,5,5,49,676,0,0
118201001,11,55,0,195,6,0,0,0
118201002,61,292,32,207,91,33,0,0
118201003,3,61,17,210,44,46,0,2
118201004,144,399,4,114,30,52,0,1
118201005,17,43,0,200,52,3,0,0
118201006,32,144,1,178,82,50,4,8
118201007,8,140,34,215,83,75,0,0
118201008,16,507,44,249,87,485,3,1
118201009,120,76,95,297,4,221,1,1
118201010,2,24,0,2,1,118,0,0
118201011,388,427,140,2070,189,10,0,2
118201012,12,58,14,384,14,14,1,0
118201013,148,146,188,336,26,177,0,0
118201014,85,172,5,101,84,11,8,31
118201015,117,129,21,108,33,14,0,4
118201016,9,103,7,137,48,8,4,16
118202001,7,17,8,217,334,187,13,1
118202002,11,149,2,33,74,30,2,1
118202003,60,81,1,8,86,11,9,7
118202004,52,56,3,44,88,50,0,8
118202005,5,231,1,90,43,10,1,14
118202006,19,207,12,102,178,25,1,33
118202007,60,391,4,96,190,207,10,12
118202008,4,65,3,135,18,121,4,41
118202009,32,98,29,74,122,83,1,3
118202010,42,84,3,11,153,10,6,0
118202011,17,223,9,75,114,117,3,1
118202012,8,126,2,57,224,103,2,1
118202013,1,106,1,11,53,35,0,0
118202014,357,386,29,130,346,154,8,33
118202015,3,50,0,26,263,168,6,0
118202016,18,133,12,174,60,85,2,32
118202017,3,124,0,84,143,259,2,8
118202018,5,165,0,24,63,92,2,0
118202019,7,38,2,15,21,23,1,1
118202020,12,19,4,59,105,30,1,0
118202021,22,96,4,49,119,38,0,1
118202022,21,86,0,4,115,34,2,0
118202023,2,174,1,9,72,112,4,0
118202024,1,8,1,161,28,25,1,0
118202025,0,0,0,1,3,128,18,0
118202026,0,8,0,86,1,51,0,0
118202027,46,11,2,5,28,22,149,16
118202028,35,72,2,8,232,46,8,19
118202029,20,47,1,23,91,62,4,2
118202030,78,87,1,5,197,128,7,13
118202031,1,6,1,1,73,25,1,0
118202032,0,2,19,195,8,7,0,0
118202033,53,73,0,10,94,18,1,8
118202034,9,31,1,127,131,123,4,38
118202035,1,36,0,1,78,9,0,0
118202036,0,3,0,0,99,102,0,1
118202037,4,135,1,10,24,53,0,1
118202038,10,15,0,69,143,60,4,1
118202039,12,71,0,15,48,65,5,0
118202040,4,20,1,21,119,16,5,0
118203002,74,273,12,221,73,143,2,56
118203006,88,277,26,199,316,19,0,1
118203007,151,227,51,278,106,36,0,0
118203011,172,263,19,165,105,24,0,0
118203012,39,525,0,69,22,216,0,0
118203013,26,240,2,32,43,107,0,0
118203014,27,106,18,131,114,56,0,0
118203015,3,56,2,108,25,99,0,0
118203016,59,720,4,38,10,287,0,2
118203017,5,88,4,95,49,66,0,0
118203018,24,104,30,75,111,8,0,3
118204001,49,123,15,94,57,17,0,5
118204002,30,36,17,178,60,16,0,1
118204003,176,191,19,125,54,115,0,3
118204004,62,145,3,7,5,0,0,12
118204005,4,17,7,38,0,43,1,1
118204006,58,105,11,187,57,43,0,0
118204007,62,69,4,236,104,11,0,2
118204008,89,216,22,150,5,172,2,7
118204009,10,40,6,235,139,1,0,0
118204010,2,22,1,2,2,102,0,0
118204011,111,207,2,80,93,8,1,62
118204012,18,46,18,126,5,76,1,1
118204013,37,38,6,46,19,16,0,0
118204014,18,12,3,121,32,31,0,1
118204015,32,80,3,215,117,105,0,1
118204016,6,48,1,83,3,52,1,0
118204017,16,76,11,12,22,45,1,1
118204018,0,0,1,19,13,94,0,0
118204019,34,91,1,24,4,157,3,0
118204020,0,24,2,4,8,94,0,0
118204021,1,34,3,22,8,113,0,0
118204022,28,50,4,1,0,38,0,0
118204023,24,41,5,25,22,46,0,1
118204024,23,195,2,81,10,274,1,8
118204025,42,85,10,24,3,122,7,0
118204026,180,259,43,277,182,49,0,85
118204027,61,142,9,50,14,0,0,2
118204028,37,48,6,81,20,5,0,0
118204029,0,8,0,6,27,72,0,0
118204030,2,1,3,67,46,3,4,0
118204031,21,33,10,16,1,53,0,0
118204032,17,14,0,23,1,55,0,4
118204033,45,71,6,28,7,141,0,0
118204034,1,20,0,2,26,75,1,0
118204035,2,40,0,14,1,74,1,0
118204036,59,59,8,18,3,165,0,2
118204037,38,109,22,26,8,52,0,0
118205001,296,164,15,45,6,11,0,0
118205002,613,130,13,130,11,15,0,0
118205003,1022,1212,145,33,8,180,3,38
118205004,370,225,17,118,2,9,0,1
118205005,80,60,72,146,1,24,0,0
118205006,5,3,13,50,13,16,0,0
118205007,5,18,3,174,7,69,0,0
118205008,387,47,2,49,2,4,0,0
118205009,47,111,1,22,3,82,2,14
118205010,84,88,1,37,4,15,0,0
118205011,4,23,11,118,19,85,0,0
118205012,2,2,0,2,0,33,2,3
118205013,105,173,30,4,0,13,0,7
118205014,10,50,0,0,1,38,0,0
118205015,152,160,49,28,9,40,3,21
118205016,95,149,3,8,0,24,1,12
118205017,1,6,3,25,2,93,0,19
118205018,15,21,13,145,7,38,0,0
118205019,1,4,1,170,1,168,1,14
118205020,8,8,5,130,11,76,1,0
118205021,0,37,3,40,21,45,1,1
118205022,136,87,33,81,2,11,0,0
118205023,1,25,1,14,1,59,0,5
118205024,131,56,19,60,10,21,0,0
118206001,216,73,30,143,78,249,0,0
118206002,21,37,7,73,162,67,0,0
118206003,1,1,3,21,15,181,0,0
118206004,29,95,4,15,89,229,1,2
118206005,39,41,61,67,78,125,0,0
118206006,68,69,17,152,166,307,0,2
118206007,36,334,18,49,17,815,2,1
118206008,0,32,0,8,34,274,3,0
118206009,19,26,2,30,32,137,0,0
118206010,5,44,2,15,55,341,0,0
118206011,1,0,0,3,31,523,6,22
118207001,18,295,5,99,62,128,0,10
118207002,53,229,13,60,1,27,0,50
118207003,56,369,2,39,79,246,1,1
118207004,3,157,2,69,36,23,0,0
118207005,6,256,0,161,135,305,0,0
118207006,34,69,5,10,52,26,0,35
118207007,18,169,4,51,79,79,0,0
118207008,10,105,8,105,72,122,0,35
118207009,6,114,2,48,48,14,0,25
118207010,20,140,15,60,53,37,0,32
118207011,25,214,6,39,69,20,0,0
118207012,41,203,2,59,108,204,0,4
118207013,110,228,7,112,101,9,0,40
118207014,2,164,4,2,32,59,1,0
118207015,7,153,2,33,123,48,0,0
118207016,2,118,1,2,97,85,2,0
118207017,8,170,3,39,74,109,1,0
118207019,52,182,6,19,24,111,0,47
118207020,20,175,2,36,29,253,0,11
118207021,20,108,10,108,76,43,0,0
118207022,39,596,24,84,2,348,1,12
118208001,5,27,1,1,121,20,35,9
118208002,3,31,1,27,58,61,0,0
118208003,0,17,0,9,54,85,0,0
118208004,1,13,1,32,30,148,3,1
118208005,7,15,1,29,106,103,1,0
118208006,0,12,0,16,72,88,0,1
118208007,2,18,2,104,44,75,0,0
118208008,7,74,5,93,38,81,1,0
118208009,2,7,2,44,42,104,0,0
118208010,0,1,0,36,109,45,1,0
118208011,3,57,6,121,121,78,3,0
118208012,35,34,0,11,137,287,0,0
118208014,8,21,1,5,49,57,0,0
118208015,18,2,0,13,49,76,0,0
118208016,5,2,0,10,36,113,0,0
118208017,54,251,4,63,46,88,2,4
118208019,12,57,4,71,209,120,0,0
118208020,104,273,14,147,350,70,2,18
118208021,0,5,0,17,224,49,3,0
118208022,13,42,2,68,122,188,0,0
118209001,14,6,2,32,56,40,0,0
118209002,0,7,1,8,59,156,0,15
118209003,4,21,8,16,296,23,24,15
118209004,1,1,1,40,3,125,0,0
118209005,33,24,2,62,65,168,1,5
118209006,46,8,0,2,16,179,0,1
118209007,6,2,9,118,132,31,0,0
118209008,2,12,3,7,174,75,1,1
118209009,52,22,2,1,213,32,40,4
118209010,7,40,12,62,224,183,7,0
118209011,7,1,0,1,15,1001,6,41
118209012,63,40,1,16,2,83,0,1
118209013,93,18,4,13,28,89,1,19
118209014,20,44,18,92,149,202,1,8
118209015,35,15,8,2,1,24,1,0
118209016,79,53,2,14,91,74,0,1
118209017,0,25,0,30,7,70,0,0
118209018,29,11,0,3,206,8,5,1
118209019,106,189,13,200,323,153,0,24
118209020,7,24,0,0,57,98,1,0
118209021,14,56,0,1,30,76,1,0
118209022,2,10,2,11,36,48,0,0
118209023,35,10,2,35,260,19,0,7
118209024,50,21,0,3,6,91,0,0
118209025,1,3,4,29,49,8,0,0
118209026,75,30,0,1,1,158,2,9
118209027,0,13,1,1,54,94,0,0
118209028,1,0,0,3,1,593,5,1
118210001,149,99,128,131,29,15,1,0
118210002,17,41,36,37,13,38,0,0
118210003,476,302,26,30,2,58,0,1
118210004,95,31,0,11,0,31,0,7
118210005,72,40,8,9,3,75,0,3
118210006,46,28,77,98,57,0,0,0
118210007,121,70,5,2,14,7,0,0
118210008,12,89,1,7,26,106,0,0
118210009,11,46,12,12,5,38,0,0
118210010,51,233,16,50,69,182,0,14
118210011,879,489,0,100,1,27,0,0
118210012,100,103,1,38,3,70,1,2
118210013,351,347,46,126,5,310,2,0
118210014,156,90,0,22,0,15,0,1
118210015,3,90,0,30,2,133,0,0
118210016,63,75,13,20,0,41,0,0
118211001,9,29,29,441,135,178,0,1
118211002,3,54,4,125,14,360,1,1
118211003,29,62,49,144,17,312,0,0
118211004,131,109,98,996,120,2146,3,6
118211005,38,81,28,327,415,452,2,5
118211006,7,1,38,142,2,305,0,2
118211007,15,90,39,440,16,1173,4,0
118211009,83,237,18,136,129,65,1,0
118211010,60,53,85,239,31,179,0,1
118211011,32,83,7,149,44,249,1,1
118211012,1,122,0,0,3,54,0,0
118211013,3,305,0,1,2,41,0,0
118211014,14,60,1,55,2,505,0,1
101301001,2,1,0,0,17,105,0,0
101301002,3,45,0,0,27,154,1,0
101301003,6,42,0,1,220,281,3,12
101301004,2,1,0,0,13,154,1,0
101301005,5,30,0,0,18,75,1,0
101301006,20,54,0,0,41,80,0,0
101301007,249,266,5,15,33,95,1,38
101301008,192,227,0,11,109,359,3,25
101301009,6,6,0,0,22,327,1,0
101301010,87,99,0,5,36,41,0,6
101301011,113,171,2,6,31,65,4,27
101301012,488,189,15,26,37,213,2,43
101301013,107,103,0,2,41,208,1,24
101301014,299,185,4,31,20,85,0,22
101301015,155,143,2,41,22,58,2,26
101301016,10,86,1,16,73,58,1,0
101302001,8,1,1,7,50,46,0,0
101302002,3,2,0,27,50,259,0,1
101302003,0,1,1,50,21,203,0,1
101302004,40,18,0,8,4,73,0,0
101302005,2,3,0,6,34,70,0,0
101302006,6,34,0,9,33,61,0,0
101302007,16,3,0,13,95,113,1,0
101302008,10,29,1,7,62,180,1,0
101302009,4,30,0,21,56,73,1,0
101302010,50,86,0,3,35,90,0,0
101302011,47,51,0,10,44,79,1,0
101302013,105,43,1,10,29,115,1,0
101302014,2,20,0,24,127,350,6,2
101302015,518,172,0,21,36,157,0,3
101302016,41,67,1,10,39,46,1,0
101302017,98,129,4,35,47,162,3,1
101302019,2,6,0,3,3,98,0,0
101303001,82,170,1,9,121,27,1,18
101303002,59,51,0,1,4,16,0,10
101303003,5,63,0,2,31,128,2,1
101303004,79,109,0,0,36,37,0,29
101303005,89,79,1,27,101,52,0,4
101303006,10,51,1,7,56,10,0,2
101303007,19,71,0,12,61,0,0,2
101303008,120,214,1,13,174,117,1,4
101303009,10,59,0,0,67,56,0,1
101303010,99,66,0,0,15,6,1,2
101303011,71,95,0,0,74,13,1,4
101303012,379,321,3,9,294,17,0,56
101303013,39,41,0,0,40,78,0,0
101303014,70,75,0,20,6,21,3,0
101304001,21,24,2,8,10,13,0,0
101304002,68,138,12,38,53,61,0,0
101304003,3,24,0,107,22,20,0,1
101304004,21,47,6,24,311,120,0,1
101304005,25,36,16,81,611,10,0,5
101304006,1,0,0,0,16,204,4,0
101304008,82,77,3,12,32,43,0,4
101304009,16,53,6,43,43,66,2,1
101304010,25,72,0,6,46,36,0,0
101304011,4,23,0,30,247,117,1,0
101304012,85,71,0,14,119,117,0,2
101304013,7,38,17,1,53,62,0,0
101304014,38,41,3,17,161,27,1,0
101304015,69,110,4,19,214,103,1,0
101304016,12,21,2,0,17,115,2,0
101304017,16,9,1,2,48,101,0,1
101304018,48,153,12,24,114,75,1,0
101304019,6,11,5,31,104,9,0,1
101304020,17,88,0,15,127,81,1,1
101304021,34,69,0,8,227,6,0,3
101304022,70,147,24,146,730,15,0,5
101304023,31,144,2,31,19,122,0,1
101304024,29,29,5,1,23,59,0,0
101304025,25,64,2,7,111,50,0,0
101304026,26,44,5,19,33,4,0,1
101304027,19,70,12,74,483,87,1,1
101304028,0,9,2,19,25,94,3,12
101304029,30,65,1,16,561,54,0,2
101304030,14,29,9,30,208,85,1,0
101305001,6,165,0,2,1,1,0,0
101305002,34,239,1,1,0,52,0,1
101305003,131,140,1,6,28,33,0,4
101305004,78,147,0,9,44,73,0,1
101305005,96,301,1,39,6,94,1,0
101305006,126,244,0,33,0,29,1,0
101305007,39,329,3,36,23,123,0,0
101305008,274,288,7,32,63,197,5,3
101305010,95,638,1,15,24,177,0,1
101305011,197,349,0,20,12,38,0,1
101305012,140,353,5,31,48,117,7,16
101305013,768,475,51,96,113,60,5,20
101305015,35,263,3,4,0,17,0,0
101306001,2,16,0,0,73,215,0,0
101306002,74,71,0,2,52,195,1,22
101306003,34,20,4,31,87,332,1,1
101306004,112,130,4,10,36,98,1,1
101306005,95,165,15,78,175,413,2,2
101306006,6,78,0,7,2,46,7,0
101306007,22,23,2,4,82,130,2,1
101306008,22,22,0,8,57,96,0,0
101306009,37,89,1,0,9,121,1,0
101306010,21,54,6,8,72,152,2,1
101306011,50,135,3,3,32,87,4,0
101306012,134,118,3,35,77,82,1,2
101306013,50,22,6,21,53,293,4,0
101306014,407,439,8,15,210,190,3,31
101306015,47,53,2,5,146,116,0,12
101306016,51,49,20,26,178,324,3,0
101306017,20,19,0,3,18,224,4,0
101307001,22,74,8,28,15,111,2,11
101307002,7,48,1,41,4,106,1,7
101307003,12,40,4,31,16,152,6,8
101307004,14,94,2,22,6,34,1,8
101307005,83,60,9,29,19,178,10,12
101307006,56,71,8,7,106,316,16,26
101307007,71,99,11,7,109,182,11,21
101307008,152,232,13,49,17,467,11,13
101307009,7,38,1,12,63,151,3,0
101307010,316,265,41,62,22,83,6,34
101307012,37,23,9,17,12,251,9,16
101307013,29,56,5,23,36,413,11,32
101307014,4,4,2,8,41,445,10,3
101307015,204,287,27,36,23,17,0,15
101308003,11,47,2,4,50,56,1,0
101308006,11,22,1,4,40,111,0,0
101308007,251,116,0,14,72,7,1,3
101308008,62,68,0,18,172,87,4,2
101308011,4,20,0,1,33,172,3,0
101308013,76,25,0,18,36,21,1,0
101308014,0,14,0,2,48,136,1,0
101308015,36,101,0,17,131,111,0,0
101308016,4,28,1,7,135,181,2,0
101308018,28,86,1,28,141,164,1,1
101308019,0,2,0,13,2,117,0,0
101308020,124,61,8,8,120,254,0,2
101308021,58,40,1,12,68,159,2,11
101308023,224,99,0,14,48,67,2,9
101308028,145,73,2,20,30,248,0,3
101308030,5,28,1,16,53,148,0,0
101308031,8,38,3,2,65,45,0,0
101308032,41,76,0,36,34,153,3,1
101308033,100,108,15,14,275,165,4,5
101308034,27,25,1,2,58,49,1,1
101308035,425,66,7,16,27,3,1,7
101308036,3,33,1,2,48,101,0,0
101308037,244,51,7,6,69,14,0,22
101309001,15,8,1,27,112,112,2,2
101309002,15,61,3,23,92,186,2,1
101309003,6,34,10,57,103,18,0,0
101309004,40,65,1,11,9,9,0,0
101309005,59,108,3,7,31,9,0,1
101309006,0,35,12,2,18,74,1,0
101309007,0,97,7,11,60,42,2,0
101309009,3,74,0,1,7,84,0,0
101309010,8,117,27,32,14,206,4,0
101309011,22,62,0,22,26,7,0,0
101309012,85,152,0,1,9,70,0,1
101309013,33,193,7,6,5,20,0,1
101309014,9,86,1,17,15,14,1,0
101309015,57,313,5,43,93,108,2,0
101309019,22,33,1,9,97,7,0,2
101309020,8,79,2,46,22,25,0,0
101309021,10,55,2,6,51,40,1,0
101309022,3,120,94,28,32,58,0,0
101309023,4,85,2,11,65,119,1,0
101309025,3,56,2,6,25,209,0,0
101309026,217,298,14,77,231,82,1,5
101309028,32,90,5,44,66,46,2,9
101309029,1,24,1,5,55,114,0,0
101309030,31,139,3,14,4,5,0,0
101309031,59,698,24,74,239,681,10,4
101309032,0,34,1,40,42,49,0,0
101309033,17,214,0,29,4,56,0,0
101309034,7,259,35,43,51,107,0,0
101309035,18,86,16,4,19,17,0,0
101309037,2,143,8,38,3,160,3,1
101309038,0,57,2,5,3,103,0,0
101309039,0,90,0,1,27,33,0,0
101309040,1,14,20,42,1,121,0,0
101309041,2,97,5,30,24,130,1,0
101309042,12,152,1,34,105,163,3,1
101310001,535,252,58,34,19,77,4,50
101310002,115,144,32,14,0,13,2,52
101310003,513,157,1,6,5,24,2,22
101310004,494,227,53,56,23,101,22,43
101310005,30,318,1,8,40,232,2,12
101310006,417,356,2,39,48,92,17,41
101310007,15,154,3,13,2,98,2,10
101310008,33,234,1,15,4,88,5,27
101310009,170,185,10,14,0,68,0,2
101310010,372,282,12,47,115,262,4,65
101310011,36,372,9,22,70,635,22,93
101310012,695,356,28,32,7,14,34,49
101310013,204,180,30,24,0,76,1,14
101310014,2,95,2,6,57,180,0,6
101311001,81,84,0,17,26,203,0,3
101311002,87,143,1,2,51,113,0,1
101311003,80,249,9,68,33,123,1,1
101311004,59,84,2,7,1,52,1,3
101311005,61,189,2,22,0,57,1,45
101311006,142,139,1,1,7,54,0,3
101311007,99,151,3,3,26,65,0,0
101311008,161,64,0,0,25,156,0,0
101311009,52,96,1,12,25,93,2,1
101311010,200,88,0,3,34,202,0,5
101311011,233,263,1,3,83,148,1,0
101311012,58,155,1,3,16,96,1,0
101311013,87,112,2,1,17,114,0,0
101311014,96,346,0,4,4,66,0,0
101312001,164,588,27,98,66,39,6,214
101312002,159,415,30,154,17,219,0,39
101312003,29,242,2,0,2,142,2,0
101312004,100,393,0,13,0,92,1,52
101312007,17,146,0,11,0,34,0,0
101312009,44,301,13,83,17,565,35,0
101312010,31,118,0,2,0,36,0,0
101312012,292,326,1,48,46,27,201,26
101312014,168,234,52,85,218,229,10,8
101312017,72,176,0,4,6,23,13,0
101312018,17,222,0,0,2,39,0,0
101312019,10,55,0,143,64,32,14,3
101312021,19,117,34,31,1,13,0,0
101312022,22,124,2,14,3,36,0,0
101312023,122,321,3,2,1,92,2,11
101312025,128,99,33,59,38,49,3,0
101312026,116,208,14,111,401,195,1,17
101312027,120,240,8,205,45,154,0,3
101312028,38,363,0,11,4,147,1,4
101312029,38,423,3,0,0,84,1,32
101312030,54,314,2,1,12,49,0,24
101312031,128,558,6,75,295,250,1,37
101312032,15,59,3,57,1,13,0,0
101312034,13,117,4,8,0,54,1,0
101312035,27,203,2,1,4,8,0,0
101312038,105,54,0,2,0,3,0,1
101312045,5,0,0,0,0,0,0,0
101312046,11,9,0,1,0,2,0,0
101312047,12,13,0,0,1,0,0,4
101312048,13,0,0,0,0,0,0,0
101312049,13,0,0,0,0,0,0,1
101312050,124,39,0,0,0,9,0,2
101312051,5,14,0,0,0,0,0,8
101312052,134,197,2,1,25,35,3,164
101312053,113,64,1,0,2,114,29,2
101312054,115,100,0,0,1,25,15,1
101312058,135,256,5,10,2,34,0,0
101312059,241,512,1,1,7,209,14,75
101312060,44,313,6,33,145,116,1,0
101312061,86,48,21,132,18,2,0,2
101312062,43,303,2,1,9,187,6,3
101312063,72,231,3,77,121,131,0,28
101312064,28,81,4,82,55,120,0,0
101312065,223,237,0,25,16,311,1,60
101312066,120,159,3,21,18,16,1,19
101312067,148,166,2,17,2,24,0,0
101313001,85,144,1,1,1,75,0,0
101313002,71,314,4,5,1,126,0,2
101313003,38,222,2,1,12,123,0,0
101313004,42,113,0,0,1,62,1,0
101313005,71,197,1,2,4,18,1,1
101313006,271,195,2,15,8,46,1,1
101313007,37,186,2,3,13,43,0,1
101313008,78,735,34,34,44,381,4,1
101313009,62,91,0,2,8,105,1,0
101313010,49,185,8,1,20,149,56,1
101313011,69,111,1,0,2,27,1,0
101314001,401,335,3,54,6,56,0,19
101314002,89,290,18,209,18,32,2,79
101314003,53,95,0,19,2,42,0,0
101314004,108,171,2,23,28,155,2,6
101314005,109,283,4,186,30,19,1,28
101314006,125,185,4,15,21,20,1,21
101314007,4,92,2,28,0,68,0,3
101314008,6,133,1,38,117,143,1,8
101314009,11,104,0,14,72,64,1,1
101314010,60,286,15,77,39,100,5,168
101314011,314,405,3,123,119,30,0,34
101314012,90,260,14,21,1,207,2,7
101314013,53,259,13,95,65,24,4,146
101314014,30,56,0,7,18,38,2,0
101314015,8,29,1,0,11,108,0,1
101314016,125,288,1,1,8,3,2,40
101314017,229,188,25,20,38,84,1,36
101314018,141,249,1,2,11,89,0,5
101314019,9,80,3,109,100,187,1,12
101314020,22,115,9,22,3,41,0,14
101314021,57,136,12,97,23,108,3,89
101314023,2,34,0,15,71,123,0,0
101315001,29,130,12,37,20,144,0,0
101315002,113,323,6,62,302,267,0,13
101315003,62,218,2,8,32,83,2,5
101315004,233,127,7,7,173,73,1,9
101315005,57,223,1,6,8,36,0,0
101315006,268,508,17,30,45,228,3,9
101315007,39,31,0,0,23,154,1,0
101315008,484,234,84,133,334,199,7,42
101315009,199,168,1,17,7,155,1,1
101315010,240,256,54,26,13,74,0,2
101315011,204,151,23,26,6,36,0,1
101315012,109,410,8,54,1,14,1,11
101315013,74,154,5,5,16,54,0,1
101315014,840,375,72,43,88,92,9,25
101315015,355,610,6,104,65,98,0,7
101315016,107,324,4,6,31,225,0,1
101315017,36,223,0,18,11,146,1,0
101315018,37,194,1,5,2,100,3,1
101315019,16,122,0,12,0,102,0,0
101315020,95,87,9,5,3,28,1,4
101316001,194,342,6,2,1,140,2,1
101316002,222,408,27,29,11,288,0,0
101316003,73,114,1,3,79,266,1,29
101316004,83,258,4,3,4,149,0,0
101316005,30,87,4,0,2,31,0,0
101316006,3,102,2,8,6,280,0,9
101316007,102,119,0,9,81,413,10,30
101316008,46,20,1,2,60,203,3,46
101316009,75,94,14,9,119,164,3,24
101316010,91,258,2,0,2,96,3,0
101316011,50,65,0,0,13,163,0,0
101316012,138,147,5,12,121,150,5,107
101316013,48,118,1,0,9,125,3,0
101316014,134,247,2,9,0,59,1,0
101316015,44,129,0,2,4,68,2,0
101316016,72,10,0,0,21,113,1,19
101316017,89,192,5,2,5,228,0,0
101316018,861,930,15,8,19,155,4,41
101316019,73,130,4,1,2,108,1,1
101317001,63,641,10,216,406,319,2,2
101317002,48,106,4,5,59,126,0,0
101317003,22,111,15,95,182,136,1,0
101317004,2,136,2,18,16,10,1,0
101317006,33,104,2,3,87,14,0,0
101317007,7,114,1,2,42,89,0,0
101317008,15,149,13,38,317,252,4,1
101317009,6,79,2,30,48,90,0,0
101317010,88,408,2,4,3,82,0,2
101317012,6,115,5,25,12,183,1,0
101317013,2,32,0,0,5,160,0,0
101317014,2,118,15,216,181,154,0,2
101317016,4,254,2,46,21,71,0,0
101317017,29,183,5,1,29,37,0,4
101317018,52,154,0,4,147,177,2,5
101317019,18,342,0,61,13,24,0,1
101317020,70,193,5,17,87,61,0,1
101317021,9,116,3,18,141,130,1,2
101317022,0,31,1,15,48,118,1,0
101317025,6,32,24,143,548,8,0,0
101317026,17,390,30,1,25,139,1,0
101317027,9,8,0,1,42,153,1,0
101317028,843,1039,11,60,136,133,2,35
101317029,20,270,12,7,74,152,1,3
101317030,223,523,65,188,122,45,1,21
101317031,1,35,5,19,33,104,1,0
101317032,220,417,40,56,452,184,3,3
101317033,3,194,0,20,3,68,2,0
101317034,38,215,2,9,134,48,0,1
101317035,11,23,1,3,20,351,1,0
101317036,3,65,8,16,165,97,6,1
101318001,2,9,8,175,52,172,3,0
101318002,3,30,0,11,30,65,0,0
101318003,44,63,0,11,9,202,0,0
101318004,2,53,2,25,41,154,0,0
101318005,1,81,0,0,1,190,0,0
101318007,20,5,2,68,20,29,0,0
101318009,4,35,1,0,4,280,1,0
101318010,11,183,2,124,98,726,0,2
101318014,1,1,1,0,3,310,1,0
101318016,245,307,7,51,48,333,2,5
101318019,36,112,0,1,2,96,0,0
101318020,29,131,4,195,95,348,1,1
101318021,4,38,0,1,7,222,1,1
101318022,213,528,51,433,197,505,2,7
101318023,1,7,0,3,47,127,1,0
101318024,8,75,10,5,3,212,1,0
101318025,32,155,1,5,16,132,0,0
101318026,8,60,0,7,6,173,0,0
101318027,1,14,0,0,0,123,0,0
101318028,3,28,11,23,51,70,0,1
101318029,4,124,1,48,48,394,1,0
101318030,8,29,1,6,5,290,0,0
101318031,41,126,1,1,5,99,1,1
101318032,44,209,0,2,9,182,0,4
101319001,135,1109,31,82,66,106,13,6
101319002,5,85,4,15,8,27,2,0
101319003,4,43,3,43,17,46,2,0
101319004,4,70,6,11,8,37,0,0
101319005,6,68,0,16,2,46,0,0
101319006,9,137,2,49,18,79,10,0
101319007,14,64,2,63,17,49,1,2
101319008,27,311,11,40,49,70,1,0
101319009,76,280,8,50,77,186,2,1
101319010,40,180,2,56,31,120,1,1
101320001,0,0,0,1,8,240,1,0
101320002,2,7,1,3,20,197,1,0
101320003,4,1,0,1,36,285,2,0
101320004,0,1,0,0,15,186,0,0
101320005,7,119,6,4,15,354,6,1
101320006,2,20,0,27,36,365,15,2
101320007,6,86,0,0,8,184,1,0
101320008,32,89,7,18,67,299,1,8
101320009,9,55,1,3,16,265,1,27
101320010,2,5,0,5,1,560,2,0
101320011,1,5,1,1,3,318,2,0
101320013,1,102,2,0,23,173,0,5
101320014,4,51,1,1,12,183,0,2
101320015,7,53,0,3,76,279,1,1
101320016,20,80,3,2,31,256,5,7
101320018,24,131,4,42,8,194,1,1
101320019,49,49,1,2,4,31,0,1
101320020,81,78,2,2,4,14,0,3
101320021,52,134,12,2,2,2,2,8
101320022,119,61,0,4,0,17,0,2
101320023,16,163,2,7,18,96,1,56
101320024,3,77,1,1,7,95,3,0
101320025,0,24,0,0,4,210,2,0
101320026,93,158,3,8,17,287,3,8
101320027,203,338,2,69,65,291,8,82
101320028,7,39,2,26,53,244,8,8
101320029,1,3,0,3,1,375,1,0
101320030,4,69,0,0,10,149,1,0
101320031,14,245,5,10,24,231,4,1
101321001,209,257,12,268,116,47,1,16
101321002,168,587,4,28,45,351,1,0
101321003,100,205,2,6,75,213,0,5
101321004,154,188,55,583,395,25,1,12
