NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 18 April 2012,,,,,,,,,,,,,,,,,,,,,
I.   REAL SECTOR,,,,,Latest ,,Preceding,,Year to,,Same Quarter,,III.  MONETARY AND,,Latest ,,Preceding,,Year to,Same Month,
,,,,,Quarter,,Quarter,,Date,,Year Ago ,,     BANKING SECTOR (%),,Month,,Month,,     Date,Year Ago,
,A.,National Income (% g.r.) (NSCB),,,,,,,,,,,A.,Growth of U/KBs Outstanding Loans/a,16.1,(Feb '12),16.6,(Jan '12),16.1,13.6,(Feb '11)
,,GNI,,,3.5,(Q4 '11),2.1,(Q3 '11),2.6,FY '11,5.6,(Q4 '10),B.,NPL to total loans ratio,2.4,(Jan '12),2.2,(Dec '11),2.4,3,(Jan '11)
,,GDP,,,3.7,,3.6,,3.7,,6.1,,C.,M3 Growth /b,7.2,(Feb '12),7.2,(Jan '12),7.2,9.8,(Feb '11)
,,,Agriculture,,-2.5,,2.1,,2.6,,4.1,,IV. PRICES,,Latest ,,Preceding,,Year to,Same Month,
,,,Industry,,2.5,,0.8,,1.9,,6.5,,,,Month,,Month,,      Date,Year Ago,
,,,Services,,5.9,,5.4,,5,,6.4,,A.,Headline Inflation Rate (%) (NSO)/c,2.6,(Mar '12),2.7,(Feb '12),3.1,4.8,(Mar '11)
,B.,Manufacturing (MISSI-NSO),,,Latest ,,Preceding,,Year to,,Same Month,,,  Food and Non-Alcoholic Beverages,1.4,,1.4,,2,6.2,
,,(2000 - based),,,Month,,Month,,Date,,Year Ago ,,,  Non-Food,3.6,,3.7,,4,3.9,
,,Value of Production(% g.r.),,,8.4,(Feb '12),3.3,(Jan '12),5.9,(Jan -Feb'12),10.9,(Feb '11),,NCR,2.7,,2.3,,2.8,3.9,
,,Volume of Production(% g.r.),,,5.1,,0.5,,8.5,,11.1,,,AONCR,2.6,,2.8,,3.1,5.1,
,,Value of Sales(% g.r.),,,-0.6,,4.6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,1.9,,14.1,,B.,"Lending Rate (Low, %)",5.5,(Feb '12),5.7,(Jan '12),5.6,5.5,(Feb '12)
,,Volume of Sales(% g.r.),,,-3.6,,1.8,,-1,,14.3,,,,Latest ,,                Preceding,,Year to,                      Same Week,
,,Weighted Ave. Capacity Utilization (%),,,83.3,,83,,83.1,,82.8,,,,Week,,               Week,,   Date,                      Year Ago,
,C.,Electrical Consumption (% g.r.),,,Latest ,,Preceding,,Year to,,Same Month,,C.,BSP Overnight Borrowing Policy Rates(RP),6,(18 Apr '12),6,(10 Apr '12),6,6.5,(18 Apr'11)
,,(Meralco kWh Sales),,,Month,,Month,,Date,,Year Ago ,,D.,BSP Overnight Lending Policy Rates(RRP),4,(18 Apr '12),4,(10 Apr '12),4,4.5,(18 Apr'11)
,,Residential,,,7.1,(Feb '12),6.6,(Jan '12),6.8,(Jan-Feb '12),3,(Feb '11),E.,91-Day T-Bill Rate (%),2.4,(21 Mar '12),2.1,(07 Mar '12),1.9,1.1,(23 Mar '11)
,,Commercial,,,6.3,,8.4,,7.3,,2.2,,F.,"Forex (Average, P:$1)",42.7,(18 Apr '12),42.8,(11 Apr '12),43,43.2,(18 Apr '11)
,,Industrial,,,11.5,,11.6,,11.6,,-1.3,,G.,PSEi,"5,157.28",(17 Apr '12),"5,022.29",(10 Apr '12),"4,882.30","4,269.20",(18 Apr '11)
,,Others,,,-10,,-10.8,,-10.4,,1.7,,V. EXTERNAL ACCOUNTS (BSP/NSO),,                  Latest ,,                Preceding,,Year to,                     Same Month/Quarter,
,,Total,,,8,,8.6,,8.3,,1.3,,,,               Month/Quarter,,                 Month/Quarter,,   Date,                     Year Ago,
,D.,Building Permits ( % g.r.) (NSO),,,Latest ,,Preceding,,Year to,,Same Quarter,,A.,Merchandise Exports (% g.r.),14.6, (Feb '12) ,3.1, (Jan '12) ,8.8,8.3,(Feb '11)
,,,,,Quarter ,,Quarter,,Date,,Year Ago ,,, - Electronic Products/d (% g.r.),15.8,,0.5,,7.9,-2.7,
,,Number of Permits,,,7.6,(Q4 '11),5.4,(Q3'11),0.5,(FY '11),-24.6,Q4 '10,B.,Merchandise Imports (% g.r.),-3.2, (Jan '12) ,-6.4, (Dec '11) ,-3.2,23,(Jan '11)
,,Value of Construction,,,-8.4,,-10,,1.8,,16.1,,,- Raw mat. & intermediate goods (% g. r.),-19.6,,-11.2,,-19.6,59.3,
,E.,Investment Indicators (% g.r.),,,Latest ,,Preceding,,Year to,,Same Period,,,- Capital goods (% g. r.),-3.8,,-10.3,,-3.8,-0.4,
,,,,,Period,,Period,,Date,,Year Ago ,,C.,Current Account ($ M),"1,808",(Q4 '11),"2,391",(Q3 '11),"7,078","2,391",(Q4 '10)
,,Total Approved Foreign Direct Investment,,,42.2,(Q4 '11),32,(Q3 '11),30.6,(Q1-Q4 '11),61,(Q4 '10),D.,Capital & Financial Accounts ($ M),-981,(Q4 '11),"2,483",(Q3 '11),"5,228","5,349",(Q4 '10)
,,,BOI Investment,,-86.3,,17.2,,4.1,,114.8,,,"- Direct Investments, net'",461,,-78,,"1,253",403,
,,,PEZA Investment,,38.1,,20.2,,36.2,,37.5,,E.,Balance of Payments ($ M),588,(Feb '12),864,(Jan '12),"1,452",-133,(Feb '11)
,,,SBMA Investment,,"23,237.20",,681.7,,282.4,,-80.6,,F.,Gross International Reserves ($ M),"76,540",(Mar '12),"77,011",(Feb '12),"76,540","65,983",(Mar '11)
,,,CDC Investment,,-90.1,,"1,141.20",,-28.4,,478.8,,,- Months' worth of imports,11.5,,11.3,,11.5,9.8,
II.  EMPLOYMENT (NSO-LFS),,,,,Latest ,,Preceding,,Year to,,Same Period,,G.,Total External Debt ($ M),"61,711",(Q4 '11),"62,431",(Q3 '11),"61,711","60,048",(Q4 '10)
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,,- of which: Total Short Term',"7,013",,"7,147",,"7,013","6,295",
,A.,Unemployment Rate (%)/f new definition,,,7.2,(Jan '12),6.4,(Oct '11),7.2,(Jan '12),7.4,(Jan '11),,                 Total Private Sector,"14,079",,"14,552",,"14,079","13,851",
