NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 11 January 2012,,,,,,,,,,,,,,,,,,,,,
I.   REAL SECTOR,,,,,Latest ,,Preceding,,Year to,,Same Quarter,,III.  MONETARY AND,,Latest ,,Preceding,,Year to,Same Month,
,,,,,Quarter,,Quarter,,Date,,Year Ago ,,     BANKING SECTOR (%),,Month,,Month,,     Date,Year Ago,
,A.,National Income (% g.r.) (NSCB),,,,,,,,,,,A.,Growth of U/KBs Outstanding Loans/a,21.1,(Oct '11),18.9,(Sep '11),21.1,9.1,(Oct '10)
,,GNI,,,1.6,(Q3 '11),1.5,(Q2'11),2.1,(Q1-Q3 '11),6.9,(Q3 '10),B.,NPL to total loans ratio,2.5,(Oct '11),2.6,(Sep '11),2.5,3.1,(Oct '10)
,,GDP,,,3.2,,3.1,,3.6,,7.3,,C.,M3 Growth /b,6.9,(Oct '11),7.4,(Sep '11),6.9,7.8,(Oct '10)
,,,Agriculture,,1.8,,8.2,,4.7,,-2,,IV. PRICES,,Latest ,,Preceding,,Year to,Same Month,
,,,Industry,,-0.2,,-2.3,,1.4,,9.8,,,,Month,,Month,,      Date,Year Ago,
,,,Services,,5.3,,5.4,,4.7,,7.8,,A.,Headline Inflation Rate (%) (NSO)/c,4,(Dec '11),4.7,(Nov '11),4.4,3,(Dec '10)
,B.,Manufacturing (MISSI-NSO),,,Latest ,,Preceding,,Year to,,Same Month,,,  Food,4,,4.5,,4.1,2,
,,,,,Month,,Month,,Date,,Year Ago ,,,  Non-Food,4.2,,4.9,,4.8,3.9,
,,(2000 - based),,,,,,,,,,,,NCR,3.6,,4.4,,4.3,3.4,
,,Value of Production(% g.r.),,,-6,(Oct '11),1.9,(Sept '11),4.3,(Jan-Oct '11),9.5,(Oct '10),,AONCR,4.2,,4.9,,4.5,2.8,
,,Volume of Production(% g.r.),,,-6.3,,2.5,,4.1,,16.8,,B.,Core Inflation Rate (%) (NSO)/c,3.4,(Nov '11),3.7,(Nov '11),3.6,3.4,(Dec '10)
,,Value of Sales(% g.r.),,,12.3,,7.6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,10.4,,5.4,,C.,"Lending Rate (Low, %)",5.7,(Oct '11),5.6,(Sep '11),5.6,6.5,(Oct '10)
,,Volume of Sales(% g.r.),,,12,,8.2,,10.3,,12.4,,,,Latest ,,                Preceding,,Year to,                      Same Week,
,,Weighted Ave. Capacity Utilization (%),,,83.1,,83.2,,83.1,,83.3,,,,Week,,               Week,,   Date,                      Year Ago,
,C.,Electrical Consumption (% g.r.),,,Latest ,,Preceding,,Year to,,Same Month,,D.,BSP Overnight Borrowing Policy Rates(RP),6.5,(10 Jan '12),6.5,(03 Jan '12),6.5,6,(07 Jan '11)
,,(Meralco kWh Sales),,,Month,,Month,,Date,,Year Ago ,,E.,BSP Overnight Lending Policy Rates(RRP),4.5,(10 Jan '12),4.5,(03 Jan '12),4.5,4,(07 Jan '11)
,,Residential,,,3.8,(Nov '11),-3.6,(Oct '11),-2.3,(Jan-Nov '11),5.1,(Nov '10),F.,91-Day T-Bill Rate (%),1.6,(14 Dec '11),1,(16 Dec 11),1.5,0.8,(01 Dec '10)
,,Commercial,,,3.5,,-0.1,,1.5,,5.7,,G.,"Forex (Average, P:$1)",44,(11 Jan '12),43.8,(04 Jan '12),43.9,44.2,(11 Jan '11)
,,Industrial,,,7.9,,6.9,,3.1,,8.7,,H.,PSEi,"4,561.08",(10 Jan '12),"4,422.22",(03 Jan '12),"4,487.40","4,112.60",(10 Jan '11)
,,Others,,,-10.8,,-9.3,,-0.8,,1.7,,V. EXTERNAL ACCOUNTS (BSP/NSO),,                  Latest ,,                Preceding,,Year to,                     Same Month/Quarter,
,,Total,,,4.8,,0.8,,0.7,,6.4,,,,               Month/Quarter,,                 Month/Quarter,,   Date,                     Year Ago,
,D.,Building Permits ( % g.r.) (NSO),,,Latest ,,Preceding,,Year to,,Same Quarter,,A.,Merchandise Exports (% g.r.),-19.4, (Nov '11) ,-14.6, (Oct '11) ,-5.6,11.5,(Nov '10)
,,,,,Quarter ,,Quarter,,Date,,Year Ago ,,, - Electronic Products/d (% g.r.),-34.5,,-36.5,,-23,8.5,
,,Number of Permits,,,5.4,(Q3'11),-3,(Q2'11),-1.5,Q1-Q3 '11,-9.2,Q3 '10,B.,Merchandise Imports (% g.r.),2.3, (Oct '11) ,10.4, (Sep '11) ,12.2,28.8,(Oct '10)
,,Value of Construction,,,-10,,13.4,,5.2,,25.1,,,- Raw mat. & intermediate goods (% g. r.),-1,,11.2,,25.3,20.8,
,E.,Investment Indicators (% g.r.),,,Latest ,,Preceding,,Year to,,Same Period,,,- Capital goods (% g. r.),-10.8,,5.1,,-6.4,27.9,
,,,,,Period,,Period,,Date,,Year Ago ,,C.,Current Account ($ M),"2,033",(Q3 '11),"2,072",(Q2 '11),"5,057","3,392.00",(Q3 '10)
,,Total Approved Foreign Direct Investment,,,32,(Q3 '11),194.5,(Q2 '11),9.9,(Q1-Q23 '11),82.9,(Q3 '10),D.,Capital & Financial Accounts ($ M),"2,254",(Q3 '11),-267,(Q2 '11),"5,075","1,717.00",(Q3 '10)
,,,BOI Investment,,17.2,,333.6,,74,,6217.3,,,"- Direct Investments, net'",-94,,439,,699,281,
,,,PEZA Investment,,20.2,,156.8,,22.9,,19.2,,E.,Balance of Payments ($ M),364,(Nov '11),208,(Oct '11),"10,293","3,903",(Nov '10)
,,,SBMA Investment,,681.7,,-98,,-84.6,,-80.6,,F.,Gross International Reserves ($ M),"76,206",(Nov '11),"75,832",(Oct '11),"76,206","60,566",(Nov '10)
,,,CDC Investment,,"1,141.20",,1524.8,,-23.1,,-89.9,,,- Months' worth of imports,11.2,,11.2,,11.2,9.4,
II.  EMPLOYMENT (NSO-LFS),,,,,Latest ,,Preceding,,Year to,,Same Period,,G.,Total External Debt ($ M),"62,431",(Q3 '11),"61,424",(Q2 '11),"62,431","59,771",(Q3 '10)
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,,- of which: Total Short Term',"7,147",,"7,156",,"7,147","5,742",
