NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,
As of 21 March 2012,,,,,,,,,,,,,,,,,,,,,
I.   REAL SECTOR,,,,,Latest ,,Preceding,,Year to,,Same Quarter,,III.  MONETARY AND,,Latest ,,Preceding,,Year to,Same Month,
,,,,,Quarter,,Quarter,,Date,,Year Ago ,,     BANKING SECTOR (%),,Month,,Month,,     Date,Year Ago,
,A.,National Income (% g.r.) (NSCB),,,,,,,,,,,A.,Growth of U/KBs Outstanding Loans/a,16.6,(Jan '12),16.4,(Dec '11),16.6,12.4,(Jan '11)
,,GNI,,,3.5,(Q4 '11),2.1,(Q3 '11),2.6,FY '11,5.6,(Q4 '10),B.,NPL to total loans ratio,2.4,(Jan '12),2.2,(Dec '11),2.4,3,(Jan '11)
,,GDP,,,3.7,,3.6,,3.7,,6.1,,C.,M3 Growth /b,7.2,(Jan '12),6.3,(Dec '11),7.2,9.6,(Jan '11)
,,,Agriculture,,-2.5,,2.1,,2.6,,4.1,,IV. PRICES,,Latest ,,Preceding,,Year to,Same Month,
,,,Industry,,2.5,,0.8,,1.9,,6.5,,,,Month,,Month,,      Date,Year Ago,
,,,Services,,5.9,,5.4,,5,,6.4,,A.,Headline Inflation Rate (%) (NSO)/c,2.7,(Feb '12),4,(Jan '12)r,3.3,4.7,(Feb '11)
,B.,Manufacturing (MISSI-NSO),,,Latest ,,Preceding,,Year to,,Same Month,,,  Food and Non-Alcoholic Beverages,1.4,,3.2,,2.3,5.9,
,,(2000 - based),,,Month,,Month,,Date,,Year Ago ,,,  Non-Food,3.7,,4.8,,4.2,3.8,
,,Value of Production(% g.r.),,,2.6,(Jan '12),-6.2,(Dec '11),2.6,(Jan '12),11.6,(Jan '11),,NCR,2.3,,3.5,,2.9,4.6,
,,Volume of Production(% g.r.),,,0.2,,-7.6,,0.2,,14.4,,,AONCR,2.8,,4,,3.3,4.7,
,,Value of Sales(% g.r.),,,1.6,,1,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,1.6,,3,,B.,"Lending Rate (Low, %)",5.5,(Feb '12),5.7,(Jan '12),5.6,5.5,(Feb '12)
,,Volume of Sales(% g.r.),,,-0.8,,-0.5,,-0.8,,5.6,,,,Latest ,,                Preceding,,Year to,                      Same Week,
,,Weighted Ave. Capacity Utilization (%),,,83.3,(Dec '11),83.2,(Nov '11),83.1,(FY '11),83.4,(Dec '10),,,Week,,               Week,,   Date,                      Year Ago,
,C.,Electrical Consumption (% g.r.),,,Latest ,,Preceding,,Year to,,Same Month,,C.,BSP Overnight Borrowing Policy Rates(RP),6,(19 Mar '12),6,(12 Mar '12),6,6,(18 Mar '11)
,,(Meralco kWh Sales),,,Month,,Month,,Date,,Year Ago ,,D.,BSP Overnight Lending Policy Rates(RRP),4,(19 Mar '12),4,(12 Mar '12),4,4,(18 Mar '11)
,,Residential,,,7.1,(Feb '12),6.6,(Jan '12),6.8,(Jan-Feb '12),3,(Feb '11),E.,91-Day T-Bill Rate (%),1.9,(22 Feb '12),1.8,(08 Feb '12),1.7,0,(09 Feb '11)
,,Commercial,,,6.3,,8.4,,7.3,,2.2,,F.,"Forex (Average, P:$1)",42.9,(21 Mar '12),42.6,(14 Mar '12),43,43.7,(14 Mar '11)
,,Industrial,,,11.5,,11.6,,11.6,,-1.3,,G.,PSEi,"5,102.24",(20 Mar '12),"5,005.75",(13 Mar '12),"4,813.20","3,844.30",(14 Mar '11)
,,Others,,,-10,,-10.8,,-10.4,,1.7,,V. EXTERNAL ACCOUNTS (BSP/NSO),,                  Latest ,,                Preceding,,Year to,                     Same Month/Quarter,
,,Total,,,8,,8.6,,8.3,,1.3,,,,               Month/Quarter,,                 Month/Quarter,,   Date,                     Year Ago,
,D.,Building Permits ( % g.r.) (NSO),,,Latest ,,Preceding,,Year to,,Same Quarter,,A.,Merchandise Exports (% g.r.),3, (Jan '12) ,-18.9, (Dec '11) ,3,11.8,(Jan '11)
,,,,,Quarter ,,Quarter,,Date,,Year Ago ,,, - Electronic Products/d (% g.r.),0.4,,-29.4,,0.4,5.3,
,,Number of Permits,,,5.4,(Q3'11),-3,(Q2'11),-1.5,Q1-Q3 '11,-9.2,Q3 '10,B.,Merchandise Imports (% g.r.),-6.5, (Dec '11) ,0.7, (Nov '11) ,9.5,25.7,(Dec '10)
,,Value of Construction,,,-10,,13.4,,5.2,,25.1,,,- Raw mat. & intermediate goods (% g. r.),-11.3,,0.4,,19.5,42.4,
,E.,Investment Indicators (% g.r.),,,Latest ,,Preceding,,Year to,,Same Period,,,- Capital goods (% g. r.),-10.5,,-14,,-7.5,12.7,
,,,,,Period,,Period,,Date,,Year Ago ,,C.,Current Account ($ M),"2,033",(Q3 '11),"2,072",(Q2 '11),"5,057","3,392.00",(Q3 '10)
,,Total Approved Foreign Direct Investment,,,32,(Q3 '11),194.5,(Q2 '11),9.9,(Q1-Q23 '11),82.9,(Q3 '10),D.,Capital & Financial Accounts ($ M),"2,254",(Q3 '11),-267,(Q2 '11),"5,075","1,717.00",(Q3 '10)
,,,BOI Investment,,17.2,,333.6,,74,,6217.3,,,"- Direct Investments, net'",-94,,439,,699,281,
,,,PEZA Investment,,20.2,,156.8,,22.9,,19.2,,E.,Balance of Payments ($ M),588,(Feb '12),864,(Jan '12),"1,452",-133,(Feb '11)
,,,SBMA Investment,,681.7,,-98,,-84.6,,-80.6,,F.,Gross International Reserves ($ M),"77,766",(Feb '12),"77,358",(Jan '12),"77,766","63,890",(Feb '11)
,,,CDC Investment,,"1,141.20",,1524.8,,-23.1,,-89.9,,,- Months' worth of imports,11.5,,11.4,,11.5,9.6,
II.  EMPLOYMENT (NSO-LFS),,,,,Latest ,,Preceding,,Year to,,Same Period,,G.,Total External Debt ($ M),"62,431",(Q3 '11),"61,424",(Q2 '11),"62,431","59,771",(Q3 '10)
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,,- of which: Total Short Term',"7,147",,"7,156",,"7,147","5,742",
