NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,,
As of 07 November 2012,,,,,,,,,,,,,,,,,,,,,,
I.   REAL SECTOR,,,,,Latest ,,Preceding,,Year to,,Same Quarter,,III.  MONETARY AND,,Latest ,,Preceding,,Year to,,Same Month,
,,,,,Quarter,,Quarter,,Date,,Year Ago ,,     BANKING SECTOR (%),,Month,,Month,,     Date,,Year Ago,
,A.,National Income (% g.r.) (NSCB),,,,,,,,,,,A.,Growth of U/KBs Outstanding Loans/a,12.4,(Aug '12),15.2,(Jul '12),12.4,(Aug '12),24.8,(Aug '11)
,,GNI,,,5.6,(Q2'12),5.1,(Q1 '12),5.4,(S1'12),2.4,(Q2 '11),B.,NPL to total loans ratio,2.1,(Aug '12),2.1,(Jul '12),2.1,(Aug '12),2.5,(Aug '11)
,,GDP,,,5.9,,6.3,,6.1,,3.6,,C.,M3 Growth /b,6.2,(Aug '12),8.7,(Jul '12),6.2,(Aug '12),9.4,(Aug '11)
,,,Agriculture,,0.7,,1,,0.8,,8.3,,,,,,,,,,,
,,,Industry,,4.6,,5.3,,4.9,,-1.4,,IV. PRICES,,Latest ,,Preceding,,Year to,,Same Month,
,,,Services,,7.6,,8.1,,7.8,,5.6,,,,Month,,Month,,      Date,,Year Ago,
,B.,Manufacturing (MISSI-NSO),,,Latest ,,Preceding,,Year to,,Same Month,,,,,,,,,,,
,,,,,Month,,Month,,Date,,Year Ago ,,A.,Headline Inflation Rate (%) (NSO)/c,3.1,(Oct '12),3.6,(Sep '12),3.2,Jan - Oct '12,5.2,(Oct '11)
,,(2000 - based),,,,,,,,,,,,  Food and Non-Alcoholic Beverages,2.5,,3.7,,2.4,,4.7,
,,,,,,,,,,,,,,  Non-Food,3.7,,3.7,,3.8,,4.9,
,,Value of Production(% g.r.),,,3,(Aug '12),2.5,(Jul '12),5.7,(Jan-Aug '12),1.6,(Aug '11),,NCR,2.9,,3.5,,2.9,,4.9,
,,Volume of Production(% g.r.),,,3.5,,3.7,,5.1,,1.2,,,AONCR,3.3,,3.7,,3.2,,5.3,
,,Value of Sales(% g.r.),,,-5.5,,-1.7,,2.7,,16.2,,B.,Core Inflation Rate (%) (NSO)/c,3.6,(Oct '12),3.8,(Sep '12),3.8,Jan - Oct '12,4.7,(Oct '11)
,,Volume of Sales(% g.r.),,,-5,,-0.5,,2.1,,15.8,,,,,,,,,,,
,,Weighted Ave. Capacity Utilization (%),,,0.1,,0.1,,0.4,,-0.1,,C.,"Lending Rate (Low, %)",5.5,(Aug '12),5.7,(Jul '12),5.7,Jan - Aug '12,5.8,(Aug '11)
,C.,Electrical Consumption (% g.r.),,,Latest ,,Preceding,,Year to,,Same Month,,,,Latest ,,                Preceding,,Year to,,                      Same Week,
,,(Meralco kWh Sales),,,Month,,Month,,Date,,Year Ago ,,,,Week,,               Week,,   Date,,                      Year Ago,
,,Residential,,,-3.3,(Aug '12),4.3,(Jul '12),5.9,(Jan-Aug '12),-0.1,(Aug '11),D.,BSP Overnight Borrowing Policy Rates(RP),5.5,(29 Oct '12),5.8,(22 Oct '12),5.5,,6.5,(28 Oct '11)
,,Commercial,,,-1,,5.5,,6.3,,2.8,,E.,BSP Overnight Lending Policy Rates(RRP),3.5,(29 Oct '12),3.8,(22 Oct '12),3.5,,4.5,(28 Oct '11)
,,Industrial,,,4.4,,18.7,,13.7,,11.5,,F.,91-Day T-Bill Rate (%),0.5,(29 Oct '12),0.7,(01 Oct '12),1.6,,3.6,(20 Oct  '11)
,,Others,,,-14.2,,-9.9,,-10.3,,8.5,,G.,"Forex (Average, P:$1)",41.2,(07 Nov '12),41.3,(31 Oct '12),42.4,,43,(08 Nov '11)
,,Total,,,-0.1,,8.9,,8.3,,4.4,,H. ,PSEi,"5,473.70",(06 Nov '12),"5,426.70",(30 Oct '12),"5,120.90",,"4,314.70",(08 Nov '11)
,D.,Building Permits ( % g.r.) (NSO),,,Latest ,,Preceding,,Year to,,Same Quarter,,V. EXTERNAL ACCOUNTS (BSP/NSO),,                  Latest ,,                Preceding,,Year to,,                     Same Month/Quarter,
,,,,,Quarter ,,Quarter,,Date,,Year Ago ,,,,               Month/Quarter,,                 Month/Quarter,,   Date,,                     Year Ago,
,,Number of Permits,,,4.4,(Q2 '12),4.4,(Q1 '12),7.7,(Q2 '12),-3,(Q2 '11),A.,Merchandise Exports (% g.r.),-9, (Aug '12) ,6, (Jul '12) ,5.4,Jan- Aug '12,-12.6,(Aug '11)
,,Value of Construction,,,15.5,,-6.8,,6.1,,-4.9,,, - Electronic Products/d (% g.r.),-14.9,,-25.6,,-8.1,,-30.6,
,E.,Investment Indicators (% g.r.),,,Latest ,,Preceding,,Year to,,Same Period,,B.,Merchandise Imports (% g.r.),-0.4, (Aug '12) ,-0.8, (Jul '12) ,0.1,Jan-Aug '12,13.8,(Aug '11)
,,,,,Period,,Period,,Date,,Year Ago ,,,- Raw mat. & intermediate goods (% g. r.),-0.2,,-2.8,,-15.2,,3.2,
,,,,,,,,,,,,,,- Capital goods (% g. r.),-3.9,,10.6,,17.2,,16,
,,Total Approved Foreign Direct Investment,,,9.4,(Q2'12),-16.3,(Q1'12),0.4,(Jan-Jun '12),192.5,(Q2'11),,,,,,,,,,
,,,BOI Investment,,-24,,53.3,,-7.3,,333.6,,C.,Current Account ($ M),"2,831",(Q2 '12),844,(Q1 '12),"3,675",Jan-Jun '12,"1,906",(Q2 '11)
,,,PEZA Investment,,118.8,,-27.7,,43.6,,152.4,,,,,,,,,,,
,,,SBMA Investment,,27.6,,139.4,,69.4,,-97.6,,D.,Capital & Financial Accounts ($ M),"-1,541",(Q2 '12),335,(Q1 '12),"-1,206",Jan-Jun '12,70,(Q2 '11)
,,,CDC Investment,,-96.4,,-13.4,,-87,,1524.8,,,"- Direct Investments, net'",-361,,694,,333,,464,
II.  EMPLOYMENT (NSO-LFS),,,,,Latest ,,Preceding,,Year to,,Same Period,,E.,Balance of Payments ($ M),751,(Sep '12),582,(Aug '12),"5,831",Jan- Sep '12,719,(Sep '11)
     AND WAGES,,,,,Period,,Period,,Date,,Year Ago ,,,,,,,,,,,
