NEDA UPDATES ON THE ECONOMY,,,,,,,,,,,,,,,,,,,,,,
As of 12 December 2012,,,,,,,,,,,,,,,,,,,,,,
I.   REAL SECTOR,,,,,Latest ,,Preceding,,Year to,,Same Quarter,,III.  MONETARY AND,,Latest ,,Preceding,,Year to,,Same Month,
,,,,,Quarter,,Quarter,,Date,,Year Ago ,,     BANKING SECTOR (%),,Month,,Month,,     Date,,Year Ago,
,A.,National Income (% g.r.) (NSCB),,,,,,,,,,,A.,Growth of U/KBs Outstanding Loans/a,14.2,(Sept '12),12.4,(Aug '12),14.2,(Sept '12),18.9,(Sept '11)
,,GNI,,,6.6,(Q3'12),5.7,(Q2 '12),5.8,(Q1-Q3'12),2.2,(Q3 '11),B.,NPL to total loans ratio,2.1,(Sep '12),2.1,(Aug '12),2.1,(Sep '12),2.5,(Sept '11)
,,GDP,,,7.1,,6,,6.5,,3.2,,C.,M3 Growth /b,7.5,(Sept '12),6.2,(Aug '12),7.5,(Sept '12),7.4,(Sept '11)
,,,Agriculture,,4.1,,0.6,,1.8,,2.2,,IV. PRICES,,Latest ,,Preceding,,Year to,,Same Month,
,,,Industry,,8.1,,5.5,,6.3,,0.1,,,,Month,,Month,,      Date,,Year Ago,
,,,Services,,7,,7.4,,7.5,,5.2,,A.,Headline Inflation Rate (%) (NSO)/c,2.8,(Nov '12),3.1,(Oct '12),3.2,Jan - Nov '12,4.7,(Nov '11)
,B.,Manufacturing (MISSI-NSO),,,Latest ,,Preceding,,Year to,,Same Month,,,  Food and Non-Alcoholic Beverages,2.2,,2.5,,2.3,,4.8,
,,(2000 - based),,,Month,,Month,,Date,,Year Ago ,,,  Non-Food,3.3,,3.7,,3.8,,4.6,
,,Value of Production(% g.r.),,,6.7,(Sept '12),4.2,(Aug '12),6,(Jan-Sept '12),1.9,(Sept '11),,NCR,2.6,,2.9,,2.9,,3.5,
,,Volume of Production(% g.r.),,,8,,4.4,,5.6,,0.3,,,AONCR,2.9,,3.3,,3.3,,5,
,,Value of Sales(% g.r.),,,2.3,,-3.6,,3,,7.7,,B.,Core Inflation Rate (%) (NSO)/c,3.4,(Nov '12),3.6,(Oct '12),3.7,Jan - Nov '12,4.5,(Nov '11)
,,Volume of Sales(% g.r.),,,3.6,,-3.4,,2.7,,5.9,,C.,"Lending Rate (Low, %)",5.3,(Oct '12),5.4,(Sept '12),5.6,Jan - Oct '12,5.7,(Oct '11)
,,Weighted Ave. Capacity Utilization (%),,,0.2,,0.1,,0.4,,0.1,,,,Latest ,,                Preceding,,Year to,,                      Same Week,
,C.,Electrical Consumption (% g.r.),,,Latest ,,Preceding,,Year to,,Same Month,,,,Week,,               Week,,   Date,,                      Year Ago,
,,(Meralco kWh Sales),,,Month,,Month,,Date,,Year Ago ,,D.,BSP Overnight Borrowing Policy Rates(RP),5.5,(12 Dec '12),5.5,(5 Dec '12),5.5,,6.5,(12 Dec '11)
,,Residential,,,-3.3,(Aug '12),4.3,(Jul '12),5.9,(Jan-Aug '12),-0.1,(Aug '11),E.,BSP Overnight Lending Policy Rates(RRP),3.5,(12 Dec '12),3.5,(5 Dec '12),3.5,,4.5,(12 Dec '11)
,,Commercial,,,-1,,5.5,,6.3,,2.8,,F.,91-Day T-Bill Rate (%),0.2,(26 Nov '12),0.2,(12 Nov '12),1.5,,1.5,(17 Nov  '11)
,,Industrial,,,4.4,,18.7,,13.7,,11.5,,G.,"Forex (Average, P:$1)",40.9,(12 Dec '12),40.9,(05 Dec '12),42.2,,43.5,(12 Dec '11)
,,Others,,,-14.2,,-9.9,,-10.3,,8.5,,H. ,PSEi,"5,831.50",(11 Dec '12),"5,706.30",(04 Dec '12),"5,176.70",,"4,276.30",(12 Dec '11)
,,Total,,,-0.1,,8.9,,8.3,,4.4,,V. EXTERNAL ACCOUNTS (BSP/NSO),,                  Latest ,,                Preceding,,Year to,,                     Same Month/Quarter,
,D.,Building Permits ( % g.r.) (NSO),,,Latest ,,Preceding,,Year to,,Same Quarter,,,,               Month/Quarter,,                 Month/Quarter,,   Date,,                     Year Ago,
,,,,,Quarter ,,Quarter,,Date,,Year Ago ,,A.,Merchandise Exports (% g.r.),6.1, (Oct '12) ,22.8, (Sep '12) ,7.1,Jan- Oct'12,-13.2,(Oct '11)
,,Number of Permits,,,4.4,(Q2 '12),4.4,(Q1 '12),7.7,(Q2 '12),-3,(Q2 '11),, - Electronic Products/d (% g.r.),0.3,,1,,-6.6,,-36.6,
,,Value of Construction,,,15.5,,-6.8,,6.1,,-4.9,,B.,Merchandise Imports (% g.r.),3.6, (Sep '12) ,-0.4, (Aug '12) ,0.5,Jan-Sep '12,10.6,(Sep '11)
,E.,Investment Indicators (% g.r.),,,Latest ,,Preceding,,Year to,,Same Period,,,- Raw mat. & intermediate goods (% g. r.),-5.3,,-0.2,,-14.2,,11.6,
,,,,,Period,,Period,,Date,,Year Ago ,,,- Capital goods (% g. r.),-9.3,,-3.9,,13.7,,5.1,
,,Total Approved Foreign Direct Investment,,,9.4,(Q2'12),-16.3,(Q1'12),0.4,(Jan-Jun '12),192.5,(Q2'11),C.,Current Account ($ M),"2,831",(Q2 '12),844,(Q1 '12),"3,675",Jan-Jun '12,"1,906",(Q2 '11)
,,,BOI Investment,,-24,,53.3,,-7.3,,333.6,,D.,Capital & Financial Accounts ($ M),"-1,541",(Q2 '12),335,(Q1 '12),"-1,206",Jan-Jun '12,70,(Q2 '11)
,,,PEZA Investment,,118.8,,-27.7,,43.6,,152.4,,,"- Direct Investments, net'",-361,,694,,333,,464,
,,,SBMA Investment,,27.6,,139.4,,69.4,,-97.6,,E.,Balance of Payments ($ M),604,(Oct '12),751,(Sep '12),"6,435",Jan- Oct '12,208,(Oct '11)
,,,CDC Investment,,-96.4,,-13.4,,-87,,1524.8,,F.,Gross International Reserves ($ M),"84,105",(end Nov '12)/p,"81,747",(end Oct '12),"84,105",(end Nov '12),"76,206",(Nov '11)
II.  EMPLOYMENT (NSO-LFS),,,,,Latest ,,Preceding,,Year to,,Same Period,,,- Months' worth of imports,12.2,,11.8,,12.2,,11.3,
