year,month ,day,time,recto_entry,recto_exit,legarda_entry,legarda_exit,pureza_entry,pureza_exit,v_mapa_entry,v_mapa_exit,j_ruiz_entry,j_ruiz_exit,gilmore_entry,gilmore_exit,betty_go_entry,betty_go_exit,araneta_cubao_entry,araneta_cubao_exit,anonas_entry,anonas_exit,katipunan_entry,katipunan_exit,santolan_entry,santolan_exit
2015,January,1,4:00-5:00,3, -   , -   , -   ,1, -   ,3, -   ,2, -   , -   , -   , -   , -   ,3, -   ,5, -   , -   , -   ,20, -   
2015,January,1,5:00-6:00,160,129,10,35,28,16,43,39,4,12,6,22,3,4,78,55,32,7,100,12,133,65
2015,January,1,6:00-7:00,301,283,22,34,48,42,52,58,22,21,47,39,21,11,146,80,37,24,138,67,258,171
2015,January,1,7:00-8:00,408,467,29,72,94,84,91,86,19,20,45,47,20,17,199,122,59,52,175,103,368,295
2015,January,1,8:00-9:00,540,556,53,72,91,97,82,108,43,16,40,58,26,21,230,231,80,37,269,111,613,411
2015,January,1,9:00-10:00,712,960,91,80,153,97,149,162,45,20,47,80,34,19,315,367,105,82,364,158,931,544
2015,January,1,10:00-11:00,1108,1268,128,133,212,156,265,192,101,38,41,93,29,33,368,531,143,113,522,259,1342,876
2015,January,1,11:00-12:00,1240,1640,142,204,301,202,285,339,79,36,65,172,51,47,492,910,201,94,618,333,1611,1103
2015,January,1,12:00-13:00,1328,1365,199,140,293,156,255,284,65,44,63,150,38,38,469,925,138,126,581,336,1376,1031
2015,January,1,13:00-14:00,1253,1354,177,170,236,205,235,324,61,40,68,87,23,45,515,774,217,136,481,365,1116,1151
2015,January,1,14:00-15:00,1342,1203,153,122,274,188,253,274,61,53,95,57,33,31,592,875,174,162,455,443,1069,1069
2015,January,1,15:00-16:00,1174,1142,190,209,208,179,248,265,69,33,148,58,38,22,614,908,159,125,438,342,1016,1140
2015,January,1,16:00-17:00,1333,1212,147,200,276,224,343,239,76,60,76,72,22,32,745,880,196,185,419,431,1049,953
2015,January,1,17:00-18:00,1315,1190,161,226,215,211,326,236,43,60,90,78,42,43,646,760,135,214,430,407,1052,1208
2015,January,1,18:00-19:00,1131,1141,173,146,194,272,267,346,61,47,71,131,33,37,678,748,162,187,446,348,1012,880
2015,January,1,19:00-20:00,905,947,110,180,165,255,228,260,43,63,51,71,35,35,778,650,159,209,328,326,724,960
2015,January,1,20:00-21:00,693,742,78,118,126,194,223,131,40,57,50,71,18,22,527,418,99,126,234,200,518,740
2015,January,1,21:00-22:00,329,435,34,91,79,101,203,124,12,37,62,40,17,16,294,274,31,117,82,191,159,539
2015,January,1,22:00-23:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9,4, -   ,1,6,36, -   ,18, -   ,15, -   ,102
2015,January,1,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,1,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,2,4:00-5:00,11, -   , -   , -   ,2, -   ,11, -   ,3, -   ,1, -   ,1, -   ,1, -   ,11, -   ,23, -   ,77, -   
2015,January,2,5:00-6:00,411,761,36,76,74,66,88,88,36,22,15,64,27,18,197,184,94,34,473,77,874,160
2015,January,2,6:00-7:00,640,1529,71,123,116,134,162,178,46,49,70,83,35,35,317,360,159,62,682,161,1325,318
2015,January,2,7:00-8:00,1091,2143,92,143,174,213,221,195,77,68,83,181,72,48,460,440,237,138,804,276,1963,532
2015,January,2,8:00-9:00,1551,2894,104,180,240,204,308,370,120,75,88,221,93,96,647,672,354,158,1113,350,2309,896
2015,January,2,9:00-10:00,1715,3784,125,236,246,181,309,400,121,68,124,344,104,86,765,1117,439,163,1344,393,2623,962
2015,January,2,10:00-11:00,2082,4055,126,209,313,243,299,398,129,60,130,233,102,64,842,1371,421,201,1307,512,2980,1242
2015,January,2,11:00-12:00,2430,3706,179,250,276,203,396,442,110,58,128,278,111,73,969,1541,459,249,1243,544,2682,1389
2015,January,2,12:00-13:00,2791,3668,183,246,286,245,364,446,115,76,132,309,92,86,969,1670,448,333,1185,617,2622,1511
2015,January,2,13:00-14:00,2776,3225,244,192,324,273,418,397,115,92,182,327,89,97,1204,1791,438,334,1106,630,2209,1734
2015,January,2,14:00-15:00,3317,3719,225,251,384,271,522,363,158,80,239,309,102,88,1270,1748,524,359,1297,859,2218,1709
2015,January,2,15:00-16:00,3205,3650,223,283,333,267,522,415,139,82,361,282,75,96,1470,1895,495,385,1076,787,2085,1996
2015,January,2,16:00-17:00,3586,2866,229,241,296,275,568,438,123,85,245,280,68,72,1278,1601,426,385,771,817,1657,2347
2015,January,2,17:00-18:00,4314,2238,345,237,394,297,527,510,122,123,307,267,100,118,1389,2030,430,543,681,1030,1558,2416
2015,January,2,18:00-19:00,3944,1811,302,257,306,334,511,511,88,136,279,194,68,125,1278,1898,267,576,539,1068,1315,2366
2015,January,2,19:00-20:00,2845,1408,201,194,267,362,434,418,76,112,280,152,59,98,1258,1501,212,526,436,930,931,2359
2015,January,2,20:00-21:00,1993,992,182,186,223,281,378,323,38,88,97,155,36,49,1121,1203,147,348,331,628,751,1537
2015,January,2,21:00-22:00,962,762,94,143,151,176,383,162,23,60,76,102,20,35,622,689,45,312,127,427,228,1257
2015,January,2,22:00-23:00, -   , -   , -   , -   , -   , -   , -   ,2, -   ,2,12,6, -   ,7,18,63, -   ,26, -   ,44, -   ,222
2015,January,2,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,2,24:00-1:00, -   , -   , -   , -   ,1,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,3,4:00-5:00,45, -   ,1, -   ,2, -   ,13, -   ,3, -   ,1, -   ,1, -   ,12, -   ,13, -   ,12, -   ,58, -   
2015,January,3,5:00-6:00,358,477,60,72,95,82,79,105,17,30,15,80,18,21,203,151,71,36,297,81,721,193
2015,January,3,6:00-7:00,672,943,118,164,178,159,181,243,51,58,85,109,48,41,447,406,133,71,513,210,1123,418
2015,January,3,7:00-8:00,1081,1979,135,259,293,285,409,311,112,113,110,234,79,95,619,696,237,193,792,291,1977,788
2015,January,3,8:00-9:00,1228,2409,126,250,333,258,434,441,144,125,114,324,97,137,735,703,321,202,1019,293,2213,843
2015,January,3,9:00-10:00,1388,2811,174,310,295,258,416,479,141,99,188,408,98,108,831,1030,325,146,1039,314,2209,805
2015,January,3,10:00-11:00,1572,2475,182,235,335,239,368,439,131,78,154,337,85,69,807,1419,386,167,1055,390,2396,1052
2015,January,3,11:00-12:00,1833,2636,205,273,303,249,396,474,97,80,166,322,101,65,1015,1574,340,190,960,402,2201,840
2015,January,3,12:00-13:00,1968,2369,245,291,326,260,473,421,109,84,179,383,90,95,1108,1852,342,258,955,577,2204,1290
2015,January,3,13:00-14:00,2123,2209,246,262,324,216,487,476,124,91,225,335,110,95,1153,1727,400,280,914,523,1987,1579
2015,January,3,14:00-15:00,2528,2365,277,262,345,251,441,447,116,73,243,359,101,72,1288,1704,403,287,945,634,1739,1462
2015,January,3,15:00-16:00,2726,2027,348,256,392,283,551,539,98,101,458,345,103,88,1432,1726,382,426,793,782,1611,1965
2015,January,3,16:00-17:00,3000,2017,321,282,304,359,540,494,156,136,341,286,109,90,1501,1782,336,370,699,795,1437,1937
2015,January,3,17:00-18:00,3015,1695,345,299,373,399,590,518,170,124,349,239,116,115,1587,1669,401,542,700,948,1404,2285
2015,January,3,18:00-19:00,2734,1575,358,291,360,372,665,493,140,120,353,202,74,100,1312,1735,217,457,542,800,1239,2094
2015,January,3,19:00-20:00,2058,1097,260,231,290,385,465,542,75,89,325,175,76,79,1413,1194,200,442,435,752,865,1945
2015,January,3,20:00-21:00,1301,895,201,252,246,363,450,231,58,81,176,107,39,58,1164,848,158,319,336,526,689,1434
2015,January,3,21:00-22:00,606,580,130,170,132,223,356,198,41,57,95,87,26,35,657,525,47,251,119,407,246,1076
2015,January,3,22:00-23:00, -   , -   , -   , -   , -   , -   , -   ,1,1, -   ,12,4, -   ,2,10,59, -   ,20, -   ,32, -   ,257
2015,January,3,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,3,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,4,4:00-5:00,23, -   ,3, -   ,3, -   ,5, -   ,2, -   , -   , -   ,1, -   , -   , -   ,4, -   ,27, -   ,46, -   
2015,January,4,5:00-6:00,309,356,62,57,74,57,98,71,15,25,15,50,26,10,182,126,66,27,203,74,504,144
2015,January,4,6:00-7:00,546,757,70,139,130,105,123,120,52,32,72,68,37,19,311,277,96,64,402,219,873,324
2015,January,4,7:00-8:00,879,1267,106,254,195,162,239,206,64,45,79,107,38,52,439,442,166,110,519,236,1197,521
2015,January,4,8:00-9:00,1163,1571,157,236,227,149,298,337,104,61,73,157,67,71,525,680,281,159,815,332,1695,745
2015,January,4,9:00-10:00,1318,2250,202,282,286,184,403,401,122,62,120,285,102,103,698,1127,276,137,905,397,2001,852
2015,January,4,10:00-11:00,1527,2074,205,212,340,210,361,431,105,67,116,235,113,63,657,1374,402,185,890,405,2015,942
2015,January,4,11:00-12:00,1787,2317,258,247,260,231,367,471,124,52,126,279,73,45,799,1542,353,167,910,408,1917,1114
2015,January,4,12:00-13:00,1962,1857,284,227,365,211,350,436,108,71,147,283,88,80,885,1488,354,259,838,472,1800,1152
2015,January,4,13:00-14:00,1903,1957,317,282,325,227,401,419,103,87,211,329,79,86,1059,1457,400,269,832,465,1826,1317
2015,January,4,14:00-15:00,2246,2301,305,306,381,279,455,412,111,95,203,269,91,64,1203,1516,387,278,850,698,1640,1340
2015,January,4,15:00-16:00,1878,2180,291,381,330,350,517,441,101,95,237,272,92,74,1268,1285,357,327,723,615,1536,1622
2015,January,4,16:00-17:00,2604,1808,341,386,283,328,530,436,110,81,222,231,70,53,1473,1469,326,341,632,705,1289,1440
2015,January,4,17:00-18:00,2636,1486,341,446,319,392,491,418,108,110,248,248,70,120,1302,1297,283,447,576,816,1339,1942
2015,January,4,18:00-19:00,2271,1245,408,479,320,434,449,437,84,121,249,145,54,78,1246,1473,289,414,610,666,1314,1782
2015,January,4,19:00-20:00,1833,1187,264,424,238,416,358,451,39,92,244,132,54,58,1200,1125,224,426,418,664,1127,1530
2015,January,4,20:00-21:00,1229,888,221,318,190,324,320,312,48,62,82,106,36,59,1054,760,143,263,307,394,738,1098
2015,January,4,21:00-22:00,640,544,127,201,132,234,333,194,25,45,54,82,23,42,589,445,47,244,100,365,243,999
2015,January,4,22:00-23:00, -   ,9, -   , -   , -   ,2, -   ,1, -   ,1,13,3,1,5,3,48, -   ,10, -   ,47, -   ,201
2015,January,4,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,4,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,5,4:00-5:00,43, -   ,6, -   ,14, -   ,23, -   ,11, -   ,2, -   ,6, -   ,19, -   ,21, -   ,64, -   ,141, -   
2015,January,5,5:00-6:00,635,1047,129,300,218,261,200,219,55,84,41,127,59,32,353,436,297,67,1011,119,2730,229
2015,January,5,6:00-7:00,1607,2470,260,2700,560,1165,727,523,328,241,294,347,299,158,1394,1273,1346,253,2853,476,6738,675
2015,January,5,7:00-8:00,2146,5681,411,4477,1113,2755,1315,729,415,469,322,628,357,335,1718,2268,1401,605,3062,805,7127,1074
2015,January,5,8:00-9:00,2136,5288,398,2395,786,1823,891,926,281,447,255,809,286,409,1566,2305,1114,447,2657,702,5542,1069
2015,January,5,9:00-10:00,1773,4235,371,1634,504,1293,617,701,250,208,214,686,183,216,1389,1897,792,359,1845,564,4361,985
2015,January,5,10:00-11:00,1852,3431,504,1464,508,1126,569,581,189,138,193,504,204,153,1301,1901,686,284,1580,525,3447,920
2015,January,5,11:00-12:00,2158,3520,755,1065,505,813,568,517,169,103,229,432,178,141,1296,2115,549,322,1326,558,3147,1143
2015,January,5,12:00-13:00,2302,3081,1320,1217,622,872,592,683,135,135,274,467,173,156,1487,2155,656,439,1439,815,2892,1692
2015,January,5,13:00-14:00,2552,2784,1367,942,629,604,580,580,176,138,254,391,160,130,1417,1990,560,479,1140,876,2160,1912
2015,January,5,14:00-15:00,3045,2730,1803,801,762,565,592,507,146,137,403,432,186,162,1615,2162,530,536,1083,976,1879,2341
2015,January,5,15:00-16:00,3481,2633,2088,609,884,478,740,595,183,113,515,382,167,160,1576,2744,466,694,912,1248,1409,3101
2015,January,5,16:00-17:00,4119,2085,2179,558,1076,460,803,565,233,173,547,383,199,186,1770,2426,390,884,854,1610,1353,3265
2015,January,5,17:00-18:00,5091,2501,2629,526,1322,626,1218,786,352,192,747,396,273,242,2291,3059,646,981,1005,1825,1454,4629
2015,January,5,18:00-19:00,5215,2440,2041,509,1446,693,1252,934,230,234,788,342,183,270,2634,3469,642,1309,946,1882,1245,5430
2015,January,5,19:00-20:00,3680,1650,1615,415,1133,585,840,686,151,177,497,297,132,175,2279,2567,454,1083,728,1557,1002,4749
2015,January,5,20:00-21:00,2027,1189,1149,318,747,467,671,409,95,133,218,154,46,103,1710,1715,230,743,417,1145,719,2710
2015,January,5,21:00-22:00,1081,780,625,255,397,265,454,239,29,75,104,122,30,71,861,1038,93,428,150,641,217,1930
2015,January,5,22:00-23:00, -   , -   , -   , -   , -   ,2,1,2, -   ,1,10,9, -   ,1,9,107, -   ,43, -   ,81, -   ,446
2015,January,5,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,5,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,6,4:00-5:00,52, -   ,8, -   ,11, -   ,16, -   ,4, -   ,1, -   ,4, -   ,13, -   ,16, -   ,35, -   ,165, -   
2015,January,6,5:00-6:00,552,1060,107,300,199,227,187,149,57,72,62,108,45,40,401,358,269,69,983,149,2373,200
2015,January,6,6:00-7:00,1316,3025,255,3107,513,1165,723,565,275,272,306,410,300,119,1460,1203,1236,245,3000,471,6678,580
2015,January,6,7:00-8:00,2168,5589,399,4119,1121,2681,1310,786,427,549,350,919,375,312,1934,2311,1386,560,3158,839,7054,1086
2015,January,6,8:00-9:00,1964,5852,396,2597,926,1749,1031,916,342,423,293,847,287,395,1606,2334,1104,477,2785,741,5954,1080
2015,January,6,9:00-10:00,1680,4597,377,1845,510,1213,648,631,243,207,246,629,226,216,1450,1870,808,315,1813,586,4110,967
2015,January,6,10:00-11:00,1763,3519,538,1571,457,1002,539,533,184,140,259,459,197,167,1277,1908,741,281,1500,518,3230,827
2015,January,6,11:00-12:00,2173,3011,714,1144,451,843,503,590,152,96,261,445,167,131,1402,1750,556,386,1403,675,3008,1229
2015,January,6,12:00-13:00,2366,3096,1099,1143,601,648,565,513,151,136,275,420,174,171,1388,2068,621,426,1421,722,2666,1690
2015,January,6,13:00-14:00,2559,2617,1332,969,696,742,543,541,159,146,271,367,168,130,1466,2205,586,444,1099,882,2198,1737
2015,January,6,14:00-15:00,2903,2718,1340,783,739,543,621,461,187,101,375,360,149,155,1564,1925,488,553,1025,915,1497,2332
2015,January,6,15:00-16:00,3351,2327,1901,562,788,421,793,512,180,113,457,386,147,172,1593,2231,468,540,869,1138,1364,2824
2015,January,6,16:00-17:00,3995,2297,2752,525,1035,430,786,589,222,145,687,438,231,188,1829,2660,501,960,995,1591,1315,3391
2015,January,6,17:00-18:00,5318,2303,2801,558,1318,612,1154,755,312,221,918,406,261,233,2125,3079,640,1146,1118,1862,1344,4941
2015,January,6,18:00-19:00,5328,2311,2595,473,1477,637,1225,942,260,221,820,413,177,314,2521,3635,596,1429,995,2106,1260,5674
2015,January,6,19:00-20:00,3947,1878,1864,412,1133,644,858,666,176,192,526,270,138,177,2201,2930,507,964,694,1562,918,4709
2015,January,6,20:00-21:00,2155,1066,1262,329,865,398,661,396,85,152,215,237,69,109,1775,1803,247,824,488,1202,629,3185
2015,January,6,21:00-22:00,1154,802,950,235,453,298,466,276,29,79,129,128,37,92,880,1202,125,542,190,822,231,2156
2015,January,6,22:00-23:00, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,7,7, -   ,1,13,91,1,82, -   ,130, -   ,387
2015,January,6,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,6,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,7,4:00-5:00,52, -   ,10, -   ,13, -   ,27, -   ,4, -   , -   , -   ,6, -   ,16, -   ,21, -   ,39, -   ,143, -   
2015,January,7,5:00-6:00,543,1037,108,217,172,205,170,173,58,69,54,119,38,31,379,373,224,69,924,129,2289,204
2015,January,7,6:00-7:00,1230,3012,224,2853,514,1052,735,463,318,247,285,352,284,129,1393,1201,1113,248,2704,501,6805,526
2015,January,7,7:00-8:00,2123,5885,450,4023,1081,2113,1303,776,439,534,405,927,341,329,1870,2342,1399,621,3160,823,6773,1019
2015,January,7,8:00-9:00,1924,5997,404,2643,956,1639,1060,873,325,367,324,872,299,381,1667,2304,1143,467,2617,763,5512,1053
2015,January,7,9:00-10:00,1792,4653,379,1898,613,1190,639,676,259,229,267,652,246,233,1503,1932,836,320,1904,603,4158,952
2015,January,7,10:00-11:00,1930,3690,545,1471,493,983,563,524,175,137,286,510,211,162,1386,1896,720,298,1577,518,3316,931
2015,January,7,11:00-12:00,2119,3222,708,1195,549,658,573,529,145,112,306,471,207,148,1340,1883,597,313,1497,620,2954,1404
2015,January,7,12:00-13:00,2410,3148,1234,1411,631,820,609,506,195,137,306,428,181,184,1499,2161,707,466,1395,703,2859,1607
2015,January,7,13:00-14:00,2595,3470,1162,1222,710,717,606,503,169,152,390,473,183,155,1560,2059,620,510,1178,936,2242,1727
2015,January,7,14:00-15:00,3190,2988,1809,814,865,462,674,592,171,126,479,415,207,156,1587,2051,519,543,1026,979,1834,2062
2015,January,7,15:00-16:00,3718,2815,2202,647,1039,447,768,620,189,125,522,443,152,170,1596,2503,448,670,855,1136,1393,3021
2015,January,7,16:00-17:00,4674,2670,3228,650,1276,619,886,880,209,174,542,477,213,192,1754,2915,476,895,1000,1528,1222,3235
2015,January,7,17:00-18:00,5773,2800,3540,672,1493,699,1366,1221,339,263,778,491,301,286,2116,3525,666,1164,1261,1834,1455,4702
2015,January,7,18:00-19:00,6560,2860,3076,587,1651,912,1329,1260,295,313,815,455,227,297,2416,3971,738,1460,1107,1996,1222,5883
2015,January,7,19:00-20:00,5396,2141,2704,538,1312,878,980,1336,175,302,601,336,131,255,2162,3398,521,1332,692,1729,1009,4802
2015,January,7,20:00-21:00,2999,1236,1427,319,966,524,694,608,95,158,275,261,77,167,1683,2291,284,829,515,1217,665,3926
2015,January,7,21:00-22:00,1309,834,905,208,471,320,446,275,40,104,152,143,41,106,1018,1306,95,564,186,818,235,2280
2015,January,7,22:00-23:00, -   ,1, -   ,1, -   ,3, -   ,3, -   ,1,11,9, -   ,5,28,119,1,90,2,177, -   ,463
2015,January,7,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,7,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,8,4:00-5:00,46, -   ,8, -   ,10, -   ,19, -   ,5, -   ,1, -   ,5, -   ,12, -   ,28, -   , -   , -   ,152, -   
2015,January,8,5:00-6:00,597,992,113,184,183,190,168,189,66,47,55,104,46,28,402,360,281,68,861,127,2246,189
2015,January,8,6:00-7:00,1286,3378,244,3069,516,1120,776,490,296,243,307,399,291,127,1466,1230,1198,236,2846,502,7240,559
2015,January,8,7:00-8:00,2212,5223,448,3401,1070,2691,1332,839,454,562,336,903,371,338,1987,2276,1471,612,3445,903,6912,1020
2015,January,8,8:00-9:00,2054,4383,464,2668,997,1838,1164,956,404,415,344,902,326,382,1788,1403,1274,514,2791,736,5849,1031
2015,January,8,9:00-10:00,1931,3439,446,1813,736,1176,748,764,223,204,271,623,238,220,1535,1147,898,354,1932,649,4452,1002
2015,January,8,10:00-11:00,2035,2808,673,1590,618,1097,690,544,205,140,319,542,202,167,1374,2064,719,303,1661,542,3453,1176
2015,January,8,11:00-12:00,2352,2515,894,1335,571,921,689,629,176,105,293,489,212,165,1363,2022,644,438,1520,644,3087,1260
2015,January,8,12:00-13:00,2765,2014,1334,1040,672,798,679,535,145,138,325,452,154,153,1422,2215,629,461,1411,864,2680,1800
2015,January,8,13:00-14:00,3233,2195,1688,839,692,696,676,549,179,164,393,428,178,181,1542,2413,625,520,1177,983,2006,1952
2015,January,8,14:00-15:00,3403,1825,1660,467,812,501,716,544,162,139,447,422,189,182,1554,2313,529,638,1021,1192,1857,2467
2015,January,8,15:00-16:00,3329,1936,2032,464,914,545,815,517,183,144,516,409,183,166,1763,2470,509,676,910,1187,1389,3255
2015,January,8,16:00-17:00,4410,1453,2902,563,1043,494,913,655,240,150,694,449,222,215,1808,2691,537,940,968,1399,1343,3686
2015,January,8,17:00-18:00,5189,1721,2826,425,1483,644,1281,826,371,204,837,415,284,269,2309,2240,702,1017,1158,1828,1574,4729
2015,January,8,18:00-19:00,5079,2276,2683,543,1505,786,1425,918,325,238,801,400,208,306,2569,2566,672,1439,1130,1935,1450,5280
2015,January,8,19:00-20:00,3706,1770,2144,368,1231,605,1078,759,167,188,550,324,155,179,2290,2177,491,1106,757,1597,1000,4626
2015,January,8,20:00-21:00,2277,1039,1531,207,904,418,776,514,99,159,256,236,99,132,1785,1446,256,755,567,1013,826,3385
2015,January,8,21:00-22:00,1336,757,1061,179,474,343,521,329,48,106,147,158,36,121,1023,700,118,542,201,827,316,2325
2015,January,8,22:00-23:00, -   , -   , -   , -   , -   ,3,3,4, -   , -   ,9,12, -   ,16,15,55,6,117, -   ,185, -   ,457
2015,January,8,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,8,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,9,4:00-5:00,45, -   ,12, -   ,23, -   ,17, -   ,13, -   ,3, -   ,6, -   ,24, -   ,20, -   ,52, -   ,91, -   
2015,January,9,5:00-6:00,810,1336,104,98,189,139,201,108,48,68,54,89,59,36,466,135,339,67,1127,161,1908,250
2015,January,9,6:00-7:00,1509,2728,305,286,476,451,532,500,170,250,184,461,154,153,833,631,562,268,1730,532,4208,625
2015,January,9,7:00-8:00,2427,4162,453,501,997,809,1123,799,318,537,222,990,285,329,1382,1484,854,605,2141,943,4708,1153
2015,January,9,8:00-9:00,2804,4021,498,507,850,655,1024,887,242,388,245,875,231,394,1291,1817,785,571,2019,892,4441,1326
2015,January,9,9:00-10:00,2770,3769,481,426,620,436,695,740,196,206,244,657,239,294,1251,1308,622,406,1483,841,3313,1406
2015,January,9,10:00-11:00,2638,2455,444,258,480,328,576,554,157,140,317,446,182,186,1255,1567,448,373,1161,736,2521,1428
2015,January,9,11:00-12:00,2880,2365,480,323,442,311,652,603,192,100,289,425,150,143,1307,1692,431,388,1121,843,2385,1550
2015,January,9,12:00-13:00,2906,1979,550,303,553,295,695,535,184,108,373,413,171,180,1354,1730,588,401,1129,804,2153,1863
2015,January,9,13:00-14:00,2795,2532,507,361,456,335,674,550,153,151,330,448,157,147,1338,1738,519,431,1115,823,2063,1750
2015,January,9,14:00-15:00,3092,2314,569,307,514,293,724,593,190,115,422,371,206,163,1664,1576,581,448,1084,824,1809,1964
2015,January,9,15:00-16:00,3462,2168,554,358,449,360,808,575,186,117,463,398,212,154,1782,1493,470,492,984,892,1633,2217
2015,January,9,16:00-17:00,3838,2201,560,463,486,462,865,638,214,134,543,327,248,148,2126,1469,570,616,1085,1097,1605,2622
2015,January,9,17:00-18:00,4923,2511,760,469,760,617,1321,804,355,182,804,276,328,202,2374,1582,766,694,1217,1305,1748,3344
2015,January,9,18:00-19:00,4813,2640,712,610,779,728,1303,859,334,187,731,335,279,223,2847,1750,916,1002,1300,1414,1645,4211
2015,January,9,19:00-20:00,3736,2216,482,512,536,689,1022,781,192,158,574,277,207,177,2393,1355,661,823,924,1015,1316,3287
2015,January,9,20:00-21:00,2859,1331,362,324,406,453,685,508,116,108,241,189,95,126,1693,1295,318,474,569,896,973,2422
2015,January,9,21:00-22:00,1930,938,296,283,233,359,454,345,47,80,139,123,47,97,1208,858,132,471,238,693,332,1967
2015,January,9,22:00-23:00,3,4, -   , -   , -   ,3,4,8, -   ,2,12,13, -   ,9,39,84,1,98,4,201, -   ,502
2015,January,9,23:00-24:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,9,24:00-1:00, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2015,January,10,4:00-5:00,93, -   ,6, -   ,7, -   ,19, -   ,1, -   , -   , -   ,4, -   ,19, -   ,14, -   ,44, -   ,76, -   
2015,January,10,5:00-6:00,480,523,41,142,135,134,138,117,21,35,32,94,29,20,234,193,149,55,524,125,1240,201
2015,January,10,6:00-7:00,976,1359,154,1102,284,670,383,343,129,78,164,232,117,81,792,587,500,120,1628,269,3739,485
2015,January,10,7:00-8:00,1651,2634,294,1963,506,1698,757,529,235,279,231,618,223,210,1426,1142,867,262,2121,626,4857,915
2015,January,10,8:00-9:00,1738,3183,306,1556,557,1341,760,649,242,290,227,671,261,265,1426,1487,842,334,2086,647,4274,1002
2015,January,10,9:00-10:00,1749,3054,446,1116,535,933,607,677,225,207,235,608,179,168,1337,1628,697,260,1675,532,3561,1064
2015,January,10,10:00-11:00,1858,2560,693,1098,466,996,515,535,202,120,283,492,172,120,1350,1268,713,265,1593,474,3038,1250
2015,January,10,11:00-12:00,2283,2654,974,825,596,741,565,605,178,104,296,506,140,131,1366,1626,563,361,1480,733,2841,1529
2015,January,10,12:00-13:00,2691,2314,1087,903,690,642,745,619,231,117,462,470,163,155,1458,1854,583,459,1592,836,2788,1846
2015,January,10,13:00-14:00,2887,2180,1170,799,647,770,717,573,159,156,437,483,128,189,1649,1981,654,496,1226,966,2319,2003
2015,January,10,14:00-15:00,2867,2310,1125,556,811,507,714,558,167,101,425,415,179,144,1627,1736,567,575,1102,993,1995,2396
2015,January,10,15:00-16:00,3256,2083,1360,495,880,463,760,486,197,108,547,466,154,131,1615,2235,466,577,952,1007,1738,2563
2015,January,10,16:00-17:00,4022,1769,1969,452,1045,403,894,656,162,121,585,455,225,143,1793,2059,454,725,948,1355,1514,3342
2015,January,10,17:00-18:00,4776,1788,1680,418,1200,527,1077,741,232,155,685,350,250,190,1941,2640,445,836,1055,1507,1541,3932
