brgy PSGC code,brgy ID,name of province,name of city/municipality,name of barangay,year of survey,total number of HHs in brgy,total number of members in brgy (barangay population),magnitude of members in brgy 1 year old and below,magnitude of members in brgy 5 years old and below,magnitude of members in brgy 6 to 12 years old,magnitude of members in brgy 6 to 12 yrs old not attending elementary school,proportion of members in brgy 6 to 12 yrs old not attending elementary school,magnitude of members in brgy 13 to 16 yrs old not attending high school,proportion of members in brgy 13 to 16 yrs old not attending high school,magnitude of members in brgy 6 to 16 yrs old not attending school,proportion of members in brgy 6 to 16 yrs old not attending school,magnitude of members in brgy 6 to 11 yrs old not attending elementary school,proportion of members in brgy 6 to 11 yrs old not attending elementary school,magnitude of members in brgy 12 to 15 yrs old not attending high school,proportion of members in brgy 6 to 11 yrs old not attending high school,magnitude of members in brgy 13 to 16 years old,magnitude of members in brgy 6 to 16 years old,magnitude of malnourished children 5 years old and below in brgy,proportion of malnourished children 5 years old and below in brgy,magnitude of women in brgy who died due to pregnancy-related causes ,proportion of women in brgy who died due to pregnancy-related causes ,magnitude of households in brgy living in makeshift housing,proportion of households in brgy living in makeshift housing,magnitude of households in brgy who are informal settlers,proportion of households in brgy who are informal settlers,magnitude of households in brgy with income below poverty threshold,proportion of households in brgy with income below poverty threshold,magnitude of households in brgy with income below food threshold,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to safe water system,magnitude of households in brgy without access to sanitary toilet facilities,magnitude of households in brgy without access to sanitary toilet facilities,proportion of households in brgy with income below food threshold,magnitude of members in brgy who are victims of crime,proportion of members in brgy who are victims of crime,magnitude of households in brgy who experienced food shortage,proportion of households in brgy who experienced food shortage,magnitude of members in brgy who are members of the labor force,magnitude of members in brgy 15 years old and above who are unemployed,proportion of members in brgy 15 years old and above who are unemployed,magnitude of members in brgy 0 to 4 years old,magnitude of members in brgy 0 to 4 years old who died,proportion of members in brgy 0 to 4 years old who died,magnitude of members in brgy 6 to 11 years old,magnitude of members in brgy 12 to 15 years old,magnitude of members in brgy 6 to 15 years old,magnitude of members in brgy 6 to 15 years old not in school,proportion of members in brgy 6 to 15 years old not in school,magnitude of members in brgy 10 years old and above,name of province,name of municipality,barangay ID
175901009,175901009,ROMBLON,ALCANTARA,Bagsik,2007,147,732,14,107,161,30,18.6,33,36.299999,26,10.3,-,-,-,-,91,252,14,13.1,0,0,4,2.7,0,0,105,71.400002,92,17,11.6,43,29.299999,62.599998,0,0,5,3.4000001,156,4,2.5999999,-,-,-,-,-,-,-,-,-,59,1,5901009
175901001,175901001,ROMBLON,ALCANTARA,Bonlao,2007,222,1020,21,143,218,42,19.299999,24,27.6,12,3.9000001,-,-,-,-,87,305,8,5.5999999,0,0,3,1.4,0,0,132,59.5,102,7,3.2,42,18.9,45.900002,1,0.1,0,0,235,7,3,-,-,-,-,-,-,-,-,-,59,1,5901001
175901002,175901002,ROMBLON,ALCANTARA,Calagonsao,2007,163,774,21,124,166,40,24.1,23,35.900002,18,7.8000002,-,-,-,-,64,230,19,15.3,0,0,3,1.8,2,1.2,115,70.599998,94,19,11.7,45,27.6,57.700001,4,0.5,2,1.2,201,4,2,-,-,-,-,-,-,-,-,-,59,1,5901002
175901003,175901003,ROMBLON,ALCANTARA,Camili,2007,284,1298,33,197,244,41,16.799999,62,43.099998,54,13.9,-,-,-,-,144,388,25,12.7,1,2.9000001,6,2.0999999,0,0,197,69.400002,161,67,23.6,80,28.200001,56.700001,0,0,9,3.2,312,7,2.2,-,-,-,-,-,-,-,-,-,59,1,5901003
175901004,175901004,ROMBLON,ALCANTARA,Camod-Om,2007,134,679,23,103,157,33,21,22,28.9,18,7.6999998,-,-,-,-,76,233,28,27.200001,0,0,2,1.5,0,0,105,78.400002,89,14,10.4,25,18.700001,66.400002,2,0.30000001,8,6,132,4,3,-,-,-,-,-,-,-,-,-,59,1,5901004
175901010,175901010,ROMBLON,ALCANTARA,Gui-ob,2007,213,1049,16,130,227,43,18.9,43,36.099998,32,9.1999998,-,-,-,-,119,346,20,15.4,1,5.9000001,1,0.5,0,0,149,70,116,10,4.6999998,50,23.5,54.5,1,0.1,6,2.8,272,8,2.9000001,-,-,-,-,-,-,-,-,-,59,1,5901010
175901011,175901011,ROMBLON,ALCANTARA,Lawan,2007,116,565,10,81,123,15,12.2,21,38.900002,20,11.3,-,-,-,-,54,177,16,19.799999,0,0,3,2.5999999,22,19,79,68.099998,71,10,8.6000004,17,14.7,61.200001,0,0,5,4.3000002,144,2,1.4,-,-,-,-,-,-,-,-,-,59,1,5901011
175901005,175901005,ROMBLON,ALCANTARA,Madalag,2007,254,1141,18,139,236,55,23.299999,24,21.4,17,4.9000001,-,-,-,-,112,348,13,9.3999996,0,0,2,0.80000001,0,0,166,65.400002,132,15,5.9000001,50,19.700001,52,0,0,3,1.2,285,6,2.0999999,-,-,-,-,-,-,-,-,-,59,1,5901005
175901006,175901006,ROMBLON,ALCANTARA,Poblacion,2007,374,1674,26,153,325,58,17.799999,38,20.200001,17,3.3,-,-,-,-,188,513,11,7.1999998,0,0,5,1.3,10,2.7,169,45.200001,135,4,1.1,27,7.1999998,36.099998,2,0.1,1,0.30000001,470,8,1.7,-,-,-,-,-,-,-,-,-,59,1,5901006
175901007,175901007,ROMBLON,ALCANTARA,San Isidro,2007,214,916,12,103,179,32,17.9,25,24.299999,14,5,-,-,-,-,103,282,25,24.299999,0,0,0,0,0,0,134,62.599998,109,7,3.3,36,16.799999,50.900002,1,0.1,0,0,246,8,3.3,-,-,-,-,-,-,-,-,-,59,1,5901007
175901012,175901012,ROMBLON,ALCANTARA,San Roque,2007,206,841,15,108,157,31,19.700001,9,10.3,5,2,-,-,-,-,87,244,24,22.200001,0,0,2,1,0,0,114,55.299999,97,15,7.3000002,26,12.6,47.099998,0,0,0,0,199,4,2,-,-,-,-,-,-,-,-,-,59,1,5901012
175901008,175901008,ROMBLON,ALCANTARA,Tugdan,2007,357,1641,37,231,349,61,17.5,48,25.5,22,4.0999999,-,-,-,-,188,537,21,9.1000004,0,0,11,3.0999999,0,0,216,60.5,162,17,4.8000002,74,20.700001,45.400002,0,0,2,0.60000002,352,7,2,-,-,-,-,-,-,-,-,-,59,1,5901008
175902001,175902001,ROMBLON,BANTON,Balogo,2007,100,373,0,38,74,12,16.200001,12,32.400002,9,8.1000004,-,-,-,-,37,111,2,5.3000002,0,0,1,1,0,0,89,89,82,91,91,34,34,82,0,0,1,1,101,0,0,-,-,-,-,-,-,-,-,-,59,2,5902001
175902002,175902002,ROMBLON,BANTON,Banice,2007,93,310,6,36,61,13,21.299999,9,31,1,1.1,-,-,-,-,29,90,3,8.3000002,0,0,0,0,0,0,55,59.099998,50,76,81.699997,26,28,53.799999,0,0,0,0,91,1,1.1,-,-,-,-,-,-,-,-,-,59,2,5902002
175902004,175902004,ROMBLON,BANTON,Hambi-an,2007,49,209,1,26,54,13,24.1,8,34.799999,6,7.8000002,-,-,-,-,23,77,4,15.4,0,0,1,2,1,2,41,83.699997,38,16,32.700001,6,12.2,77.599998,0,0,0,0,42,0,0,-,-,-,-,-,-,-,-,-,59,2,5902004
175902005,175902005,ROMBLON,BANTON,Lagang,2007,17,64,0,6,12,6,50,3,60,2,11.8,-,-,-,-,5,17,0,0,0,0,0,0,0,0,13,76.5,10,17,100,1,5.9000001,58.799999,0,0,0,0,19,0,0,-,-,-,-,-,-,-,-,-,59,2,5902005
175902006,175902006,ROMBLON,BANTON,Libtong,2007,70,227,3,24,34,4,11.8,1,5.3000002,1,1.9,-,-,-,-,19,53,3,12.5,0,0,0,0,0,0,49,70,38,39,55.700001,8,11.4,54.299999,0,0,0,0,88,1,1.1,-,-,-,-,-,-,-,-,-,59,2,5902006
175902007,175902007,ROMBLON,BANTON,Mainit,2007,81,327,3,33,53,12,22.6,6,22.200001,2,2.5,-,-,-,-,27,80,5,15.2,0,0,0,0,1,1.2,57,70.400002,46,35,43.200001,31,38.299999,56.799999,0,0,0,0,121,0,0,-,-,-,-,-,-,-,-,-,59,2,5902007
175902008,175902008,ROMBLON,BANTON,Nabalay,2007,18,68,1,9,15,3,20,3,37.5,2,8.6999998,-,-,-,-,8,23,2,22.200001,0,0,1,5.5999999,0,0,13,72.199997,13,4,22.200001,6,33.299999,72.199997,0,0,1,5.5999999,23,0,0,-,-,-,-,-,-,-,-,-,59,2,5902008
175902009,175902009,ROMBLON,BANTON,Nasunogan,2007,91,275,5,24,66,10,15.2,6,22.200001,2,2.2,-,-,-,-,27,93,1,4.1999998,0,0,0,0,2,2.2,48,52.700001,39,89,97.800003,14,15.4,42.900002,0,0,0,0,73,0,0,-,-,-,-,-,-,-,-,-,59,2,5902009
175902010,175902010,ROMBLON,BANTON,Poblacion,2007,281,1078,12,120,222,47,21.200001,29,20.299999,15,4.0999999,-,-,-,-,143,365,10,8.3000002,0,0,2,0.69999999,1,0.40000001,158,56.200001,128,2,0.69999999,3,1.1,45.599998,0,0,0,0,318,0,0,-,-,-,-,-,-,-,-,-,59,2,5902010
175902011,175902011,ROMBLON,BANTON,Sibay,2007,84,327,4,25,60,13,21.700001,4,14.8,2,2.3,-,-,-,-,27,87,3,12,0,0,0,0,1,1.2,50,59.5,38,84,100,28,33.299999,45.200001,0,0,8,9.5,108,0,0,-,-,-,-,-,-,-,-,-,59,2,5902011
175902012,175902012,ROMBLON,BANTON,Tan-Ag,2007,94,330,4,32,39,4,10.3,8,36.400002,9,14.8,-,-,-,-,22,61,0,0,0,0,1,1.1,0,0,77,81.900002,68,82,87.199997,33,35.099998,72.300003,0,0,0,0,138,0,0,-,-,-,-,-,-,-,-,-,59,2,5902012
175902013,175902013,ROMBLON,BANTON,Toctoc,2007,29,114,1,8,30,4,13.3,4,25,2,4.3000002,-,-,-,-,16,46,2,25,0,0,0,0,1,3.4000001,20,69,17,20,69,0,0,58.599998,0,0,0,0,30,0,0,-,-,-,-,-,-,-,-,-,59,2,5902013
175902014,175902014,ROMBLON,BANTON,Togbongan,2007,34,87,1,8,9,2,22.200001,5,71.400002,1,6.3000002,-,-,-,-,7,16,2,25,0,0,0,0,1,2.9000001,27,79.400002,23,9,26.5,6,17.6,67.599998,0,0,0,0,33,0,0,-,-,-,-,-,-,-,-,-,59,2,5902014
175902015,175902015,ROMBLON,BANTON,Togong,2007,90,302,4,26,77,15,19.5,8,34.799999,8,8,-,-,-,-,23,100,3,11.5,0,0,1,1.1,0,0,58,64.400002,48,88,97.800003,31,34.400002,53.299999,0,0,0,0,112,1,0.89999998,-,-,-,-,-,-,-,-,-,59,2,5902015
175902017,175902017,ROMBLON,BANTON,Tumalum,2007,80,257,6,32,47,16,34,4,26.700001,4,6.5,-,-,-,-,15,62,9,28.1,0,0,0,0,0,0,40,50,30,1,1.3,17,21.299999,37.5,0,0,0,0,92,0,0,-,-,-,-,-,-,-,-,-,59,2,5902017
175902016,175902016,ROMBLON,BANTON,Tungonan,2007,125,388,7,37,52,9,17.299999,10,24.4,8,8.6000004,-,-,-,-,41,93,1,2.7,0,0,0,0,2,1.6,76,60.799999,54,125,100,16,12.8,43.200001,0,0,0,0,184,2,1.1,-,-,-,-,-,-,-,-,-,59,2,5902016
175902018,175902018,ROMBLON,BANTON,Yabawon,2007,100,370,5,43,62,8,12.9,15,37.5,7,6.9000001,-,-,-,-,40,102,3,7,0,0,0,0,0,0,53,53,38,6,6,23,23,38,0,0,0,0,120,0,0,-,-,-,-,-,-,-,-,-,59,2,5902018
175903001,175903001,ROMBLON,CAJIDIOCAN,Alibagon,2007,107,496,12,76,107,40,37.400002,35,60.299999,26,15.8,-,-,-,-,58,165,12,15.8,0,0,0,0,0,0,68,63.599998,48,102,95.300003,36,33.599998,44.900002,0,0,0,0,169,3,1.8,-,-,-,-,-,-,-,-,-,59,3,5903001
175903002,175903002,ROMBLON,CAJIDIOCAN,Cambajao,2007,397,1774,48,334,377,117,31,78,44.299999,111,20.1,-,-,-,-,176,553,9,2.7,0,0,4,1,0,0,259,65.199997,192,259,65.199997,116,29.200001,48.400002,13,0.69999999,27,6.8000002,470,21,4.5,-,-,-,-,-,-,-,-,-,59,3,5903002
175903003,175903003,ROMBLON,CAJIDIOCAN,Cambalo,2007,423,1946,32,310,411,93,22.6,84,42.200001,45,7.4000001,-,-,-,-,199,610,26,8.3999996,0,0,2,0.5,4,0.89999998,258,61,186,114,27,107,25.299999,44,1,0.1,14,3.3,442,6,1.4,-,-,-,-,-,-,-,-,-,59,3,5903003
175903004,175903004,ROMBLON,CAJIDIOCAN,Cambijang,2007,339,1413,64,251,314,72,22.9,47,35.599998,47,10.5,-,-,-,-,132,446,15,6,0,0,21,6.1999998,1,0.30000001,194,57.200001,158,256,75.5,79,23.299999,46.599998,0,0,17,5,336,5,1.5,-,-,-,-,-,-,-,-,-,59,3,5903004
175903005,175903005,ROMBLON,CAJIDIOCAN,Cantagda,2007,287,1340,35,222,305,65,21.299999,62,44,32,7.1999998,-,-,-,-,141,446,22,9.8999996,0,0,5,1.7,3,1,178,62,142,66,23,67,23.299999,49.5,0,0,3,1,321,1,0.30000001,-,-,-,-,-,-,-,-,-,59,3,5903005
