year,month,day,hours,southbound_total_in,northbound_total_in,southbound_total_out,northbound_total_out
2013,January,Monday,4:00-5:00 AM,0,0,0,0
2013,January,Monday,5:00-6:00,9279,6656,9279,6656
2013,January,Monday,6:00-7:00,21026,14663,21026,14663
2013,January,Monday,7:00-8:00,26934,19147,26934,19147
2013,January,Monday,8:00-9:00,23379,17411,23379,17411
2013,January,Monday,9:00-10:00,18937,15232,18937,15232
2013,January,Monday,10:00-11:00,16181,14794,16181,14794
2013,January,Monday,11:00-12:00,15938,14653,15938,14653
2013,January,Monday,12:00-1:00 PM,15729,16676,15729,16676
2013,January,Monday,1:00-2:00,15981,15896,15981,15896
2013,January,Monday,2:00-3:00,15621,17101,15621,17101
2013,January,Monday,3:00-4:00,15245,18765,15245,18765
2013,January,Monday,4:00-5:00,15418,24215,15418,24215
2013,January,Monday,5:00-6:00,18858,26930,18858,26930
2013,January,Monday,6:00-7:00,17368,24095,17368,24095
2013,January,Monday,7:00-8:00,13134,17976,13134,17976
2013,January,Monday,8:00-9:00,9192,12479,9192,12479
2013,January,Monday,9:00-10:00,4205,5201,4205,5201
2013,January,Monday,10:00-11:00,0,0,0,0
2013,January,Tuesday,4:00-5:00 AM,0,0,0,0
2013,January,Tuesday,5:00-6:00,8858,6430,8858,6430
2013,January,Tuesday,6:00-7:00,19994,14232,19994,14232
2013,January,Tuesday,7:00-8:00,25711,18594,25711,18594
2013,January,Tuesday,8:00-9:00,22324,16948,22324,16948
2013,January,Tuesday,9:00-10:00,18088,14885,18088,14885
2013,January,Tuesday,10:00-11:00,15519,14412,15519,14412
2013,January,Tuesday,11:00-12:00,15292,14318,15292,14318
2013,January,Tuesday,12:00-1:00 PM,15152,16242,15152,16242
2013,January,Tuesday,1:00-2:00,15425,15484,15425,15484
2013,January,Tuesday,2:00-3:00,15117,16665,15117,16665
2013,January,Tuesday,3:00-4:00,14764,18286,14764,18286
2013,January,Tuesday,4:00-5:00,14976,23609,14976,23609
2013,January,Tuesday,5:00-6:00,18276,26321,18276,26321
2013,January,Tuesday,6:00-7:00,16859,23521,16859,23521
2013,January,Tuesday,7:00-8:00,12738,17551,12738,17551
2013,January,Tuesday,8:00-9:00,8894,12183,8894,12183
2013,January,Tuesday,9:00-10:00,4087,5075,4087,5075
2013,January,Tuesday,10:00-11:00,0,0,0,0
2013,January,Wednesday,4:00-5:00 AM,0,0,0,0
2013,January,Wednesday,5:00-6:00,9022,6780,9022,6780
2013,January,Wednesday,6:00-7:00,20396,14942,20396,14942
2013,January,Wednesday,7:00-8:00,26168,19464,26168,19464
2013,January,Wednesday,8:00-9:00,22699,17723,22699,17723
2013,January,Wednesday,9:00-10:00,18351,15474,18351,15474
2013,January,Wednesday,10:00-11:00,15698,14933,15698,14933
2013,January,Wednesday,11:00-12:00,15450,14704,15450,14704
2013,January,Wednesday,12:00-1:00 PM,15153,16741,15153,16741
2013,January,Wednesday,1:00-2:00,15449,15917,15449,15917
2013,January,Wednesday,2:00-3:00,14993,17075,14993,17075
2013,January,Wednesday,3:00-4:00,14529,18682,14529,18682
2013,January,Wednesday,4:00-5:00,14776,23735,14776,23735
2013,January,Wednesday,5:00-6:00,17964,26667,17964,26667
2013,January,Wednesday,6:00-7:00,16654,23907,16654,23907
2013,January,Wednesday,7:00-8:00,12568,17571,12568,17571
2013,January,Wednesday,8:00-9:00,8749,12112,8749,12112
2013,January,Wednesday,9:00-10:00,4006,4963,4006,4963
2013,January,Wednesday,10:00-11:00,0,0,0,0
2013,January,Thursday,4:00-5:00 AM,0,0,0,0
2013,January,Thursday,5:00-6:00,8623,6255,8623,6255
2013,January,Thursday,6:00-7:00,19495,13810,19495,13810
2013,January,Thursday,7:00-8:00,25015,18018,25015,18018
2013,January,Thursday,8:00-9:00,21749,16392,21749,16392
2013,January,Thursday,9:00-10:00,17658,14316,17658,14316
2013,January,Thursday,10:00-11:00,15080,13900,15080,13900
2013,January,Thursday,11:00-12:00,14847,13772,14847,13772
2013,January,Thursday,12:00-1:00 PM,14649,15668,14649,15668
2013,January,Thursday,1:00-2:00,14906,14889,14906,14889
2013,January,Thursday,2:00-3:00,14556,16010,14556,16010
2013,January,Thursday,3:00-4:00,14158,17593,14158,17593
2013,January,Thursday,4:00-5:00,14338,22629,14338,22629
2013,January,Thursday,5:00-6:00,17520,25220,17520,25220
2013,January,Thursday,6:00-7:00,16196,22598,16196,22598
2013,January,Thursday,7:00-8:00,12224,16865,12224,16865
2013,January,Thursday,8:00-9:00,8557,11702,8557,11702
2013,January,Thursday,9:00-10:00,3926,4849,3926,4849
2013,January,Thursday,10:00-11:00,0,0,0,0
2013,January,Friday,4:00-5:00 AM,0,0,0,0
2013,January,Friday,5:00-6:00,9350,6764,9350,6764
2013,January,Friday,6:00-7:00,21125,14878,21125,14878
2013,January,Friday,7:00-8:00,27185,19376,27185,19376
2013,January,Friday,8:00-9:00,23664,17653,23664,17653
2013,January,Friday,9:00-10:00,19215,15561,19215,15561
2013,January,Friday,10:00-11:00,16511,15084,16511,15084
2013,January,Friday,11:00-12:00,16320,14915,16320,14915
2013,January,Friday,12:00-1:00 PM,16053,17026,16053,17026
2013,January,Friday,1:00-2:00,16377,16277,16377,16277
2013,January,Friday,2:00-3:00,15987,17440,15987,17440
2013,January,Friday,3:00-4:00,15466,19263,15466,19263
2013,January,Friday,4:00-5:00,15948,24379,15948,24379
2013,January,Friday,5:00-6:00,19309,27449,19309,27449
2013,January,Friday,6:00-7:00,17906,24657,17906,24657
2013,January,Friday,7:00-8:00,13409,18293,13409,18293
2013,January,Friday,8:00-9:00,9286,12563,9286,12563
2013,January,Friday,9:00-10:00,4254,5145,4254,5145
2013,January,Friday,10:00-11:00,0,0,0,0
2013,January,Saturday,4:00-5:00 AM,0,0,0,0
2013,January,Saturday,5:00-6:00,7000,3816,7000,3816
2013,January,Saturday,6:00-7:00,12265,8117,12265,8117
2013,January,Saturday,7:00-8:00,17885,11489,17885,11489
2013,January,Saturday,8:00-9:00,17511,11172,17511,11172
2013,January,Saturday,9:00-10:00,15673,10587,15673,10587
2013,January,Saturday,10:00-11:00,14000,10708,14000,10708
2013,January,Saturday,11:00-12:00,14293,11311,14293,11311
2013,January,Saturday,12:00-1:00 PM,14800,13409,14800,13409
2013,January,Saturday,1:00-2:00,14306,12826,14306,12826
2013,January,Saturday,2:00-3:00,13761,13171,13761,13171
2013,January,Saturday,3:00-4:00,14064,14821,14064,14821
2013,January,Saturday,4:00-5:00,13954,18154,13954,18154
2013,January,Saturday,5:00-6:00,16350,19945,16350,19945
2013,January,Saturday,6:00-7:00,16458,16204,16458,16204
2013,January,Saturday,7:00-8:00,11787,12078,11787,12078
2013,January,Saturday,8:00-9:00,8228,8545,8228,8545
2013,January,Saturday,9:00-10:00,2189,1294,2189,1294
2013,January,Saturday,10:00-11:00,0,0,0,0
2013,January,Sunday,4:00-5:00 AM,0,0,0,0
2013,January,Sunday,5:00-6:00,4475,3349,4475,3349
2013,January,Sunday,6:00-7:00,6691,5310,6691,5310
2013,January,Sunday,7:00-8:00,8258,7256,8258,7256
2013,January,Sunday,8:00-9:00,10186,8136,10186,8136
2013,January,Sunday,9:00-10:00,10772,9014,10772,9014
2013,January,Sunday,10:00-11:00,10794,9276,10794,9276
2013,January,Sunday,11:00-12:00,10813,9353,10813,9353
2013,January,Sunday,12:00-1:00 PM,10022,9424,10022,9424
2013,January,Sunday,1:00-2:00,10917,9658,10917,9658
2013,January,Sunday,2:00-3:00,11622,10075,11622,10075
2013,January,Sunday,3:00-4:00,11767,10824,11767,10824
2013,January,Sunday,4:00-5:00,11628,11363,11628,11363
2013,January,Sunday,5:00-6:00,10784,11493,10784,11493
2013,January,Sunday,6:00-7:00,9705,11431,9705,11431
2013,January,Sunday,7:00-8:00,8165,9782,8165,9782
2013,January,Sunday,8:00-9:00,6502,6977,6502,6977
2013,January,Sunday,9:00-10:00,1933,687,1933,687
2013,January,Sunday,10:00-11:00,0,0,0,0
2013,February,Monday,4:00-5:00 AM,0,0,0,0
2013,February,Monday,5:00-6:00,9059,6475,9059,6475
2013,February,Monday,6:00-7:00,20493,14271,20493,14271
2013,February,Monday,7:00-8:00,26224,18586,26224,18586
2013,February,Monday,8:00-9:00,22715,16879,22715,16879
2013,February,Monday,9:00-10:00,18357,14740,18357,14740
2013,February,Monday,10:00-11:00,15618,14325,15618,14325
2013,February,Monday,11:00-12:00,15392,14114,15392,14114
2013,February,Monday,12:00-1:00 PM,15089,16094,15089,16094
2013,February,Monday,1:00-2:00,15333,15292,15333,15292
2013,February,Monday,2:00-3:00,14922,16399,14922,16399
2013,February,Monday,3:00-4:00,14514,17982,14514,17982
2013,February,Monday,4:00-5:00,14618,23110,14618,23110
2013,February,Monday,5:00-6:00,17887,25782,17887,25782
2013,February,Monday,6:00-7:00,16523,23075,16523,23075
2013,February,Monday,7:00-8:00,12521,17180,12521,17180
2013,February,Monday,8:00-9:00,8763,11918,8763,11918
2013,February,Monday,9:00-10:00,4007,4941,4007,4941
2013,February,Monday,10:00-11:00,0,0,0,0
2013,February,Tuesday,4:00-5:00 AM,0,0,0,0
2013,February,Tuesday,5:00-6:00,8835,6470,8835,6470
2013,February,Tuesday,6:00-7:00,19910,14303,19910,14303
2013,February,Tuesday,7:00-8:00,25584,18678,25584,18678
2013,February,Tuesday,8:00-9:00,22274,16989,22274,16989
2013,February,Tuesday,9:00-10:00,18121,14871,18121,14871
2013,February,Tuesday,10:00-11:00,15493,14466,15493,14466
2013,February,Tuesday,11:00-12:00,15317,14335,15317,14335
2013,February,Tuesday,12:00-1:00 PM,15120,16308,15120,16308
2013,February,Tuesday,1:00-2:00,15408,15521,15408,15521
2013,February,Tuesday,2:00-3:00,15098,16704,15098,16704
2013,February,Tuesday,3:00-4:00,14771,18335,14771,18335
2013,February,Tuesday,4:00-5:00,14922,23720,14922,23720
2013,February,Tuesday,5:00-6:00,18246,26389,18246,26389
2013,February,Tuesday,6:00-7:00,16866,23559,16866,23559
2013,February,Tuesday,7:00-8:00,12717,17644,12717,17644
2013,February,Tuesday,8:00-9:00,8902,12253,8902,12253
2013,February,Tuesday,9:00-10:00,4075,5112,4075,5112
2013,February,Tuesday,10:00-11:00,0,0,0,0
2013,February,Wednesday,4:00-5:00 AM,0,0,0,0
2013,February,Wednesday,5:00-6:00,9018,6839,9018,6839
2013,February,Wednesday,6:00-7:00,20408,15126,20408,15126
2013,February,Wednesday,7:00-8:00,26203,19764,26203,19764
2013,February,Wednesday,8:00-9:00,22727,18008,22727,18008
2013,February,Wednesday,9:00-10:00,18367,15697,18367,15697
