year,month,day,hours,southbound_total_in,northbound_total_in,southbound_total_out,northbound_total_out
2014,January,Monday,4:00-5:00 AM,0,0,0,0
2014,January,Monday,5:00-6:00,9311,6672,9311,6672
2014,January,Monday,6:00-7:00,20963,14844,20963,14844
2014,January,Monday,7:00-8:00,26879,19440,26879,19440
2014,January,Monday,8:00-9:00,23239,17734,23239,17734
2014,January,Monday,9:00-10:00,18840,15489,18840,15489
2014,January,Monday,10:00-11:00,16090,15075,16090,15075
2014,January,Monday,11:00-12:00,15837,14978,15837,14978
2014,January,Monday,12:00-1:00 PM,15716,16922,15716,16922
2014,January,Monday,1:00-2:00,15935,16187,15935,16187
2014,January,Monday,2:00-3:00,15666,17421,15666,17421
2014,January,Monday,3:00-4:00,15307,19156,15307,19156
2014,January,Monday,4:00-5:00,15506,24756,15506,24756
2014,January,Monday,5:00-6:00,19007,27609,19007,27609
2014,January,Monday,6:00-7:00,17495,24702,17495,24702
2014,January,Monday,7:00-8:00,13223,18354,13223,18354
2014,January,Monday,8:00-9:00,9214,12738,9214,12738
2014,January,Monday,9:00-10:00,4226,5285,4226,5285
2014,January,Monday,10:00-11:00,0,0,0,0
2014,January,Tuesday,4:00-5:00 AM,0,0,0,0
2014,January,Tuesday,5:00-6:00,9000,6486,9000,6486
2014,January,Tuesday,6:00-7:00,20194,14468,20194,14468
2014,January,Tuesday,7:00-8:00,26010,18988,26010,18988
2014,January,Tuesday,8:00-9:00,22564,17338,22564,17338
2014,January,Tuesday,9:00-10:00,18357,15194,18357,15194
2014,January,Tuesday,10:00-11:00,15756,14803,15756,14803
2014,January,Tuesday,11:00-12:00,15521,14770,15521,14770
2014,January,Tuesday,12:00-1:00 PM,15492,16661,15492,16661
2014,January,Tuesday,1:00-2:00,15721,15972,15721,15972
2014,January,Tuesday,2:00-3:00,15546,17218,15546,17218
2014,January,Tuesday,3:00-4:00,15220,18971,15220,18971
2014,January,Tuesday,4:00-5:00,15429,24620,15429,24620
2014,January,Tuesday,5:00-6:00,18896,27464,18896,27464
2014,January,Tuesday,6:00-7:00,17407,24529,17407,24529
2014,January,Tuesday,7:00-8:00,13155,18233,13155,18233
2014,January,Tuesday,8:00-9:00,9152,12642,9152,12642
2014,January,Tuesday,9:00-10:00,4197,5282,4197,5282
2014,January,Tuesday,10:00-11:00,0,0,0,0
2014,January,Wednesday,4:00-5:00 AM,0,0,0,0
2014,January,Wednesday,5:00-6:00,9086,6747,9086,6747
2014,January,Wednesday,6:00-7:00,20411,15063,20411,15063
2014,January,Wednesday,7:00-8:00,26284,19757,26284,19757
2014,January,Wednesday,8:00-9:00,22745,18064,22745,18064
2014,January,Wednesday,9:00-10:00,18450,15771,18450,15771
2014,January,Wednesday,10:00-11:00,15816,15323,15816,15323
2014,January,Wednesday,11:00-12:00,15584,15213,15584,15213
2014,January,Wednesday,12:00-1:00 PM,15525,17142,15525,17142
2014,January,Wednesday,1:00-2:00,15774,16405,15774,16405
2014,January,Wednesday,2:00-3:00,15531,17685,15531,17685
2014,January,Wednesday,3:00-4:00,15202,19403,15202,19403
2014,January,Wednesday,4:00-5:00,15395,25066,15395,25066
2014,January,Wednesday,5:00-6:00,18850,28022,18850,28022
2014,January,Wednesday,6:00-7:00,17398,25010,17398,25010
2014,January,Wednesday,7:00-8:00,13133,18502,13133,18502
2014,January,Wednesday,8:00-9:00,9142,12816,9142,12816
2014,January,Wednesday,9:00-10:00,4210,5309,4210,5309
2014,January,Wednesday,10:00-11:00,0,0,0,0
2014,January,Thursday,4:00-5:00 AM,0,0,0,0
2014,January,Thursday,5:00-6:00,8812,6078,8812,6078
2014,January,Thursday,6:00-7:00,19743,13480,19743,13480
2014,January,Thursday,7:00-8:00,25417,17642,25417,17642
2014,January,Thursday,8:00-9:00,22008,16063,22008,16063
2014,January,Thursday,9:00-10:00,17835,14126,17835,14126
2014,January,Thursday,10:00-11:00,15297,13811,15297,13811
2014,January,Thursday,11:00-12:00,15099,13693,15099,13693
2014,January,Thursday,12:00-1:00 PM,14907,15608,14907,15608
2014,January,Thursday,1:00-2:00,15166,14959,15166,14959
2014,January,Thursday,2:00-3:00,14889,16098,14889,16098
2014,January,Thursday,3:00-4:00,14469,17787,14469,17787
2014,January,Thursday,4:00-5:00,14745,22825,14745,22825
2014,January,Thursday,5:00-6:00,17920,25698,17920,25698
2014,January,Thursday,6:00-7:00,16583,22947,16583,22947
2014,January,Thursday,7:00-8:00,12545,16888,12545,16888
2014,January,Thursday,8:00-9:00,8678,11599,8678,11599
2014,January,Thursday,9:00-10:00,3978,4850,3978,4850
2014,January,Thursday,10:00-11:00,0,0,0,0
2014,January,Friday,4:00-5:00 AM,0,0,0,0
2014,January,Friday,5:00-6:00,9468,6766,9468,6766
2014,January,Friday,6:00-7:00,21290,14993,21290,14993
2014,January,Friday,7:00-8:00,27397,19605,27397,19605
2014,January,Friday,8:00-9:00,23777,17912,23777,17912
2014,January,Friday,9:00-10:00,19331,15761,19331,15761
2014,January,Friday,10:00-11:00,16623,15279,16623,15279
2014,January,Friday,11:00-12:00,16369,15197,16369,15197
2014,January,Friday,12:00-1:00 PM,16199,17224,16199,17224
2014,January,Friday,1:00-2:00,16468,16535,16468,16535
2014,January,Friday,2:00-3:00,16117,17741,16117,17741
2014,January,Friday,3:00-4:00,15587,19633,15587,19633
2014,January,Friday,4:00-5:00,16112,24857,16112,24857
2014,January,Friday,5:00-6:00,19527,28059,19527,28059
2014,January,Friday,6:00-7:00,18133,25239,18133,25239
2014,January,Friday,7:00-8:00,13560,18607,13560,18607
2014,January,Friday,8:00-9:00,9330,12745,9330,12745
2014,January,Friday,9:00-10:00,4262,5203,4262,5203
2014,January,Friday,10:00-11:00,0,0,0,0
2014,January,Saturday,4:00-5:00 AM,0,0,0,0
2014,January,Saturday,5:00-6:00,7122,3951,7122,3951
2014,January,Saturday,6:00-7:00,12501,8379,12501,8379
2014,January,Saturday,7:00-8:00,18208,11909,18208,11909
2014,January,Saturday,8:00-9:00,17843,11553,17843,11553
2014,January,Saturday,9:00-10:00,16001,10952,16001,10952
2014,January,Saturday,10:00-11:00,14288,11067,14288,11067
2014,January,Saturday,11:00-12:00,14571,11730,14571,11730
2014,January,Saturday,12:00-1:00 PM,15088,13904,15088,13904
2014,January,Saturday,1:00-2:00,14622,13302,14622,13302
2014,January,Saturday,2:00-3:00,14058,13643,14058,13643
2014,January,Saturday,3:00-4:00,14380,15376,14380,15376
2014,January,Saturday,4:00-5:00,14251,18881,14251,18881
2014,January,Saturday,5:00-6:00,16735,20758,16735,20758
2014,January,Saturday,6:00-7:00,16784,16890,16784,16890
2014,January,Saturday,7:00-8:00,12037,12503,12037,12503
2014,January,Saturday,8:00-9:00,8378,8847,8378,8847
2014,January,Saturday,9:00-10:00,2231,1361,2231,1361
2014,January,Saturday,10:00-11:00,0,0,0,0
2014,January,Sunday,4:00-5:00 AM,0,0,0,0
2014,January,Sunday,5:00-6:00,4900,3728,4900,3728
2014,January,Sunday,6:00-7:00,7339,5930,7339,5930
2014,January,Sunday,7:00-8:00,9140,8081,9140,8081
2014,January,Sunday,8:00-9:00,11238,9102,11238,9102
2014,January,Sunday,9:00-10:00,11937,10077,11937,10077
2014,January,Sunday,10:00-11:00,11937,10423,11937,10423
2014,January,Sunday,11:00-12:00,11982,10544,11982,10544
2014,January,Sunday,12:00-1:00 PM,11125,10572,11125,10572
2014,January,Sunday,1:00-2:00,12150,10814,12150,10814
2014,January,Sunday,2:00-3:00,12932,11267,12932,11267
2014,January,Sunday,3:00-4:00,13082,12150,13082,12150
2014,January,Sunday,4:00-5:00,12909,12783,12909,12783
2014,January,Sunday,5:00-6:00,12007,12920,12007,12920
2014,January,Sunday,6:00-7:00,10796,12874,10796,12874
2014,January,Sunday,7:00-8:00,9103,10955,9103,10955
2014,January,Sunday,8:00-9:00,7203,7779,7203,7779
2014,January,Sunday,9:00-10:00,2114,793,2114,793
2014,January,Sunday,10:00-11:00,0,0,0,0
2014,February,Monday,4:00-5:00 AM,0,0,0,0
2014,February,Monday,5:00-6:00,9294,6706,9294,6706
2014,February,Monday,6:00-7:00,20954,14910,20954,14910
2014,February,Monday,7:00-8:00,26849,19522,26849,19522
2014,February,Monday,8:00-9:00,23208,17797,23208,17797
2014,February,Monday,9:00-10:00,18797,15543,18797,15543
2014,February,Monday,10:00-11:00,16037,15120,16037,15120
2014,February,Monday,11:00-12:00,15798,14982,15798,14982
2014,February,Monday,12:00-1:00 PM,15646,16938,15646,16938
2014,February,Monday,1:00-2:00,15862,16192,15862,16192
2014,February,Monday,2:00-3:00,15583,17409,15583,17409
2014,February,Monday,3:00-4:00,15238,19114,15238,19114
2014,February,Monday,4:00-5:00,15384,24709,15384,24709
2014,February,Monday,5:00-6:00,18876,27561,18876,27561
2014,February,Monday,6:00-7:00,17365,24655,17365,24655
2014,February,Monday,7:00-8:00,13155,18315,13155,18315
2014,February,Monday,8:00-9:00,9172,12718,9172,12718
2014,February,Monday,9:00-10:00,4199,5273,4199,5273
2014,February,Monday,10:00-11:00,0,0,0,0
2014,February,Tuesday,4:00-5:00 AM,0,0,0,0
2014,February,Tuesday,5:00-6:00,8912,6540,8912,6540
2014,February,Tuesday,6:00-7:00,20023,14580,20023,14580
2014,February,Tuesday,7:00-8:00,25757,19106,25757,19106
2014,February,Tuesday,8:00-9:00,22333,17430,22333,17430
2014,February,Tuesday,9:00-10:00,18150,15262,18150,15262
2014,February,Tuesday,10:00-11:00,15549,14856,15549,14856
2014,February,Tuesday,11:00-12:00,15343,14775,15343,14775
2014,February,Tuesday,12:00-1:00 PM,15256,16686,15256,16686
2014,February,Tuesday,1:00-2:00,15514,15955,15514,15955
2014,February,Tuesday,2:00-3:00,15317,17177,15317,17177
2014,February,Tuesday,3:00-4:00,15018,18877,15018,18877
2014,February,Tuesday,4:00-5:00,15199,24487,15199,24487
2014,February,Tuesday,5:00-6:00,18628,27308,18628,27308
2014,February,Tuesday,6:00-7:00,17139,24386,17139,24386
2014,February,Tuesday,7:00-8:00,12953,18151,12953,18151
2014,February,Tuesday,8:00-9:00,9031,12601,9031,12601
2014,February,Tuesday,9:00-10:00,4141,5251,4141,5251
2014,February,Tuesday,10:00-11:00,0,0,0,0
2014,February,Wednesday,4:00-5:00 AM,0,,0,0
2014,February,Wednesday,5:00-6:00,8876,6775,8876,6775
2014,February,Wednesday,6:00-7:00,19948,15109,19948,15109
2014,February,Wednesday,7:00-8:00,25647,19796,25647,19796
2014,February,Wednesday,8:00-9:00,22222,18073,22222,18073
2014,February,Wednesday,9:00-10:00,18042,15748,18042,15748
2014,February,Wednesday,10:00-11:00,15442,15280,15442,15280
2014,February,Wednesday,11:00-12:00,15223,15137,15223,15137
2014,February,Wednesday,12:00-1:00 PM,15118,17072,15118,17072
2014,February,Wednesday,1:00-2:00,15380,16299,15380,16299
2014,February,Wednesday,2:00-3:00,15142,17544,15142,17544
2014,February,Wednesday,3:00-4:00,14839,19204,14839,19204
2014,February,Wednesday,4:00-5:00,14985,24814,14985,24814
2014,February,Wednesday,5:00-6:00,18367,27719,18367,27719
2014,February,Wednesday,6:00-7:00,16923,24755,16923,24755
2014,February,Wednesday,7:00-8:00,12799,18291,12799,18291
2014,February,Wednesday,8:00-9:00,8932,12687,8932,12687
2014,February,Wednesday,9:00-10:00,4098,5249,4098,5249
2014,February,Wednesday,10:00-11:00,0,0,0,0
2014,February,Thursday,4:00-5:00 AM,0,0,0,0
2014,February,Thursday,5:00-6:00,8571,6284,8571,6284
2014,February,Thursday,6:00-7:00,19286,14016,19286,14016
2014,February,Thursday,7:00-8:00,24796,18379,24796,18379
2014,February,Thursday,8:00-9:00,21495,16764,21495,16764
2014,February,Thursday,9:00-10:00,17457,14668,17457,14668
2014,February,Thursday,10:00-11:00,14952,14267,14952,14267
2014,February,Thursday,11:00-12:00,14741,14183,14741,14183
2014,February,Thursday,12:00-1:00 PM,14645,16021,14645,16021
2014,February,Thursday,1:00-2:00,14899,15301,14899,15301
2014,February,Thursday,2:00-3:00,14667,16480,14667,16480
2014,February,Thursday,3:00-4:00,14388,18079,14388,18079
2014,February,Thursday,4:00-5:00,14526,23463,14526,23463
2014,February,Thursday,5:00-6:00,17817,26164,17817,26164
2014,February,Thursday,6:00-7:00,16425,23358,16425,23358
2014,February,Thursday,7:00-8:00,12411,17402,12411,17402
2014,February,Thursday,8:00-9:00,8659,12083,8659,12083
2014,February,Thursday,9:00-10:00,3966,5030,3966,5030
2014,February,Thursday,10:00-11:00,0,0,0,0
2014,February,Friday,4:00-5:00 AM,0,0,0,0
2014,February,Friday,5:00-6:00,9437,6886,9437,6886
2014,February,Friday,6:00-7:00,21097,15297,21097,15297
2014,February,Friday,7:00-8:00,27171,20047,27171,20047
2014,February,Friday,8:00-9:00,23624,18318,23624,18318
2014,February,Friday,9:00-10:00,19251,16144,19251,16144
2014,February,Friday,10:00-11:00,16574,15646,16574,15646
2014,February,Friday,11:00-12:00,16394,15558,16394,15558
2014,February,Friday,12:00-1:00 PM,16249,17629,16249,17629
2014,February,Friday,1:00-2:00,16565,16909,16565,16909
2014,February,Friday,2:00-3:00,16259,18203,16259,18203
2014,February,Friday,3:00-4:00,15881,20030,15881,20030
2014,February,Friday,4:00-5:00,16285,25654,16285,25654
2014,February,Friday,5:00-6:00,19756,28826,19756,28826
2014,February,Friday,6:00-7:00,18321,25783,18321,25783
2014,February,Friday,7:00-8:00,13742,19108,13742,19108
2014,February,Friday,8:00-9:00,9498,13155,9498,13155
2014,February,Friday,9:00-10:00,4343,5432,4343,5432
2014,February,Friday,10:00-11:00,0,0,0,0
2014,February,Saturday,4:00-5:00 AM,0,0,0,0
2014,February,Saturday,5:00-6:00,7327,4190,7327,4190
2014,February,Saturday,6:00-7:00,12837,8882,12837,8882
2014,February,Saturday,7:00-8:00,18750,12627,18750,12627
2014,February,Saturday,8:00-9:00,18401,12246,18401,12246
2014,February,Saturday,9:00-10:00,16494,11686,16494,11686
2014,February,Saturday,10:00-11:00,14804,11787,14804,11787
2014,February,Saturday,11:00-12:00,15138,12545,15138,12545
2014,February,Saturday,12:00-1:00 PM,15727,14917,15727,14917
2014,February,Saturday,1:00-2:00,15330,14197,15330,14197
2014,February,Saturday,2:00-3:00,14750,14577,14750,14577
2014,February,Saturday,3:00-4:00,15226,16339,15226,16339
2014,February,Saturday,4:00-5:00,14873,20246,14873,20246
2014,February,Saturday,5:00-6:00,17547,22253,17547,22253
2014,February,Saturday,6:00-7:00,17562,18122,17562,18122
2014,February,Saturday,7:00-8:00,12648,13348,12648,13348
2014,February,Saturday,8:00-9:00,8741,9524,8741,9524
2014,February,Saturday,9:00-10:00,2325,1490,2325,1490
2014,February,Saturday,10:00-11:00,0,0,0,0
2014,February,Sunday,4:00-5:00 AM,0,0,0,0
2014,February,Sunday,5:00-6:00,4993,3902,4993,3902
2014,February,Sunday,6:00-7:00,7543,6229,7543,6229
2014,February,Sunday,7:00-8:00,9335,8508,9335,8508
2014,February,Sunday,8:00-9:00,11514,9481,11514,9481
2014,February,Sunday,9:00-10:00,12148,10549,12148,10549
2014,February,Sunday,10:00-11:00,12214,10840,12214,10840
2014,February,Sunday,11:00-12:00,12320,10897,12320,10897
2014,February,Sunday,12:00-1:00 PM,11393,11077,11393,11077
2014,February,Sunday,1:00-2:00,12366,11339,12366,11339
2014,February,Sunday,2:00-3:00,13268,11846,13268,11846
2014,February,Sunday,3:00-4:00,13387,12801,13387,12801
2014,February,Sunday,4:00-5:00,13351,13376,13351,13376
2014,February,Sunday,5:00-6:00,12254,13682,12254,13682
2014,February,Sunday,6:00-7:00,11058,13693,11058,13693
2014,February,Sunday,7:00-8:00,9320,11706,9320,11706
2014,February,Sunday,8:00-9:00,7421,8391,7421,8391
2014,February,Sunday,9:00-10:00,2260,777,2260,777
2014,February,Sunday,10:00-11:00,0,0,0,0
2014,March,Monday,4:00-5:00 AM,0,0,0,0
2014,March,Monday,5:00-6:00,8844,6344,8844,6344
2014,March,Monday,6:00-7:00,19993,14098,19993,14098
2014,March,Monday,7:00-8:00,25560,18441,25560,18441
2014,March,Monday,8:00-9:00,22038,16780,22038,16780
2014,March,Monday,9:00-10:00,17772,14643,17772,14643
2014,March,Monday,10:00-11:00,15135,14207,15135,14207
2014,March,Monday,11:00-12:00,14857,14053,14857,14053
2014,March,Monday,12:00-1:00 PM,14641,15910,14641,15910
2014,March,Monday,1:00-2:00,14862,15138,14862,15138
2014,March,Monday,2:00-3:00,14511,16255,14511,16255
2014,March,Monday,3:00-4:00,14159,17788,14159,17788
2014,March,Monday,4:00-5:00,14234,22962,14234,22962
2014,March,Monday,5:00-6:00,17470,25667,17470,25667
2014,March,Monday,6:00-7:00,16077,22998,16077,22998
2014,March,Monday,7:00-8:00,12236,17001,12236,17001
2014,March,Monday,8:00-9:00,8535,11799,8535,11799
2014,March,Monday,9:00-10:00,3891,4888,3891,4888
2014,March,Monday,10:00-11:00,0,0,0,0
2014,March,Tuesday,4:00-5:00 AM,0,0,0,0
2014,March,Tuesday,5:00-6:00,8466,6187,8466,6187
2014,March,Tuesday,6:00-7:00,19069,13777,19069,13777
2014,March,Tuesday,7:00-8:00,24488,18025,24488,18025
2014,March,Tuesday,8:00-9:00,21189,16421,21189,16421
2014,March,Tuesday,9:00-10:00,17165,14344,17165,14344
2014,March,Tuesday,10:00-11:00,14659,13961,14659,13961
2014,March,Tuesday,11:00-12:00,14445,13827,14445,13827
2014,March,Tuesday,12:00-1:00 PM,14283,15646,14283,15646
2014,March,Tuesday,1:00-2:00,14528,14914,14528,14914
2014,March,Tuesday,2:00-3:00,14267,16028,14267,16028
2014,March,Tuesday,3:00-4:00,13945,17588,13945,17588
2014,March,Tuesday,4:00-5:00,14059,22738,14059,22738
2014,March,Tuesday,5:00-6:00,17249,25407,17249,25407
2014,March,Tuesday,6:00-7:00,15902,22710,15902,22710
2014,March,Tuesday,7:00-8:00,12051,16851,12051,16851
2014,March,Tuesday,8:00-9:00,8408,11696,8408,11696
2014,March,Tuesday,9:00-10:00,3850,4852,3850,4852
2014,March,Tuesday,10:00-11:00,0,0,0,0
2014,March,Wednesday,4:00-5:00 AM,0,0,0,0
2014,March,Wednesday,5:00-6:00,8650,6491,8650,6491
2014,March,Wednesday,6:00-7:00,19484,14464,19484,14464
2014,March,Wednesday,7:00-8:00,25012,18935,25012,18935
2014,March,Wednesday,8:00-9:00,21607,17273,21607,17273
2014,March,Wednesday,9:00-10:00,17468,15032,17468,15032
2014,March,Wednesday,10:00-11:00,14920,14566,14920,14566
2014,March,Wednesday,11:00-12:00,14672,14396,14672,14396
2014,March,Wednesday,12:00-1:00 PM,14498,16266,14498,16266
2014,March,Wednesday,1:00-2:00,14759,15476,14759,15476
2014,March,Wednesday,2:00-3:00,14417,16660,14417,16660
2014,March,Wednesday,3:00-4:00,14085,18193,14085,18193
2014,March,Wednesday,4:00-5:00,14180,23436,14180,23436
2014,March,Wednesday,5:00-6:00,17373,26241,17373,26241
2014,March,Wednesday,6:00-7:00,16066,23448,16066,23448
2014,March,Wednesday,7:00-8:00,12178,17259,12178,17259
2014,March,Wednesday,8:00-9:00,8493,11955,8493,11955
2014,March,Wednesday,9:00-10:00,3895,4933,3895,4933
2014,March,Wednesday,10:00-11:00,0,0,0,0
