NEDA updates on the Economy,,,,,,,,,,
As of 5 September 2013,,,,,,,,,,
,,,,,,,,,,
,,,Latest_Quarter,,Preceding_Quarter,,Year_to_date,,Same_Quarter_year_ago,
I. Real Sector (percent growth),A. National Income (% g.r.)(NSCB),GNI,6.8,(Q2 '13),7.8,(Q1'13),7.3,Jan-Jun '13,6.5,(Q2 '12)
,,GDP,7.5,,7.7,,7.6,,6.3,
,,Agriculture,-0.3,,3.1,,1.4,,0.6,
,,Industry,10.3,,10.9,,10.6,,5.8,
,,Service,7.4,,6.8,,7.1,,7.7,
,B. Manufacturing (MISSI-NSO) (2000 - based),,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
,,Volume of Production (% g.r.),1.5,(Jun'13),10.6,(May '13),-0.9,(Jan-Jun '13),8.9,(Jun '12)
,,Value of Production (%g.r.),9.9,,21.7,,9.2,,10.8,
,,Volume of Sales (%g.r.),12.8,,8.2,,5.4,,3.5,
,,Value of Sales (% g.r.),22.1,,19.1,,16.2,,5.3,
,,Weighted Average (Capacity Utilization(%)),0.8,,0.8,,0.2,,-0.7,
,C. Electric Consumption (%g.r.) (Meralco kWh Sales),Residential,6.3,(Jun'13),6.5,(May '13),4.4,(Jan-Jun '13),4.2,(Jun '12)
,,Commercial,5.8,,7.5,,4.8,,6.3,
,,Industrial,1.6,,1.4,,2.3,,16.2,
,,Others,-0.9,,-1.8,,-0.6,,-9.2,
,,Total,4.7,,5.3,,3.9,,8.3,
,D. Building Permits (% g.r.) (NSO),,Latest_Quarter,,Preceding_Quarter,,Year_to_date,,Same_Quarter_year_ago,
,,Number of Permits,-3.9,(Q2 '13),-17.5,(Q1 '13),-10.58987691,(Jan-Jun '13),11.2,(Q2 '12)
,,Value of Construction,9,,19.3,,13.59601915,,9.4,
,E. Investment Indicators (% g.r.),,Latest_Period,,Preceding_Period,,Year_to_date,,Same_Period_Year_ago,
,,Total Foreign Direct Investment (g.r.),86.7,(Q1 '13),37.1,(Q4 '12),86.7,(Q1 '13),-16.3,(Q1 '12)
,,BOI Investment (g.r.),-61.2,,4122.6,,-61.2,,53.3,
,,PEZA Investment (g.r.),157.1,,16.8,,157.1,,-27.7,
,,SBMA Investment,-6.5,,-98.9,,-6.5,,139.6,
,,CDC Investment,-98.9,,1048.4,,-98.9,,-13.4,
Employment (NSO-LFS) and Wages,A. Unemployment Rate (%) /f new definition,,7.5,(Apr '13),7.1,(Jan '12),7.5,(Apr '13),6.9,(Apr '12)
,B. Employment Generated ('000),,-21,(Apr '13),606,(Jan '12),-21,(Apr '13),1020,(Apr '12)
,,Agriculture,-624,,-571,,-624,,311,
,,Industry,224,,330,,224,,g,
,,Service,380,,847,,380,,g,
,B. Underemployment Rate (%),,19.2,(Apr '13),20.9,(Jan '12),19.2,(Apr '13),19.3,(Apr '12)
,D. Minimum Wage (in pesos) (NWPC),NCR,419-456,(Aug '13),419-456,(July '13),419-456,(Aug '13),409-446,(Aug '12)
,,AOMM,205-349.5,,205-349.5,,205-349.5,,228-349.5,
,E. Index of Compensation Per Employee (QEI-NSCB),Nominal (1978=100),2327.5,(Q1 '13),2613.3,(Q4 '12),2327.5,(Q1 '13),2182.588052,(Q1 '12)
,,Constant (1978=100),111.2,(Q1 '13),127.1,(Q4 '12),111.2,(Q1 '13),107.6,(Q1 '12)
III. Monetary and Banking Sector (%),,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
,A. Growth of U/KBs Outside Loans /a,,12.3,(June '13),13.3,(May '13),12.3,(June '13),12.2,(June '12)
,B. NPL to total loans ratio,,2.75,(May '13),2.74,(April '13),2.75,(May '13),2.184,(May '12)
,c. M3 Growth /b,,20.3,(June'13),16.4,(May '13),20.3,(June '13),7.1,(June '12)
IV. Prices ,A. Headline Inflation Rate (%) (NSO) /c,,2.1,(Aug '13),2.5,(July '13),2.8,(Jan - Aug '13),3.8,(Aug '12)
,,Food and Non-Alcoholic Beverages,1.8,,2.287348106,,2.4,,3.4,
,,Non-Food,1.2,,1.767068273,,2.1,,4,
,,NCR,-0.1,,1,,1.6,,4.4,
,,AONCR,2.7,,2.9,,3.1,,3.6,
,B. Core Inflation Rate (%) NSO /c,,1.9,(Aug '13),2.3,(July '13),3.1,(Jan - Aug '13),4.3,(Aug '12)
,"C. Lending Rate (Low, %)",,4.59,(Jul '13),4.68,(June 13),4.057142857,(Jan - July'13),5.7,Jul '12)
,,,Latest_Week,,Preceding_Week,,Year_to_date,,Same_Week_Month_Ago,
,D. BSP Overnight Borrowing Policy Rates (PR),,5.5,(03 Sept '13),5.5,(29 August '13),5.5,(03 Sept '13),5.8,(03Sept '12)
,E. BSP Overnight Lending Policy Rates (RRP),,3.5,(03 Sept '13),3.5,(29 August '13),3.5,(03 Sept '13),3.8,(03Sept '12)
,F. 91-Day T-Bill Rate (%),,0.6,(05 August 13),0.7,(01 July '13),0.3,(Jan-05 August 13),1.5,(06 August 12)
,"G. Forex (Average, P:$1)",,44.5,(05 Sep '13),44.7,(29 Aug '13),42.1,(Jan-05 Sep '13),42.0,(06 Sep '12)
,H. PSEi,,5959.2,(05 Sept '13),5944.2,(29 Aug '13),6590.6,(Jan-05 Sept '13),5150.8,(05 Sept '12)
V. External Accounts (BSP/NSO),,,Latest_Month/Quarter,,Preceding_Month/Quarter,,Year_to_date,,Same_Month/Quarter_Year_Ago,
,A. Merchandise Exports (% g.r.),,4.1,(June '13),-0.8,(May '13),-4.4,(Jan-June '13),4.3,(June '12)
,,Electronic Products (% g.r.) /d,-2.2,,-9,,-18.4,,-7.2,
,B. Merchandise Imports (% g.r.),,-4.8,(Jun '13),-2.4,(May '13),-3.8,(Jan-Jun '13),13.3,(Jun '12)
,,Raw materials & intermediate goods (% g.r.),-2.8,,13.3,,-1.2,,5.7,
,,Capital goods (% g.r.),-21.8,,-21.8,,-9.7,,62.9,
,C. Current Account($ M),,3439,(Q1 '13),2208,(Q4 '12),3439,(Jan-Mar '13),393,(Q1 '12)
,D. Capital Accounts ($ M),,23,(Q1 '13),48,(Q4 '12),23,(Jan-Mar '13),25,(Q1 '12)
,E. Financial Account ($ M),,-1489,(Q1 '13),-2542,(Q4 '12),-1489,(Jan-Mar '13),-4821,(Q1 '12)
,,"Direct Investments ($ M), net",-814,,-92,,-814,,-898,
,F. Balance of Payments ($ M),,1099,(Jul '13),692,(Jun '13),3677,(Jan-Jul '13),3182,(Jul '12)
,G. Gross International Reserves ($ M),,83172.1,(end July '13),81255.5,(end Jun '13),83172.1,(end July '13),79758.8,(end July'12)
,,Month's worth of imports,12.0,,11.8,,12.0,,11.0,
,H. Total External Debt ($ M),,59046,(end Q1 '13),60337,(end Q4 '12),59046,(end Q1 '13),61630,(end Q1 '12)
,of which:,Total Short Term,9786,,8483,,9786,,7420,
,,Total Private Sector,16109,,15162,,16109,,14584,
,,,Latest_Month,,Preceding_Month,,Year_to_date,,Same_Month_Year_Ago,
VI. NG Cash Operations (BTr) (in billion pesos) *,A. Revenues,,131.1,June '13,154.0,May '13,839.5,(Jan-June '13),115.3,June '12
,,Tax,113.3,,139.0,,746.3,,105.7,
,,Non-tax,17.8,,15.1,,93.2,,9.6,
,B. Expenditure ,,139.5,,167.2,,890.8,,126.9,
,C. Surplus (+) / Deficit (-) ,,-8.5,,-13.2,,-51.3,,-11.6,
,D. Net Foreign Financing ,,-11.8,,-3.4,,-64.5,,-9.1,
,E. Net Domestic Financing (PB) /e,,66.0,,9.6,,19.5,,11.6,
,F. Cash Build-up (-)/ Withdrawal (+) ,,-45.8,,6.9,,96.3,,9.1,
,,,,,,,,,,
,,,,,,,,,,
Note:,,,,,,,,,,
*      Details may not add up due to rounding,,,,,,,,,,
/a    the Indicator changed from Growth of Loans for ODCs to Loans of Universal/ Commercial Banks as the BSP revised their series. Loans of U/KB is Gross of RRP,,,,,,,,,,
"        The old series covered all Other Depository Corporations that included, apart from universal/commercial banks, thrift banks and rural banks.",,,,,,,,,,
/b    based on Depository Corporations Survey,,,,,,,,,,
/c    (2006=100),,,,,,,,,,
"/d   expanded electronics coverage which includes semi-conductors, electronic data processing, office equipment, consumer electronics, telecommunication, ",,,,,,,,,,
"        communication/radar, control and instrumentation, medical/industrial instrumentation and automotive electronics.",,,,,,,,,,
/e   net of non-budgetary accounts,,,,,,,,,,
"/f    starting April 2005, LFS adopts the new definition of unemployment",,,,,,,,,,
"/g   can not be computed due to changes in the industry classification. Starting January 2012 Labor Force Survey (LFS), the codes for industry adopted the 2009 Philippine Standard Industrial Classification (PSIC).  Prior to this, codes for industry used the 1994 PSIC.",,,,,,,,,,
"/h   NEDA recommends not to compare the results of the October 2011 round of the LFS against other rounds because of the different definition of work adopted in the former. Thus, to assess the employment creation in October 2012, NEDA recommends to compare the October 2012 against the Oct 2010 instead, that is, the difference between October 2012 and October 2011, which is 1.2 million, and divided equally between the two years""",,,,,,,,,,
